"Dine_In_2019_weekly_pct","confirmed.add_weekly","residential_mob_weekly","Urbanization.rate","WEI"
"1",0.902031432660958,0,-0.142857142857143,0.59,-9.12
"2",0.789616589285787,0,0.714285714285714,0.562,-9.12
"3",0.911985107616264,0.285714285714286,1.14285714285714,0.898,-9.12
"4",0.798101963874775,6.64285714285717,1.28571428571429,0.95,-9.12
"5",0.84930284611103,0.57142857142857,1.42857142857143,0.862,-9.12
"6",0.834120136963442,0,1,0.88,-9.12
"7",0.870167423585158,0,2.14285714285714,1,-9.12
"8",0.820727818358371,0,0.142857142857143,0.833,-9.12
"9",0.870986195297418,0.714285714285715,0.714285714285714,0.912,-9.12
"10",0.845515708372251,0.357142857142857,0.857142857142857,0.751,-9.12
"11",0.878011329696726,0,-0.285714285714286,0.64,-9.12
"12",0.928397296821009,0,0,0.706,-9.12
"13",0.864022452179182,0.428571428571428,0.142857142857143,0.885,-9.12
"14",0.862105137364654,0.142857142857143,0,0.724,-9.12
"15",0.839504777238388,0.0714285714285715,-0.142857142857143,0.742,-9.12
"16",0.898660056367596,0.0714285714285715,0.285714285714286,0.584,-9.12
"17",0.918871125403218,0,0.142857142857143,0.732,-9.12
"18",0.833764274196488,1.57142857142857,2.42857142857143,0.92,-9.12
"19",0.835430220843191,0.357142857142857,0.714285714285714,0.872,-9.12
"20",0.853834255932499,0,1.28571428571429,0.387,-9.12
"21",0.834025694541437,0,0.571428571428571,0.746,-9.12
"22",0.880977653351554,0.0714285714285715,0.571428571428571,0.733,-9.12
"23",0.867155644136475,0.0714285714285715,-0.285714285714286,0.704,-9.12
"24",0.939341460755393,0,0.285714285714286,0.493,-9.12
"25",0.910480291352132,0,0.285714285714286,0.559,-9.12
"26",0.819020295367179,0.142857142857143,0.285714285714286,0.661,-9.12
"27",0.887136587991319,0.0714285714285715,0.285714285714286,0.731,-9.12
"28",0.763699284869447,0.214285714285714,1,0.603,-9.12
"29",0.744535005315053,0.357142857142857,1.14285714285714,0.947,-9.12
"30",0.894882208514505,0,0.428571428571429,0.774,-9.12
"31",0.862614062307603,0.285714285714285,0.857142857142857,0.942,-9.12
"32",0.824899323625355,7.57142857142855,2.42857142857143,0.879,-9.12
"33",0.792601571928953,0,0.285714285714286,0.779,-9.12
"34",0.791669247648345,0.0714285714285715,0.571428571428571,0.662,-9.12
"35",0.891842979192421,1,-0.142857142857143,0.81,-9.12
"36",0.852536493594516,0.428571428571428,0.571428571428571,0.787,-9.12
"37",0.867216303868739,0.214285714285714,1.71428571428571,0.907,-9.12
"38",0.882464430818379,0.142857142857143,-0.285714285714286,0.663,-9.12
"39",0.90016193370837,0.214285714285714,0.571428571428571,0.664,-9.12
"40",0.868255204643757,0.785714285714285,0.571428571428571,0.847,-9.12
"41",0.847750338158464,0.0714285714285715,0.714285714285714,0.906,-9.12
"42",0.884000157002211,0.142857142857143,1.28571428571429,0.755,-9.12
"43",0.916833735791732,0.0714285714285715,1,0.389,-9.12
"44",0.905341582012713,8.64285714285717,1.14285714285714,0.84,-9.12
"45",0.915263982547321,0,0,0.702,-9.12
"46",0.689505248207205,0,0.571428571428571,0.487,-9.12
"47",0.902031432660958,0,6.85714285714286,0.59,-9.12
"48",0.789616589285787,0,5.42857142857143,0.562,-9.12
"49",0.911985107616264,0.285714285714286,9.57142857142857,0.898,-9.12
"50",0.798101963874775,6.64285714285717,11.7142857142857,0.95,-9.12
