State,Date,Province_State,population,Amount_2019_weekly,Amount_2020_weekly,Dine_In_2019_weekly,Dine_In_2020_weekly,Off_Prem_2019_weekly,Off_Prem_2020_weekly,confirmed.add_weekly,deaths.add_weekly,recreation_mob_weekly,residential_mob_weekly,Urbanization.rate,DJUSRU,DJUSRU.t1,DJUSRU.t2,DJUSRU.t3,DJUSRU.t4,DJUSRU.t5,DJUSRU.t6
OR,2020/5/25,Oregon,4217737,582875.6486,360248.5143,526343.32,237398.6943,56532.32857,122849.82,45.14285714,0.714285714,-22.14285714,11.14285714,0.81,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
OR,2020/6/1,Oregon,4217737,595710.7529,397777.0614,538747.2514,276611.4114,56963.50143,121165.65,59.85714286,1.428571429,-16.28571429,9.571428571,0.81,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
OR,2020/6/8,Oregon,4217737,635785.77,417681.67,577263.7314,304536.72,58522.03857,113144.95,139.1428571,1.857142857,-15.85714286,9.285714286,0.81,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
OR,2020/6/15,Oregon,4217737,611720.6414,444253.45,553979.0371,326014.2643,57741.60429,118239.1857,185.8571429,2,-13,7.428571429,0.81,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
OR,2020/6/22,Oregon,4217737,609152.52,451681.8314,550782.9643,336797.9657,58369.55571,114883.8657,200.5714286,1.714285714,-11.14285714,7,0.81,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
OR,2020/6/29,Oregon,4217737,578444.1,423851.42,522741.8229,311240.6157,55702.27714,112610.8043,269.8571429,1.857142857,-11.14285714,7.285714286,0.81,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
PA,2020/2/17,Pennsylvania,12801989,1256595.621,1330188.817,1085402.743,1134034.51,171192.8786,196154.3071,0,0,4.428571429,0.571428571,0.787,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
PA,2020/2/24,Pennsylvania,12801989,1260442.744,1300361.279,1080441.349,1102913.106,180001.3957,197448.1729,0,0,6.571428571,-0.285714286,0.787,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
PA,2020/3/2,Pennsylvania,12801989,1261797.457,1294396.204,1086578.74,1099315.339,175218.7171,195080.8657,0.857142857,0,8.714285714,-0.571428571,0.787,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
PA,2020/3/9,Pennsylvania,12801989,1392583.669,1045646.403,1209119.87,861791.1143,183463.7986,183855.2886,5.857142857,0,2.285714286,1.571428571,0.787,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
PA,2020/3/16,Pennsylvania,12801989,1344317.236,341853.1686,1160130.376,123358.2014,184186.86,218494.9671,66,0.571428571,-33.71428571,13.28571429,0.787,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
PA,2020/3/23,Pennsylvania,12801989,1348823.387,331935.0386,1159780.84,78487.99714,189042.5471,253447.0414,417.5714286,5.285714286,-48.85714286,19.57142857,0.787,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
PA,2020/3/30,Pennsylvania,12801989,1354998.969,358123.8071,1168109.276,84628.62286,186889.6929,273495.1843,1165.285714,15.71428571,-46.71428571,19.57142857,0.787,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
PA,2020/4/6,Pennsylvania,12801989,1362895.673,361380.1671,1174271.483,87316.52286,188624.19,274063.6443,1621.285714,58,-49,20,0.787,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
PA,2020/4/13,Pennsylvania,12801989,1284168.233,396890.2371,1113637.834,80539.72143,170530.3986,316350.5157,1423.428571,102.7142857,-45.28571429,19.57142857,0.787,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
PA,2020/4/20,Pennsylvania,12801989,1393843.631,429738.2971,1206322.286,87705.81286,187521.3457,342032.4843,1387.714286,77.14285714,-44.28571429,19.14285714,0.787,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
PA,2020/4/27,Pennsylvania,12801989,1412348.836,464282.5929,1223100.786,106164.0186,189248.05,358118.5743,1229.857143,129.1428571,-36.85714286,16.28571429,0.787,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
PA,2020/5/4,Pennsylvania,12801989,1496633.784,518834.67,1305412.149,118613.0243,191221.6357,400221.6457,1244.857143,155.1428571,-33.85714286,16.14285714,0.787,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
PA,2020/5/11,Pennsylvania,12801989,1472416.677,473595.6514,1290839.289,105803.81,181577.3886,367791.8414,823,98.42857143,-32.42857143,14.42857143,0.787,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
PA,2020/5/18,Pennsylvania,12801989,1381998.519,504905.93,1213636.1,125329.4657,168362.4186,379576.4643,837.5714286,91.57142857,-27.42857143,13.42857143,0.787,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
PA,2020/5/25,Pennsylvania,12801989,1311084.937,479045.3229,1142343.857,125072.3443,168741.08,353972.9786,652.2857143,59.85714286,-27.14285714,13.14285714,0.787,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
PA,2020/6/1,Pennsylvania,12801989,1437989.397,570547.2729,1258010.767,226240.1243,179978.63,344307.1486,539.8571429,55.42857143,-21.42857143,10.57142857,0.787,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
PA,2020/6/8,Pennsylvania,12801989,1421146.587,754384.8686,1246288.976,390208.9786,174857.6114,364175.89,470.7142857,38.85714286,-16.14285714,9,0.787,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
PA,2020/6/15,Pennsylvania,12801989,1377551.91,826306.6786,1203020.087,463516.0543,174531.8229,362790.6243,390.2857143,29.71428571,-14,8.142857143,0.787,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
PA,2020/6/22,Pennsylvania,12801989,1383654.103,835856.2529,1207287.929,496780.8771,176366.1743,339075.3757,561.1428571,26.14285714,-12.71428571,8,0.787,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
PA,2020/6/29,Pennsylvania,12801989,1168810.889,681567.3471,1024573.409,389634.3886,144237.48,291932.9586,648.5714286,21,-10.71428571,7.714285714,0.787,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
RI,2020/2/17,Rhode Island,1059361,304927.7129,318564.5414,264955.93,276264.3643,39971.78286,42300.17714,0,0,6.142857143,1.714285714,0.907,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
RI,2020/2/24,Rhode Island,1059361,283186.1543,296494.99,242473.2643,254061.1029,40712.89,42433.88714,0.142857143,0,7.714285714,-0.714285714,0.907,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
RI,2020/3/2,Rhode Island,1059361,287758.6829,289696.9786,246186.2543,247670.1629,41572.42857,42026.81571,0.285714286,0,7.857142857,-0.571428571,0.907,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
RI,2020/3/9,Rhode Island,1059361,347076.2914,252906.1057,307090.2471,213966.0186,39986.04429,38940.08714,2.428571429,0,1.571428571,1.714285714,0.907,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
RI,2020/3/16,Rhode Island,1059361,309981.07,69580.50857,268488.0357,36143.61,41493.03429,33436.89857,9,0,-30.85714286,13.42857143,0.907,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
RI,2020/3/23,Rhode Island,1059361,319007.4157,69804.39571,276068.1414,29064.99571,42939.27429,40739.4,30.14285714,0.428571429,-43.28571429,18,0.907,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
RI,2020/3/30,Rhode Island,1059361,320740.39,71241.82143,277262.1129,28699.49429,43478.27714,42542.32714,89.71428571,3.142857143,-45.71428571,19.71428571,0.907,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
RI,2020/4/6,Rhode Island,1059361,329491.0543,75419.25571,285750.6129,32368.87857,43740.44143,43050.37714,249,5.428571429,-46.57142857,20,0.907,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
RI,2020/4/13,Rhode Island,1059361,318364.82,88928.17571,277068.5586,30276.60571,41296.26143,58651.57,291.5714286,12.42857143,-42.14285714,19.71428571,0.907,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
RI,2020/4/20,Rhode Island,1059361,339475.8857,89952.04143,294010.7071,34785.01,45465.17857,55167.03143,390.4285714,10.85714286,-40.85714286,19.42857143,0.907,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
RI,2020/4/27,Rhode Island,1059361,334228.2129,103804.4243,288955.2943,40897.80857,45272.91857,62906.61571,291.1428571,13.42857143,-34,17,0.907,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
RI,2020/5/4,Rhode Island,1059361,373255.6571,115705.7443,327077.7943,44065.07429,46177.86286,71640.67,256.7142857,14.57142857,-29.28571429,16.42857143,0.907,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
RI,2020/5/11,Rhode Island,1059361,369329.5586,122833.2957,325088.1914,44810.51714,44241.36714,78022.77857,200,11,-26.28571429,14.85714286,0.907,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
RI,2020/5/18,Rhode Island,1059361,429134.4014,163653.2871,383868.3286,86275.41714,45266.07286,77377.87,198.7142857,15.57142857,-19.85714286,13.42857143,0.907,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
RI,2020/5/25,Rhode Island,1059361,383551.9357,201254.4886,336738.1543,120888.0786,46813.78143,80366.41,123.2857143,15.71428571,-16.71428571,13.57142857,0.907,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
RI,2020/6/1,Rhode Island,1059361,374297.6971,246481.6,329325.9671,168954.5014,44971.73,77527.09857,73.28571429,7.714285714,-10.42857143,10.85714286,0.907,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
RI,2020/6/8,Rhode Island,1059361,388922.5771,281916.6986,342723.4429,204607.3814,46199.13429,77309.31714,72.28571429,8.714285714,-6,9.428571429,0.907,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
RI,2020/6/15,Rhode Island,1059361,391941.1529,310122.9486,344956.2457,229137.5071,46984.90714,80985.44143,55.71428571,8.714285714,-2.285714286,7.285714286,0.907,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
RI,2020/6/22,Rhode Island,1059361,408376.4957,309336.2457,359338.29,230929.8057,49038.20571,78406.44,46.28571429,4.714285714,-4,8.571428571,0.907,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
RI,2020/6/29,Rhode Island,1059361,461932.1857,315673.0086,415324.8514,237895.4557,46607.33429,77777.55286,47.14285714,4.714285714,-2.285714286,8.285714286,0.907,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
SC,2020/2/17,South Carolina,5148714,370291.32,360816.4157,332938.1171,318407.6529,37353.20286,42408.76286,0,0,1.571428571,1.285714286,0.663,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
SC,2020/2/24,South Carolina,5148714,368346.3443,381697.6757,331568.8143,336645.2571,36777.53,45052.41857,0,0,10.14285714,-1,0.663,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
SC,2020/3/2,South Carolina,5148714,385926.31,383637.6986,349229.1986,341058.0314,36697.11143,42579.66714,0.285714286,0,8.714285714,-0.285714286,0.663,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
SC,2020/3/9,South Carolina,5148714,442814.22,391670.2143,402364.1514,347958.4557,40450.06857,43711.75857,2.428571429,0,7.571428571,-0.428571429,0.663,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
SC,2020/3/16,South Carolina,5148714,430483.5229,134188.1257,390091.5471,76674.69429,40391.97571,57513.43143,25.28571429,0.428571429,-20.85714286,8,0.663,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
SC,2020/3/23,South Carolina,5148714,451405.1486,86551.80429,411649.7457,29520.49286,39755.40286,57031.31143,82.57142857,1.857142857,-33.71428571,12.85714286,0.663,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
SC,2020/3/30,South Carolina,5148714,447424.5529,93388.35857,408108.6314,29540.08571,39315.92143,63848.27286,182.1428571,4,-34.14285714,13.71428571,0.663,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
SC,2020/4/6,South Carolina,5148714,432104.6486,93063.62429,392058.9114,29335.32429,40045.73714,63728.3,181.5714286,5.428571429,-41.42857143,15.57142857,0.663,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
SC,2020/4/13,South Carolina,5148714,495477.8643,110245.5929,452481.1086,33747.47143,42996.75571,76498.12143,151,5.428571429,-31.57142857,14.14285714,0.663,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
SC,2020/4/20,South Carolina,5148714,479806.8614,118512.6814,439523.0486,36599.32714,40283.81286,81913.35429,160.1428571,7.714285714,-29.28571429,13.85714286,0.663,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
SC,2020/4/27,South Carolina,5148714,454289.5871,127094.7486,413909.4943,40663.16429,40380.09286,86431.58429,161.1428571,14.42857143,-20.71428571,11.14285714,0.663,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
SC,2020/5/4,South Carolina,5148714,466596.3486,242292.2857,424576.14,143202.5571,42020.20857,99089.72857,146.7142857,8,-15.42857143,10.28571429,0.663,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
SC,2020/5/11,South Carolina,5148714,467059.79,307931.8986,422954.7,224018.2029,44105.09,83913.69571,166.1428571,7.714285714,-12.57142857,9.285714286,0.663,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
SC,2020/5/18,South Carolina,5148714,469751.0686,361252.7543,431299.4186,278315.4014,38451.65,82937.35286,182.8571429,7.142857143,-9.142857143,9.285714286,0.663,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
SC,2020/5/25,South Carolina,5148714,458990.5343,356769.8657,417360.9571,284753.7214,41629.57714,72016.14429,252.1428571,8.428571429,-9.285714286,9.857142857,0.663,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
SC,2020/6/1,South Carolina,5148714,468730.4229,413065.9886,428779.1486,342813.7943,39951.27429,70252.19429,348.7142857,7.428571429,-2.285714286,6.571428571,0.663,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
SC,2020/6/8,South Carolina,5148714,493533.8557,432645.4657,452987.1943,360539.9457,40546.66143,72105.52,641.8571429,7.714285714,-3.428571429,6.714285714,0.663,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
SC,2020/6/15,South Carolina,5148714,494313.1614,420826.1143,452377.4643,343913.3957,41935.69714,76912.71857,838,7.571428571,-2.714285714,6,0.663,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
SC,2020/6/22,South Carolina,5148714,509743.9071,401370.9814,467253.5071,323579.7443,42490.4,77791.23714,1237,9,-4.857142857,6.714285714,0.663,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
SC,2020/6/29,South Carolina,5148714,549661.72,353771.6643,502180.7371,277691.3929,47480.98286,76080.27143,1646.714286,14.85714286,-4.428571429,7.428571429,0.663,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
TN,2020/2/17,Tennessee,6829174,648783.9129,707616.67,586829.8157,637110.4386,61954.09714,70506.23143,0,0,1.428571429,0.571428571,0.664,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
TN,2020/2/24,Tennessee,6829174,695298.7843,738871.6529,630867.9286,665768.8729,64430.85571,73102.78,0,0,9.714285714,-1,0.664,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
TN,2020/3/2,Tennessee,6829174,694295.11,707109.2486,628644.4057,632336.3386,65650.70429,74772.91,0.428571429,0,11.14285714,-1.142857143,0.664,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
TN,2020/3/9,Tennessee,6829174,761898.5771,598510.8286,695962.2857,527021.9357,65936.29143,71488.89286,4.142857143,0,3,1.142857143,0.664,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
TN,2020/3/16,Tennessee,6829174,756822.8571,259773.76,688835.0971,162594.58,67987.76,97179.18,51.57142857,0.285714286,-20.42857143,8.714285714,0.664,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
TN,2020/3/23,Tennessee,6829174,790523.5586,198926.7186,719869.9757,71554.10286,70653.58286,127372.6157,189.5714286,0.857142857,-34.57142857,13.42857143,0.664,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
TN,2020/3/30,Tennessee,6829174,758352.9629,191898.85,688745.7,64297.50714,69607.26286,127601.3429,273.2857143,6.428571429,-36.57142857,14.85714286,0.664,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
TN,2020/4/6,Tennessee,6829174,736259.2571,191174.5329,664691.6057,62437.44714,71567.65143,128737.0857,267.8571429,7.571428571,-40,15.71428571,0.664,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
TN,2020/4/13,Tennessee,6829174,722347.1043,225660.4186,654756.8414,67206.64429,67590.26286,158453.7743,223.1428571,6,-30.14285714,14,0.664,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
TN,2020/4/20,Tennessee,6829174,785203.87,237121.8229,713870.85,71938.48571,71333.02,165183.3371,371,4.714285714,-29.57142857,14,0.664,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
TN,2020/4/27,Tennessee,6829174,769985.4571,294815.0243,699777.9514,129896.5657,70207.50571,164918.4586,501.4285714,4.142857143,-18.71428571,10.57142857,0.664,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
TN,2020/5/4,Tennessee,6829174,794012.8329,344667.9829,720664.7771,173370.3,73348.05571,171297.6829,258.2857143,4.714285714,-12.85714286,9.857142857,0.664,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
TN,2020/5/11,Tennessee,6829174,757319.0029,367111.23,683791.2457,209826.1329,73527.75714,157285.0971,339.1428571,7.857142857,-11.42857143,9.142857143,0.664,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
TN,2020/5/18,Tennessee,6829174,770985.7943,399242.53,703478.3786,251743.0686,67507.41571,147499.4614,393.1428571,5.428571429,-8,8.285714286,0.664,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
TN,2020/5/25,Tennessee,6829174,696507.0171,421887.5186,632288.7086,285375.4586,64218.30857,136512.06,350.7142857,4,-7.857142857,8.571428571,0.664,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
TN,2020/6/1,Tennessee,6829174,738102.3614,471928.6857,669182.7429,339415.3014,68919.61857,132513.3843,561,7.714285714,-3.285714286,6.428571429,0.664,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
TN,2020/6/8,Tennessee,6829174,759165.9257,521449.28,692382.3829,387672.77,66783.54286,133776.51,550,8,-3.142857143,6,0.664,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
TN,2020/6/15,Tennessee,6829174,759570.5629,559270.8857,682304.4086,419582.7786,77266.15429,139688.1071,679.8571429,7.428571429,-1.571428571,4.857142857,0.664,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
TN,2020/6/22,Tennessee,6829174,856905.3214,552809.3771,788951.1914,416838.8529,67954.13,135970.5243,724.2857143,8.285714286,-4,6,0.664,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
TN,2020/6/29,Tennessee,6829174,694561.03,458965.7386,628970.04,337892.9986,65590.99,121072.74,1592,8.714285714,-4.285714286,6.857142857,0.664,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
TX,2020/2/17,Texas,28995881,3221435.329,3257668.176,2818098.75,2828713.571,403336.5786,428954.6043,0,0,1.571428571,0.571428571,0.847,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
TX,2020/2/24,Texas,28995881,3173280.654,3428029.894,2766200.621,2982333.86,407080.0329,445696.0343,0,0,9,-1.571428571,0.847,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
TX,2020/3/2,Texas,28995881,3414277.761,3299465.129,3012652.507,2863511.704,401625.2543,435953.4243,1.571428571,0,8.142857143,-1.285714286,0.847,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
TX,2020/3/9,Texas,28995881,3711008.283,2854379.867,3294814.357,2450658.801,416193.9257,403721.0657,7.428571429,0,3.285714286,2,0.847,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
TX,2020/3/16,Texas,28995881,3327984.394,1140224.856,2929792.569,621644.1457,398191.8257,518580.71,82.85714286,1,-23.57142857,11.85714286,0.847,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
TX,2020/3/23,Texas,28995881,3415820.313,983266.4729,2999327.376,390591.1114,416492.9371,592675.3614,307,4.285714286,-38.71428571,17.28571429,0.847,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
TX,2020/3/30,Texas,28995881,3262309.84,954280.9557,2867470.917,374596.3529,394838.9229,579684.6029,631,14.14285714,-41.28571429,19.42857143,0.847,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
TX,2020/4/6,Texas,28995881,3369459.337,1038901.294,2936034.527,408326.7371,433424.81,630574.5571,924,21,-42.42857143,19.42857143,0.847,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
TX,2020/4/13,Texas,28995881,3279822.183,1128530.467,2884681.891,430666.1686,395140.2914,697864.2986,797.5714286,29.57142857,-36.42857143,18.57142857,0.847,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
TX,2020/4/20,Texas,28995881,3283621.946,1174949.567,2884215.827,447678.5943,399406.1186,727270.9729,815.2857143,23,-33.57142857,16.85714286,0.847,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
TX,2020/4/27,Texas,28995881,3297481.963,1305086.389,2896347.319,582781.54,401134.6443,722304.8486,1004.428571,32.42857143,-27.85714286,14.85714286,0.847,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
TX,2020/5/4,Texas,28995881,3325645.014,1614911.15,2919731.396,809830.2,405913.6186,805080.95,1037.142857,30.85714286,-22,13.57142857,0.847,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
TX,2020/5/11,Texas,28995881,3322000.457,1551803.759,2919247.573,852572.5686,402752.8843,699231.19,1305.428571,35.57142857,-22.28571429,14,0.847,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
TX,2020/5/18,Texas,28995881,3426436.996,1861299.949,3017437.361,1155119.661,408999.6343,706180.2871,1066.428571,26.42857143,-17.28571429,11.57142857,0.847,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
TX,2020/5/25,Texas,28995881,3213865.014,2017199.687,2826810.771,1331784.119,387054.2429,685415.5686,1255.857143,21,-16.57142857,12.57142857,0.847,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
TX,2020/6/1,Texas,28995881,3134993.404,2160395.191,2753784.571,1499435.679,381208.8329,660959.5129,1536.571429,23.71428571,-12.85714286,10.14285714,0.847,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
TX,2020/6/8,Texas,28995881,3269497.127,2287790.476,2870838.933,1624908.926,398658.1943,662881.55,1873.571429,20.42857143,-12.57142857,9.571428571,0.847,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
TX,2020/6/15,Texas,28995881,3181611.234,2283930.474,2795767.654,1564897.044,385843.58,719033.43,3488.714286,29.57142857,-13.42857143,9.428571429,0.847,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
TX,2020/6/22,Texas,28995881,3147236.993,1874513.07,2759276.839,1213386.746,387960.1543,661126.3243,5315.428571,30.14285714,-18.28571429,11.71428571,0.847,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
TX,2020/6/29,Texas,28995881,2953274.286,1700209.921,2595848.193,1067264.849,357426.0929,632945.0729,6397.142857,32.28571429,-18.57142857,12.14285714,0.847,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
UT,2020/2/17,Utah,3205958,408625.9729,429296.3886,341512.8143,358702.0157,67113.15857,70594.37286,0,0,6.285714286,0.714285714,0.906,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
UT,2020/2/24,Utah,3205958,414970.74,431361.8929,343570.9014,355570.3986,71399.83857,75791.49429,0,0,6.714285714,-0.857142857,0.906,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
UT,2020/3/2,Utah,3205958,413053.7214,427352.8371,343476.2629,355949.9429,69577.45857,71402.89429,0.142857143,0,8.857142857,-0.857142857,0.906,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
UT,2020/3/9,Utah,3205958,421907.2729,371183.0829,351032.3914,305352.8314,70874.88143,65830.25143,2.428571429,0,1.857142857,1.285714286,0.906,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
UT,2020/3/16,Utah,3205958,432351.1414,211652.17,357337.6714,124009.7086,75013.47,87642.46143,20.57142857,0.142857143,-26.71428571,12,0.906,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
UT,2020/3/23,Utah,3205958,436105.02,208238.65,362790.2743,81311.55286,73314.74571,126927.0971,79.71428571,0.142857143,-37,15.71428571,0.906,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
UT,2020/3/30,Utah,3205958,417628.42,215283.7957,351184.1257,76795.01714,66444.29429,138488.7786,125.8571429,0.857142857,-38.57142857,17,0.906,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
UT,2020/4/6,Utah,3205958,412661.7643,225249.32,341347.2014,78195.60429,71314.56286,147053.7157,100.2857143,1.428571429,-38.85714286,17,0.906,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
UT,2020/4/13,Utah,3205958,402409.0329,255664.8971,336308.3186,83947.08143,66100.71429,171717.8157,109.4285714,1.285714286,-34.42857143,16.57142857,0.906,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
UT,2020/4/20,Utah,3205958,423534.0686,269250.8557,352534.7886,87915.29571,70999.28,181335.56,150.5714286,2,-29.28571429,14.71428571,0.906,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
UT,2020/4/27,Utah,3205958,440280.3886,285725.4843,369482.4829,97059.77,70797.90571,188665.7143,150.2857143,1.285714286,-24.57142857,12.14285714,0.906,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
UT,2020/5/4,Utah,3205958,431841.3071,304886.6557,357511.7386,111879.6243,74329.56857,193007.0314,153.7142857,2.428571429,-17.14285714,11.14285714,0.906,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
UT,2020/5/11,Utah,3205958,421680.7857,295614.9114,353450.2386,127487.7171,68230.54714,168127.1943,141,1.857142857,-18,11.14285714,0.906,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
