State,Date,Province_State,population,Amount_2019_weekly,Amount_2020_weekly,Dine_In_2019_weekly,Dine_In_2020_weekly,Off_Prem_2019_weekly,Off_Prem_2020_weekly,confirmed.add_weekly,deaths.add_weekly,recreation_mob_weekly,residential_mob_weekly,Urbanization.rate,DJUSRU,DJUSRU.t1,DJUSRU.t2,DJUSRU.t3,DJUSRU.t4,DJUSRU.t5,DJUSRU.t6
AL,2020/2/17,Alabama,4903185,141117.01,143866.4357,129144.9914,129778.3329,11972.01857,14088.10286,0,0,1,1.142857143,0.59,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
AL,2020/2/24,Alabama,4903185,151943.2114,150859.5071,137647.32,136859.0771,14295.89143,14000.43,0,0,10.85714286,-0.857142857,0.59,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
AL,2020/3/2,Alabama,4903185,146276.2457,140516.7229,132947.7057,126524.9471,13328.54,13991.77571,0,0,10.71428571,-0.428571429,0.59,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
AL,2020/3/9,Alabama,4903185,158724.7386,134223.1643,146042.8743,120821.4229,12681.86429,13401.74143,1.571428571,0,5.714285714,-0.142857143,0.59,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
AL,2020/3/16,Alabama,4903185,153381.7914,58614.31429,140349.8486,40122.59714,13031.94286,18491.71714,20.85714286,0,-21.14285714,8.571428571,0.59,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
AL,2020/3/23,Alabama,4903185,169319.5343,36528.64429,155478.0729,17727.82857,13841.46143,18800.81571,95.42857143,1.428571429,-32.85714286,12.85714286,0.59,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
AL,2020/3/30,Alabama,4903185,151010.4657,36688.81714,137704.9186,15987.41143,13305.54714,20701.40571,134.2857143,5,-35.14285714,14.28571429,0.59,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
AL,2020/4/6,Alabama,4903185,166534.8886,36854.99143,153465.6029,15935.41286,13069.28571,20919.57857,256.8571429,6.857142857,-40.57142857,16,0.59,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
AL,2020/4/13,Alabama,4903185,145956.5886,48106.98143,134143.0543,18918.54286,11813.53429,29188.43857,189.2857143,9.142857143,-30.42857143,14.28571429,0.59,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
AL,2020/4/20,Alabama,4903185,161721.8643,46337.35143,151388.2771,17877.45857,10333.58714,28459.89286,219,8.857142857,-27.28571429,13.85714286,0.59,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
AL,2020/4/27,Alabama,4903185,176570.3214,49030.82857,166158.3657,20156.96714,10411.95571,28873.86143,209.5714286,10.14285714,-19.71428571,11,0.59,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
AL,2020/5/4,Alabama,4903185,157959.5729,52659.46143,148654.4129,22342.96571,9305.16,30316.49571,285.8571429,14.71428571,-15,10.14285714,0.59,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
AL,2020/5/11,Alabama,4903185,162458.65,80249.59571,149431.3443,53215.51429,13027.30571,27034.08143,268.8571429,13.57142857,-11.57142857,9,0.59,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
AL,2020/5/18,Alabama,4903185,165336.7529,86271.74571,153249.69,61948.92,12087.06286,24322.82571,386.7142857,9,-8.285714286,8.142857143,0.59,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
AL,2020/5/25,Alabama,4903185,149085.8057,95478.91571,136599.1871,72379.94857,12486.61857,23098.96714,496.2857143,11.28571429,-10.85714286,9.285714286,0.59,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
AL,2020/6/1,Alabama,4903185,163361.6886,95709.56857,150859.8414,74169.38714,12501.84714,21540.18143,364,8.857142857,-6.571428571,7.428571429,0.59,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
AL,2020/6/8,Alabama,4903185,174348.2257,102544.1971,162385.9271,81211.40429,11962.29857,21332.79286,730.7142857,11.57142857,-6.571428571,6.857142857,0.59,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
AL,2020/6/15,Alabama,4903185,155623.02,106647.6429,143550.5429,84815.38286,12072.47714,21832.26,629.4285714,9.428571429,-4.428571429,5.571428571,0.59,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
AL,2020/6/22,Alabama,4903185,169325.0057,103309.78,157769.9971,81373.96,11555.00857,21935.82,774.2857143,11.42857143,-7.714285714,7.285714286,0.59,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
AL,2020/6/29,Alabama,4903185,154847.8343,82509.75857,144077.4814,64106.23714,10770.35286,18403.52143,1216,12.57142857,-7.571428571,7.857142857,0.59,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
AR,2020/2/17,Arkansas,3017804,119786.6814,122887.6971,92091.13286,97034.16429,27695.54857,25853.53286,0,0,1.714285714,0.714285714,0.562,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
AR,2020/2/24,Arkansas,3017804,121294.2857,126763.2343,93439.40143,99374.18143,27854.88429,27389.05286,0,0,13.57142857,-1.571428571,0.562,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
AR,2020/3/2,Arkansas,3017804,117584.8843,119846.6971,89768.96429,91830.22429,27815.92,28016.47286,0,0,15.57142857,-1.857142857,0.562,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
AR,2020/3/9,Arkansas,3017804,127961.4457,106884.71,100229.36,79842.74,27732.08571,27041.97,0.428571429,0,5.428571429,1.142857143,0.562,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
AR,2020/3/16,Arkansas,3017804,121542.6443,55576.55143,95792.44286,25407.39571,25750.20143,30169.15571,23.14285714,0,-20.42857143,8.714285714,0.562,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
AR,2020/3/23,Arkansas,3017804,120705.8557,45198.2,92158.14,8403.572857,28547.71571,36794.62714,37.28571429,0.857142857,-29.14285714,11.57142857,0.562,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
AR,2020/3/30,Arkansas,3017804,121964.29,45402.11571,94018.59571,7702.547143,27945.69429,37699.56857,58.71428571,1.428571429,-29.42857143,12.28571429,0.562,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
AR,2020/4/6,Arkansas,3017804,118906.89,44591.24571,91660.88714,5978.43,27246.00286,38612.81571,63.28571429,1.571428571,-31.71428571,12.42857143,0.562,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
AR,2020/4/13,Arkansas,3017804,114022.9986,54283.23571,87646.66286,8728.351429,26376.33571,45554.88429,71.57142857,1.714285714,-22.14285714,11,0.562,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
AR,2020/4/20,Arkansas,3017804,121002.7,53704.80714,94237.03143,8409.102857,26765.66857,45295.70429,174.2857143,1.714285714,-19.28571429,10.71428571,0.562,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
AR,2020/4/27,Arkansas,3017804,120107.84,55584.42571,92737.74286,8811.21,27370.09714,46773.21571,62.28571429,3.571428571,-12,8.285714286,0.562,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
AR,2020/5/4,Arkansas,3017804,135354.4971,61656.90429,107965.2429,11972.93,27389.25429,49683.97429,82.14285714,2.142857143,-7.571428571,8,0.562,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
AR,2020/5/11,Arkansas,3017804,118211.2457,70584.18143,92225.19286,27335.08571,25986.05286,43249.09571,106.7142857,1,-10.28571429,8.857142857,0.562,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
AR,2020/5/18,Arkansas,3017804,119814.2629,77156.79714,93719.65571,32959.32857,26094.60714,44197.46857,166.1428571,2.571428571,-4.142857143,6.428571429,0.562,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
AR,2020/5/25,Arkansas,3017804,111900.5071,86977.92143,86930.95857,45441.07143,24969.54857,41536.85,190.1428571,2.428571429,-6.857142857,8,0.562,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
AR,2020/6/1,Arkansas,3017804,120516.2829,89891.30571,94352.13714,53458.79571,26164.14571,36432.51,310.4285714,3,-1.571428571,5.571428571,0.562,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
AR,2020/6/8,Arkansas,3017804,123753.5971,95646.57143,98408.99143,58743.25143,25344.60571,36903.32,439.2857143,3.571428571,-2.857142857,5.428571429,0.562,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
AR,2020/6/15,Arkansas,3017804,122700.7614,101535.1329,97487.30571,61668.38857,25213.45571,39866.74429,437.1428571,6.571428571,-2.428571429,4.714285714,0.562,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
AR,2020/6/22,Arkansas,3017804,120786.7371,101756.3943,95333.75,61718.08143,25452.98714,40038.31286,608.1428571,5.571428571,-4.571428571,5.857142857,0.562,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
AR,2020/6/29,Arkansas,3017804,104782.3729,90943.17286,81142.16143,55507.72571,23640.21143,35435.44714,570.8571429,3.285714286,-2.571428571,6,0.562,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
AZ,2020/2/17,Arizona,7278717,451250.47,498831.23,402597.7286,454926.6529,48652.74143,43904.57714,0.142857143,0,3.714285714,1.142857143,0.898,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
AZ,2020/2/24,Arizona,7278717,494857.97,509196.7943,451320.8371,464042.6714,43537.13286,45154.12286,0,0,7.571428571,-0.857142857,0.898,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
AZ,2020/3/2,Arizona,7278717,485819.8529,498445.8657,448391.0786,452740.6971,37428.77429,45705.16857,0.428571429,0,7.571428571,-1.142857143,0.898,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
AZ,2020/3/9,Arizona,7278717,527412.59,427258.0214,489332.4757,384861.4129,38080.11429,42396.60857,1.142857143,0,2.714285714,2.285714286,0.898,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
AZ,2020/3/16,Arizona,7278717,516524.9029,167884.6314,478304.6857,116868.1329,38220.21714,51016.49857,20,0.285714286,-22.14285714,10,0.898,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
AZ,2020/3/23,Arizona,7278717,496501.6243,132587.4057,456660.9729,71991.09714,39840.65143,60596.30857,109.5714286,2.142857143,-35.57142857,14.14285714,0.898,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
AZ,2020/3/30,Arizona,7278717,471639.4357,128740.68,433412.5814,68924.15714,38226.85429,59816.52286,192.8571429,6.714285714,-37.71428571,15.42857143,0.898,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
AZ,2020/4/6,Arizona,7278717,439971.5857,132226.5829,400191.8586,71862.11143,39779.72714,60364.47143,181.8571429,8.714285714,-41.42857143,16.28571429,0.898,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
AZ,2020/4/13,Arizona,7278717,432197.5671,152106.3057,394805.6129,83194.2,37391.95429,68912.10571,198.7142857,8.428571429,-36.42857143,15.57142857,0.898,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
AZ,2020/4/20,Arizona,7278717,447811.4257,155576.0957,410311.6057,85757.24143,37499.82,69818.85429,228.7142857,13,-35.42857143,15.14285714,0.898,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
AZ,2020/4/27,Arizona,7278717,453274.1229,157202.09,415030.0457,85392.38857,38244.07714,71809.70143,300.8571429,12.42857143,-32.14285714,13.28571429,0.898,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
AZ,2020/5/4,Arizona,7278717,474106.3086,171499.2243,436113.4257,93926.04,37992.88286,77573.18429,354.1428571,24.85714286,-29.28571429,13,0.898,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
AZ,2020/5/11,Arizona,7278717,414100.4171,245492.0371,376252.9386,177607.4243,37847.47857,67884.61286,403.7142857,20.57142857,-25.28571429,11.85714286,0.898,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
AZ,2020/5/18,Arizona,7278717,436648.6971,286580.6871,397686.7457,220119.5886,38961.95143,66461.09857,347.4285714,17.28571429,-19,10.57142857,0.898,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
AZ,2020/5/25,Arizona,7278717,391130.6471,306190.5529,355590.08,242872.5086,35540.56714,63318.04429,508.4285714,15.14285714,-21,11.57142857,0.898,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
AZ,2020/6/1,Arizona,7278717,388418.8671,299122.5129,351265.1386,235135.3571,37153.72857,63987.15571,1007.571429,20.57142857,-19.14285714,10.14285714,0.898,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
AZ,2020/6/8,Arizona,7278717,397673.3386,341618.6271,361945.1429,276724.6057,35728.19571,64894.02143,1245.285714,20,-17.85714286,9.428571429,0.898,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
AZ,2020/6/15,Arizona,7278717,385159.6329,323855.2143,349674.4457,256385.77,35485.18714,67469.44429,2412.142857,22.57142857,-19.57142857,9.571428571,0.898,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
AZ,2020/6/22,Arizona,7278717,381340.7029,281857.1057,345090.6186,218124.5686,36250.08429,63732.53714,3047,35,-22.42857143,10.57142857,0.898,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
AZ,2020/6/29,Arizona,7278717,336848.9929,224486.9114,309175.6671,166298.4929,27673.32571,58188.41857,3454.714286,33,-24.28571429,11.57142857,0.898,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
CA,2020/2/17,California,39512223,6678233.239,6841847.051,5425210.223,5461506.499,1253023.016,1380340.553,1.428571429,0,2.285714286,1.285714286,0.95,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
CA,2020/2/24,California,39512223,6603876.656,6908916.383,5330146.091,5477805.861,1273730.564,1431110.521,0.285714286,0,4,-0.714285714,0.95,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
CA,2020/3/2,California,39512223,6703296.631,6648247.427,5443275.421,5232762.757,1260021.21,1415484.67,11.85714286,0.142857143,3.857142857,-0.142857143,0.95,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
CA,2020/3/9,California,39512223,7101450.497,5142299.361,5710187.767,3821174.926,1391262.73,1321124.436,39.71428571,0.571428571,-4.285714286,3.857142857,0.95,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
CA,2020/3/16,California,39512223,7051440.643,2061842.69,5696722.97,844885.6343,1354717.673,1216957.056,182.5714286,3.571428571,-33.42857143,15.85714286,0.95,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
CA,2020/3/23,California,39512223,7139033.607,1937783.54,5753626.581,689490.4514,1385407.026,1248293.089,601.7142857,13.42857143,-44.42857143,20.71428571,0.95,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
CA,2020/3/30,California,39512223,6907652.6,1987958.414,5550848.183,702815.3414,1356804.417,1285143.073,1310.142857,32,-43.57142857,20.71428571,0.95,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
CA,2020/4/6,California,39512223,6918657.403,1918117.243,5536388.186,642358.9229,1382269.217,1275758.32,1109.428571,41.71428571,-49.42857143,22.57142857,0.95,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
CA,2020/4/13,California,39512223,6836400.457,2276027.419,5447346.221,795994.5929,1389054.236,1480032.826,1233,76.71428571,-51.57142857,20.57142857,0.95,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
CA,2020/4/20,California,39512223,6960475.906,2447413.114,5537875.883,856438.8129,1422600.023,1590974.301,1732.571429,78.28571429,-54.14285714,19.57142857,0.95,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
CA,2020/4/27,California,39512223,6869621.389,2631941.89,5488449.097,937272.8614,1381172.291,1694669.029,1620.571429,70.14285714,-49.28571429,17.42857143,0.95,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
CA,2020/5/4,California,39512223,7199926.081,2998010.163,5773957.91,1041631.231,1425968.171,1956378.931,1813.857143,71.42857143,-45.57142857,17,0.95,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
CA,2020/5/11,California,39512223,6753913.31,2874793.85,5406971.467,998451.7571,1346941.843,1876342.093,1795.142857,74.85714286,-45.42857143,16.71428571,0.95,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
CA,2020/5/18,California,39512223,6973029.466,3148610.586,5614018.341,1192552.267,1359011.124,1956058.319,1986.142857,73.28571429,-42,15.42857143,0.95,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
CA,2020/5/25,California,39512223,6866598.856,3408126.764,5450496.377,1477574.527,1416102.479,1930552.237,2554.571429,59.85714286,-40.85714286,15.57142857,0.95,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
CA,2020/6/1,California,39512223,7049605.73,3568520.414,5596243,1720363.874,1453362.73,1848156.54,2672.285714,65.71428571,-37,14.14285714,0.95,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
CA,2020/6/8,California,39512223,7402093.763,4192549.38,5926317.803,2256509.183,1475775.96,1936040.197,3098.857143,66.71428571,-32,12.28571429,0.95,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
CA,2020/6/15,California,39512223,6985070.716,4438702.924,5615694.697,2465847.299,1369376.019,1972855.626,3758.285714,59.42857143,-29.71428571,11.28571429,0.95,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
CA,2020/6/22,California,39512223,6940539.753,4317196.183,5561080.509,2443629.547,1379459.244,1873566.636,5261.428571,59.57142857,-30.14285714,11.71428571,0.95,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
CA,2020/6/29,California,39512223,6396603.786,3837017.847,5128589.427,2022940.036,1268014.359,1814077.811,7027.714286,63,-29.42857143,12.28571429,0.95,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
CO,2020/2/17,Colorado,5758736,1033909.987,1085261.41,856665.1986,921715.6043,177244.7886,163545.8057,0,0,-0.285714286,1.428571429,0.862,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
CO,2020/2/24,Colorado,5758736,992887.1986,1115735.177,836990.8743,948059.9143,155896.3243,167675.2629,0,0,4.428571429,-0.571428571,0.862,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
CO,2020/3/2,Colorado,5758736,1115262.471,1122011.35,958174.7286,956744.9929,157087.7429,165266.3571,1.142857143,0,6.857142857,-0.857142857,0.862,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
CO,2020/3/9,Colorado,5758736,1084714.173,894767.9586,932729.5286,740612.6643,151984.6443,154155.2943,18.28571429,0.285714286,-1.285714286,1.857142857,0.862,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
CO,2020/3/16,Colorado,5758736,1124968.443,314589.2157,965778.17,127410.16,159190.2729,187179.0557,65.57142857,0.714285714,-32.71428571,14.28571429,0.862,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
CO,2020/3/23,Colorado,5758736,1098218.931,304582.6271,943704.5843,95177.09714,154514.3471,209405.53,244.7142857,5.714285714,-44.42857143,18.57142857,0.862,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
CO,2020/3/30,Colorado,5758736,1062931.343,314796.0157,910534.9443,89990.86714,152396.3986,224805.1486,377.4285714,13.28571429,-45.28571429,19.57142857,0.862,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
CO,2020/4/6,Colorado,5758736,990935.1186,310817.1814,838359.5543,89704.01429,152575.5643,221113.1671,336.7142857,21.28571429,-46.14285714,19.28571429,0.862,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
CO,2020/4/13,Colorado,5758736,1007375.031,352908.4471,863381.5857,97517.82857,143993.4457,255390.6186,346.1428571,18.71428571,-46,20.57142857,0.862,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
CO,2020/4/20,Colorado,5758736,1008097.779,383099.8957,855023.83,114749.5014,153073.9486,268350.3943,530.1428571,38.28571429,-38.85714286,17.71428571,0.862,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
CO,2020/4/27,Colorado,5758736,991454.2814,411293.9543,840756.8929,131965.6157,150697.3886,279328.3386,456.2857143,22,-32.28571429,14.71428571,0.862,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
CO,2020/5/4,Colorado,5758736,1072119.089,448411.8271,917201.4757,148993.9243,154917.6129,299417.9029,438.2857143,18.42857143,-27.71428571,14.14285714,0.862,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
CO,2020/5/11,Colorado,5758736,1052607.864,447238.9271,901589.2614,149873.3371,151018.6029,297365.59,319.2857143,34.85714286,-27.71428571,13.71428571,0.862,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
CO,2020/5/18,Colorado,5758736,1102644.201,476635.8814,949108.4529,177060.3814,153535.7486,299575.5,319.4285714,16.71428571,-23,12,0.862,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
CO,2020/5/25,Colorado,5758736,1077433.43,550485.4243,931358.6343,276028.06,146074.7957,274457.3643,312.8571429,16.14285714,-20.71428571,12,0.862,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
CO,2020/6/1,Colorado,5758736,1106056.497,636659.3114,959038.3257,378017.6371,147018.1714,258641.6743,231.8571429,11.71428571,-16.57142857,9.857142857,0.862,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
CO,2020/6/8,Colorado,5758736,1168490.179,715186.3971,1019099.207,461278.4071,149390.9714,253907.99,161.1428571,10.14285714,-14.57142857,9,0.862,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
CO,2020/6/15,Colorado,5758736,1134431.481,765539.0129,983258.0543,507311.5286,151173.4271,258227.4843,201.2857143,7,-12.71428571,7.857142857,0.862,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
CO,2020/6/22,Colorado,5758736,1141166.623,779437.3757,989819.7029,534742.3786,151346.92,244694.9971,252.2857143,4.142857143,-12.14285714,7.714285714,0.862,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
CO,2020/6/29,Colorado,5758736,1141093.603,754144.7071,1000670.023,528361.8857,140423.58,225782.8214,251.1428571,3.571428571,-10.71428571,7.714285714,0.862,1734.4,1918.59,1920.39,1907.06,1889.56,1764.85,1747.03
CT,2020/2/17,Connecticut,3565287,898011.0614,931903.4614,748869.6271,777319.4429,149141.4343,154584.0186,0,0,4.857142857,1,0.88,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8,1967.95
CT,2020/2/24,Connecticut,3565287,881449.44,922927.4786,724884.1457,757792.8843,156565.2943,165134.5943,0,0,5.142857143,-0.428571429,0.88,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36,2004.8
CT,2020/3/2,Connecticut,3565287,890182.5886,912609.0414,735798.9971,747767.1757,154383.5914,164841.8657,0,0,6.571428571,-0.571428571,0.88,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57,2031.36
CT,2020/3/9,Connecticut,3565287,939244.5057,711163.1643,783871.4186,554417.25,155373.0871,156745.9143,3.428571429,0,-0.142857143,2.142857143,0.88,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68,1997.57
CT,2020/3/16,Connecticut,3565287,947347.9943,299067.77,789328.8871,122787.0471,158019.1071,176280.7229,43.28571429,1.142857143,-29.57142857,13.42857143,0.88,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36,1993.68
CT,2020/3/23,Connecticut,3565287,962595.3529,275480.2457,798835.2229,87266.71286,163760.13,188213.5329,238,3.714285714,-46.14285714,19.57142857,0.88,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43,2022.36
CT,2020/3/30,Connecticut,3565287,966624.21,294970.0814,800127.3229,89375.41429,166496.8871,205594.6671,526,22.14285714,-44.57142857,20.14285714,0.88,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.43
CT,2020/4/6,Connecticut,3565287,937262.5229,322685.73,773532.2886,102072.5986,163730.2343,220613.1314,908.5714286,52.14285714,-46.85714286,21,0.88,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
CT,2020/4/13,Connecticut,3565287,922056.3614,339127.0343,767447.7186,93824.86143,154608.6429,245302.1729,846.7142857,81.85714286,-43.71428571,20.57142857,0.88,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21,1827.97
CT,2020/4/20,Connecticut,3565287,975720.7971,351784.8329,802699.6229,94158.24143,173021.1743,257626.5914,1043.857143,113.8571429,-42.57142857,20,0.88,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34,1631.21
CT,2020/4/27,Connecticut,3565287,998196.0357,381254.0771,831379.6486,104542.7471,166816.3871,276711.33,574,73.14285714,-35.85714286,17.28571429,0.88,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38,1301.34
CT,2020/5/4,Connecticut,3565287,1091336.323,426086.1171,916835.3843,119172.7214,174500.9386,306913.3957,609.5714286,75.85714286,-32,16.85714286,0.88,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35,1441.38
CT,2020/5/11,Connecticut,3565287,1039944.624,398106.4271,868381.9429,113265.3186,171562.6814,284841.1086,552.1428571,63,-30.28571429,15.57142857,0.88,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7,1448.35
CT,2020/5/18,Connecticut,3565287,1011269.941,469713.0114,849529.9257,189826.4271,161740.0157,279886.5843,435.5714286,40.71428571,-24.14285714,14.42857143,0.88,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1590.7
CT,2020/5/25,Connecticut,3565287,966742.3657,549367.65,804468.6643,276957.4729,162273.7014,272410.1771,247.5714286,35.85714286,-23,14.28571429,0.88,1780.07,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
CT,2020/6/1,Connecticut,3565287,1034128.433,603886.0714,867777.2929,328607.9514,166351.14,275278.12,252.4285714,18.14285714,-15.71428571,12,0.88,1830.86,1764.85,1747.03,1675.93,1686.93,1733.53,1685.4
CT,2020/6/8,Connecticut,3565287,1100333.056,666000.6614,929707.8314,393295.1929,170625.2243,272705.4686,160,18.57142857,-13.14285714,10.71428571,0.88,1833.02,1889.56,1764.85,1747.03,1675.93,1686.93,1733.53
CT,2020/6/15,Connecticut,3565287,1065001.94,753810.4014,898722.1643,471785.7343,166279.7757,282024.6671,95.28571429,8.428571429,-9.142857143,8.714285714,0.88,1782.18,1907.06,1889.56,1764.85,1747.03,1675.93,1686.93
CT,2020/6/22,Connecticut,3565287,1032748.001,713787.1486,868191.5314,449807.4671,164556.47,263979.6814,78.28571429,8,-10.57142857,9.285714286,0.88,1735.17,1920.39,1907.06,1889.56,1764.85,1747.03,1675.93
