State,Date,pred.1,pred.2,pred.3,pred.4,pred.5,Dine_In_2020_weekly_pct
WI,2020/5/18,0,0,0,0,0,0.62304745
WI,2020/5/25,0,0,0,0,0,0.700960036
WI,2020/6/1,0,0,0,0,0,0.736733342
WI,2020/6/8,0,0,0,0,0,0.769161576
WI,2020/6/15,0,0,0,0,0,0.79266465
WI,2020/6/22,0,0,0,0,0,0.782038134
WI,2020/6/29,0,0,0,0,0,0.789662343
WI,2020/7/6,0.786908281,0.786908281,0.786908281,0.786908281,0.786908281,0.786908281
WI,2020/10/26,0.8932923,0.694726734,0.576432354,0.470812371,0.369417188,0
WI,2021/4/26,0.886329121,0.687763554,0.569469174,0.463849192,0.362454009,0
WI,2022/1/24,0.930915145,0.732349579,0.614055199,0.508435216,0.407040033,0
WV,2020/2/17,0,0,0,0,0,0.689505248
WV,2020/2/24,0,0,0,0,0,0.661559293
WV,2020/3/2,0,0,0,0,0,0.673534208
WV,2020/3/9,0,0,0,0,0,0.654877176
WV,2020/3/16,0,0,0,0,0,0.35860378
WV,2020/3/23,0,0,0,0,0,0.169807925
WV,2020/3/30,0,0,0,0,0,0.185837439
WV,2020/4/6,0,0,0,0,0,0.197888648
WV,2020/4/13,0,0,0,0,0,0.220595981
WV,2020/4/20,0,0,0,0,0,0.178077384
WV,2020/4/27,0,0,0,0,0,0.164368085
WV,2020/5/4,0,0,0,0,0,0.192212594
WV,2020/5/11,0,0,0,0,0,0.196040229
WV,2020/5/18,0,0,0,0,0,0.281073685
WV,2020/5/25,0,0,0,0,0,0.403822096
WV,2020/6/1,0,0,0,0,0,0.476393731
WV,2020/6/8,0,0,0,0,0,0.517731854
WV,2020/6/15,0,0,0,0,0,0.530154818
WV,2020/6/22,0,0,0,0,0,0.537456392
WV,2020/6/29,0,0,0,0,0,0.510562551
WV,2020/7/6,0.518792265,0.518792265,0.518792265,0.518792265,0.518792265,0.518792265
WV,2020/10/26,0.53925668,0.4167375,0.336466314,0.235071131,0.154799944,0
WV,2021/4/26,0.538524223,0.416005044,0.335733857,0.234338674,0.154067488,0
WV,2022/1/24,0.567455973,0.444936793,0.364665607,0.263270424,0.182999237,0
