State,Date,Date Week,Amount_2019,Amount_2020,Dine_In_2019,Dine_In_2020,Dine_In_trend,Off_Prem_2019,Off_Prem_2020,Dine_In_2020_pct,Off_Prem_2020_pct,Total_Trend
AL,2020/2/17,16-Feb-20,92003.82,86457.54,82896.54,76529.38,-0.0768,9107.28,9928.16,0.885167216,0.114832784,-0.0603
AL,2020/2/18,16-Feb-20,98562.65,99376.9,89621.47,88825.74,-0.0089,8941.18,10551.16,0.893826835,0.106173165,0.0083
AL,2020/2/19,16-Feb-20,107517.94,111166.46,97206.24,101162.53,0.0407,10311.7,10003.93,0.910009458,0.089990542,0.0339
AL,2020/2/20,16-Feb-20,130059.05,127817.18,118595.95,112951.62,-0.0476,11463.1,14865.56,0.883696699,0.116303301,-0.0172
AL,2020/2/21,16-Feb-20,209626.22,218851.32,193246.07,194428.49,0.0061,16380.15,24422.83,0.888404466,0.111595534,0.044
AL,2020/2/22,16-Feb-20,210108.9,232676.55,193509.6,215228.86,0.1122,16599.3,17447.69,0.925013114,0.074986886,0.1074
AL,2020/2/23,23-Feb-20,139940.49,130719.1,128939.07,119277.71,-0.0749,11001.42,11441.39,0.912473464,0.087526536,-0.0659
AL,2020/2/24,23-Feb-20,87309.13,85713.49,78131.52,75666.9,-0.0315,9177.61,10046.59,0.882788695,0.117211305,-0.0183
AL,2020/2/25,23-Feb-20,122692.15,121960.39,111564.4,107619.01,-0.0354,11127.75,14341.38,0.882409527,0.117590473,-0.006
AL,2020/2/26,23-Feb-20,128135.8,120727.01,115574.07,109489.13,-0.0526,12561.73,11237.88,0.906914948,0.093085052,-0.0578
AL,2020/2/27,23-Feb-20,143015.14,148495.77,128727.23,135006.13,0.0488,14287.91,13489.64,0.909158086,0.090841914,0.0383
AL,2020/2/28,23-Feb-20,212505.01,218140.54,189479.67,198826.25,0.0493,23025.34,19314.29,0.91145942,0.08854058,0.0265
AL,2020/2/29,23-Feb-20,235448.79,231814.77,217950.7,213994.66,-0.0182,17498.09,17820.11,0.923127806,0.076872194,-0.0154
AL,2020/3/1,1-Mar-20,134496.46,129164.58,122083.65,117141.46,-0.0405,12412.81,12023.12,0.906916277,0.093083723,-0.0396
AL,2020/3/2,1-Mar-20,89874.1,75819.14,80135.7,65576.05,-0.1817,9738.4,10243.09,0.864901,0.135099,-0.1564
AL,2020/3/3,1-Mar-20,115014.98,106697.75,103886.92,94864.67,-0.0868,11128.06,11833.08,0.889097193,0.110902807,-0.0723
AL,2020/3/4,1-Mar-20,118606.85,110188.1,108036.77,97750.99,-0.0952,10570.08,12437.11,0.887128374,0.112871626,-0.071
AL,2020/3/5,1-Mar-20,136268.57,132778.2,122565.4,117310.12,-0.0429,13703.17,15468.08,0.88350437,0.11649563,-0.0256
AL,2020/3/6,1-Mar-20,207874.27,205354.69,187903.68,185880.48,-0.0108,19970.59,19474.21,0.905167932,0.094832068,-0.0121
AL,2020/3/7,1-Mar-20,212676.56,215695.39,195544.53,198994.78,0.0176,17132.03,16700.61,0.922573171,0.077426829,0.0142
AL,2020/3/8,8-Mar-20,143618.39,137083.79,132560.94,125263.54,-0.055,11057.45,11820.25,0.91377354,0.08622646,-0.0455
AL,2020/3/9,8-Mar-20,85222.77,85668.35,77320.63,73651.64,-0.0475,7902.14,12016.71,0.859729877,0.140270123,0.0052
AL,2020/3/10,8-Mar-20,121682.18,116835.73,111336.24,105926.75,-0.0486,10345.94,10908.98,0.906629761,0.093370239,-0.0398
AL,2020/3/11,8-Mar-20,128865.38,121219.14,118199.77,108392.6,-0.083,10665.61,12826.54,0.894187172,0.105812828,-0.0593
AL,2020/3/12,8-Mar-20,140075.37,143259.55,124670.44,129984.21,0.0426,15404.93,13275.34,0.907333647,0.092666353,0.0227
AL,2020/3/13,8-Mar-20,218319.16,178621.74,201104.36,160812.17,-0.2004,17214.8,17809.57,0.900294499,0.099705501,-0.1818
AL,2020/3/14,8-Mar-20,255140.15,190453.41,239248.69,174050.4,-0.2725,15891.46,16403.01,0.913873897,0.086126103,-0.2535
AL,2020/3/15,15-Mar-20,161768.16,103504.23,150408.99,92932.19,-0.3821,11359.17,10572.04,0.89785886,0.10214114,-0.3602
AL,2020/3/16,15-Mar-20,98234.82,67199.71,89083.9,57264.31,-0.3572,9150.92,9935.4,0.852151148,0.147848852,-0.3159
AL,2020/3/17,15-Mar-20,120417.96,75036.12,109845.76,60589.74,-0.4484,10572.2,14446.38,0.80747432,0.19252568,-0.3769
AL,2020/3/18,15-Mar-20,129891.82,70355.29,118752.86,51721.8,-0.5645,11138.96,18633.49,0.735151543,0.264848457,-0.4584
AL,2020/3/19,15-Mar-20,152993.5,65406.36,140112.54,44007.96,-0.6859,12880.96,21398.4,0.672839155,0.327160845,-0.5725
AL,2020/3/20,15-Mar-20,207635.14,58658.61,188860.24,31147.56,-0.8351,18774.9,27511.05,0.53099724,0.46900276,-0.7175
AL,2020/3/21,15-Mar-20,218208.88,48416.94,200654.69,26076.3,-0.87,17554.19,22340.64,0.538578027,0.461421973,-0.7781
AL,2020/3/22,22-Mar-20,146290.42,25227.17,135138.95,10050.51,-0.9256,11151.47,15176.66,0.398400217,0.601599783,-0.8276
AL,2020/3/23,22-Mar-20,106305.21,23539.54,96839.64,10745.95,-0.889,9465.57,12793.59,0.456506372,0.543493628,-0.7786
AL,2020/3/24,22-Mar-20,205538.63,37372.32,195736.23,18724.46,-0.9043,9802.4,18647.86,0.501024823,0.498975177,-0.8182
AL,2020/3/25,22-Mar-20,143524.35,37332.58,133528.17,19519.39,-0.8538,9996.18,17813.19,0.522851354,0.477148646,-0.7399
AL,2020/3/26,22-Mar-20,151384,39209.13,138361.91,19903.6,-0.8561,13022.09,19305.53,0.507626668,0.492373332,-0.741
AL,2020/3/27,22-Mar-20,212082.52,50040.65,191573.98,25592.53,-0.8664,20508.54,24448.12,0.511434804,0.488565196,-0.7641
AL,2020/3/28,22-Mar-20,222453.4,43991.13,204956.99,21028.55,-0.8974,17496.41,22962.58,0.478017955,0.521982045,-0.8022
AL,2020/3/29,29-Mar-20,143948.63,24215.16,127349.59,8580.32,-0.9326,16599.04,15634.84,0.354336705,0.645663295,-0.8318
AL,2020/3/30,29-Mar-20,93129.04,24773.91,84059.21,10044.14,-0.8805,9069.83,14729.77,0.405432166,0.594567834,-0.734
AL,2020/3/31,29-Mar-20,117369.87,29675.71,105882.68,13208.69,-0.8753,11487.19,16467.02,0.445101061,0.554898939,-0.7472
AL,2020/4/1,29-Mar-20,125195.99,36552.69,114579.65,15985.53,-0.8605,10616.34,20567.16,0.437328416,0.562671584,-0.708
AL,2020/4/2,29-Mar-20,146352.25,37870.09,133804.67,17612.5,-0.8684,12547.58,20257.59,0.465076793,0.534923207,-0.7412
AL,2020/4/3,29-Mar-20,219143.63,53234.2,201911.85,24743.5,-0.8775,17231.78,28490.7,0.464804581,0.535195419,-0.7571
AL,2020/4/4,29-Mar-20,218603.2,44369.26,197906.68,19651.02,-0.9007,20696.52,24718.24,0.442897177,0.557102823,-0.797
AL,2020/4/5,5-Apr-20,137279.28,30345.86,125789.69,10666.5,-0.9152,11489.59,19679.36,0.3514977,0.6485023,-0.7789
AL,2020/4/6,5-Apr-20,80553.84,23092.92,71529.61,10019.97,-0.8599,9024.23,13072.95,0.433897922,0.566102078,-0.7133
AL,2020/4/7,5-Apr-20,106273.75,34763.46,96012.18,15273.63,-0.8409,10261.57,19489.83,0.43935874,0.56064126,-0.6729
AL,2020/4/8,5-Apr-20,163935.44,33926.47,154554.48,15126.19,-0.9021,9380.96,18800.28,0.445852162,0.554147838,-0.793
AL,2020/4/9,5-Apr-20,156386.84,41793,144641.14,18778.4,-0.8702,11745.7,23014.6,0.449319264,0.550680736,-0.7328
AL,2020/4/10,5-Apr-20,260400.4,54463.56,239637.65,23455.67,-0.9021,20762.75,31007.89,0.43066722,0.56933278,-0.7908
AL,2020/4/11,5-Apr-20,256509.65,49814.64,239104.88,20578.31,-0.9139,17404.77,29236.33,0.413097636,0.586902364,-0.8058
AL,2020/4/12,12-Apr-20,141684.3,20130.89,128779.28,8315.72,-0.9354,12905.02,11815.17,0.413082581,0.586917419,-0.8579
AL,2020/4/13,12-Apr-20,91840.83,33824.1,81895.58,11585.42,-0.8585,9945.25,22238.68,0.342519683,0.657480317,-0.6317
AL,2020/4/14,12-Apr-20,112829.31,43614.52,103321.35,16295.53,-0.8423,9507.96,27318.99,0.37362626,0.62637374,-0.6134
AL,2020/4/15,12-Apr-20,121265.78,47234.38,110126.28,20566.97,-0.8132,11139.5,26667.41,0.435423732,0.564576268,-0.6105
AL,2020/4/16,12-Apr-20,131504.38,48867.57,118597.2,20822.76,-0.8244,12907.18,28044.81,0.426105902,0.573894098,-0.6284
AL,2020/4/17,12-Apr-20,221841.57,63491.34,204104.86,26424.04,-0.8705,17736.71,37067.3,0.416183372,0.583816628,-0.7138
AL,2020/4/18,12-Apr-20,221094.3,63504.17,206123.19,25889.58,-0.8744,14971.11,37614.59,0.407683149,0.592316851,-0.7128
AL,2020/4/19,19-Apr-20,121319.95,36212.79,114832.92,10845.5,-0.9056,6487.03,25367.29,0.299493632,0.700506368,-0.7015
AL,2020/4/20,19-Apr-20,92094.93,33024.5,85729.73,11902.99,-0.8612,6365.2,21121.51,0.360429075,0.639570925,-0.6414
AL,2020/4/21,19-Apr-20,116764.75,39872.4,108426.21,15236.02,-0.8595,8338.54,24636.38,0.382119461,0.617880539,-0.6585
AL,2020/4/22,19-Apr-20,130659.91,40886.01,120216.32,17532.66,-0.8542,10443.59,23353.35,0.428818072,0.571181928,-0.6871
AL,2020/4/23,19-Apr-20,147840.21,47752.39,137485.01,17847.79,-0.8702,10355.2,29904.6,0.373756999,0.626243001,-0.677
AL,2020/4/24,19-Apr-20,225839.27,69691.9,211597.23,26700.3,-0.8738,14242.04,42991.6,0.383119129,0.616880871,-0.6914
AL,2020/4/25,19-Apr-20,268656.33,55468.99,256351.46,23014.64,-0.9102,12304.87,32454.35,0.414910025,0.585089975,-0.7935
AL,2020/4/26,26-Apr-20,150197.65,37665.27,139894.98,12907.81,-0.9077,10302.67,24757.46,0.342697928,0.657302072,-0.7492
AL,2020/4/27,26-Apr-20,115397.85,33512.95,108001.29,13261.67,-0.8772,7396.56,20251.28,0.395717775,0.604282225,-0.7096
AL,2020/4/28,26-Apr-20,125344.21,40746.42,117092.46,16687.35,-0.8575,8251.75,24059.07,0.409541501,0.590458499,-0.6749
AL,2020/4/29,26-Apr-20,138466.79,40583.27,128733.35,15673.11,-0.8783,9733.44,24910.16,0.386196332,0.613803668,-0.7069
AL,2020/4/30,26-Apr-20,171013.29,52863.11,160102.44,21188.82,-0.8677,10910.85,31674.29,0.400824318,0.599175682,-0.6909
AL,2020/5/1,26-Apr-20,272492.41,72202.29,257296.73,30790.32,-0.8803,15195.68,41411.97,0.4264452,0.5735548,-0.735
AL,2020/5/2,26-Apr-20,246717.52,60245.59,233880.03,26486.54,-0.8868,12837.49,33759.05,0.439642802,0.560357198,-0.7558
AL,2020/5/3,3-May-20,166560.18,43062.17,157976.26,17010.96,-0.8923,8583.92,26051.21,0.395032577,0.604967423,-0.7415
AL,2020/5/4,3-May-20,88924.15,33473.32,81553.92,13442.47,-0.8352,7370.23,20030.85,0.401587593,0.598412407,-0.6236
AL,2020/5/5,3-May-20,125453.88,49918.52,117674.34,20480.18,-0.826,7779.54,29438.34,0.41027218,0.58972782,-0.6021
AL,2020/5/6,3-May-20,133505.56,46210.35,124970.37,20671.08,-0.8346,8535.19,25539.27,0.447325761,0.552674239,-0.6539
AL,2020/5/7,3-May-20,135361,52551.13,127385.04,23071.21,-0.8189,7975.96,29479.92,0.439024051,0.560975949,-0.6118
AL,2020/5/8,3-May-20,201413.91,69670.89,188390.87,31253.2,-0.8341,13023.04,38417.69,0.448583332,0.551416668,-0.6541
AL,2020/5/9,3-May-20,233214.09,65067.63,222899.76,30638.1,-0.8625,10314.33,34429.53,0.470865467,0.529134533,-0.721
AL,2020/5/10,10-May-20,187844.42,51724.39,177685.59,16844.52,-0.9052,10158.83,34879.87,0.325659133,0.674340867,-0.7246
AL,2020/5/11,10-May-20,117527.59,43055.27,104422.93,22193.51,-0.7875,13104.66,20861.76,0.515465586,0.484534414,-0.6337
AL,2020/5/12,10-May-20,144817.86,57997.6,132068.45,35999.18,-0.7274,12749.41,21998.42,0.620701201,0.379298799,-0.5995
AL,2020/5/13,10-May-20,159899.27,72748.44,149174.56,48046.24,-0.6779,10724.71,24702.2,0.660443578,0.339556422,-0.545
AL,2020/5/14,10-May-20,153025.96,82633.97,140530.62,53571.14,-0.6188,12495.34,29062.83,0.6482944,0.3517056,-0.46
AL,2020/5/15,10-May-20,213381.92,115985.58,196857.48,81383.18,-0.5866,16524.44,34602.4,0.701666362,0.298333638,-0.4564
AL,2020/5/16,10-May-20,211636.41,112550.74,197263.46,78734.51,-0.6009,14372.95,33816.23,0.6995468,0.3004532,-0.4682
AL,2020/5/17,17-May-20,136921.54,76775.57,125701.91,52580.84,-0.5817,11219.63,24194.73,0.684864209,0.315135791,-0.4393
AL,2020/5/18,17-May-20,107343.67,55311.69,96067.1,37679.09,-0.6078,11276.57,17632.6,0.681213863,0.318786137,-0.4847
AL,2020/5/19,17-May-20,126818.16,70381.74,116313.98,48437.15,-0.5836,10504.18,21944.59,0.688206202,0.311793798,-0.445
AL,2020/5/20,17-May-20,146310.61,76805.1,134840.84,52964.18,-0.6072,11469.77,23840.92,0.689591967,0.310408033,-0.4751
AL,2020/5/21,17-May-20,173484.16,89779.14,160568.98,63514.2,-0.6044,12915.18,26264.94,0.707449414,0.292550586,-0.4825
AL,2020/5/22,17-May-20,215549.91,123891.55,199071.4,91552.2,-0.5401,16478.51,32339.35,0.738970495,0.261029505,-0.4252
AL,2020/5/23,17-May-20,224228.37,112626.61,211957.68,85447.61,-0.5969,12270.69,27179,0.758680475,0.241319525,-0.4977
AL,2020/5/24,24-May-20,163622.39,75106.39,153855.85,54048.01,-0.6487,9766.54,21058.38,0.719619329,0.280380671,-0.541
AL,2020/5/25,24-May-20,96768.38,52973.14,87351.57,36806.05,-0.5786,9416.81,16167.09,0.694805896,0.305194104,-0.4526
AL,2020/5/26,24-May-20,109069,63372.27,100584.36,46309.68,-0.5396,8484.64,17062.59,0.730756212,0.269243788,-0.419
AL,2020/5/27,24-May-20,131222.25,75155.27,119926.54,55679.81,-0.5357,11295.71,19475.46,0.740863681,0.259136319,-0.4273
AL,2020/5/28,24-May-20,149602.22,100194.13,137046.77,73735.42,-0.462,12555.45,26458.71,0.735925548,0.264074452,-0.3303
AL,2020/5/29,24-May-20,205356.42,151580.64,189425.93,119627.69,-0.3685,15930.49,31952.95,0.789201642,0.210798358,-0.2619
AL,2020/5/30,24-May-20,195777.28,136346.14,177280.43,108958.21,-0.3854,18496.85,27387.93,0.799129407,0.200870593,-0.3036
AL,2020/5/31,31-May-20,155805.09,88730.82,144525.71,65542.78,-0.5465,11279.38,23188.04,0.738669833,0.261330167,-0.4305
AL,2020/6/1,31-May-20,112179.59,60950.93,100793.13,43292.9,-0.5705,11386.46,17658.03,0.710291049,0.289708951,-0.4567
AL,2020/6/2,31-May-20,143275.61,72221.9,132602.22,55632.47,-0.5805,10673.39,16589.43,0.770299175,0.229700825,-0.4959
AL,2020/6/3,31-May-20,146339.06,80717.1,134494.84,62147.16,-0.5379,11844.22,18569.94,0.769937969,0.230062031,-0.4484
AL,2020/6/4,31-May-20,171380.26,93549.1,159278.19,72821.04,-0.5428,12102.07,20728.06,0.778425875,0.221574125,-0.4541
AL,2020/6/5,31-May-20,219143.76,139391.45,200683.88,109116.92,-0.4563,18459.88,30274.53,0.782809276,0.217190724,-0.3639
AL,2020/6/6,31-May-20,210381.3,146310.25,198034.26,118024.58,-0.404,12347.04,28285.67,0.806673353,0.193326647,-0.3045
AL,2020/6/7,7-Jun-20,140832.24,76826.25,130132.37,58150.64,-0.5531,10699.87,18675.61,0.756911082,0.243088918,-0.4545
AL,2020/6/8,7-Jun-20,108038.2,58974.01,99665.14,43577.69,-0.5628,8373.06,15396.32,0.73893042,0.26106958,-0.4541
AL,2020/6/9,7-Jun-20,141228.66,72544.67,130007.34,55481.58,-0.5732,11221.32,17063.09,0.764791955,0.235208045,-0.4863
AL,2020/6/10,7-Jun-20,153446.23,88289.11,142978.71,69453.29,-0.5142,10467.52,18835.82,0.786657494,0.213342506,-0.4246
AL,2020/6/11,7-Jun-20,182784.58,109364.85,170249.8,85743.66,-0.4964,12534.78,23621.19,0.784014791,0.215985209,-0.4017
AL,2020/6/12,7-Jun-20,236710.69,149675.09,219341.02,120717.49,-0.4496,17369.67,28957.6,0.806530265,0.193469735,-0.3677
AL,2020/6/13,7-Jun-20,227962.48,150549.77,214992.45,122283.25,-0.4312,12970.03,28266.52,0.812244682,0.187755318,-0.3396
AL,2020/6/14,14-Jun-20,170266.74,88411.88,159467.03,71222.87,-0.5534,10799.71,17189.01,0.805580313,0.194419687,-0.4807
AL,2020/6/15,14-Jun-20,102259.73,63136.28,92678.3,48064.81,-0.4814,9581.43,15071.47,0.761286696,0.238713304,-0.3826
AL,2020/6/16,14-Jun-20,130863.34,82543.82,120225.61,65016.43,-0.4592,10637.73,17527.39,0.787659573,0.212340427,-0.3692
AL,2020/6/17,14-Jun-20,133613.39,92226.4,122849.54,74625.39,-0.3925,10763.85,17601.01,0.80915432,0.19084568,-0.3098
AL,2020/6/18,14-Jun-20,161605.57,104943.42,148941.19,83933.07,-0.4365,12664.38,21010.35,0.799793546,0.200206454,-0.3506
AL,2020/6/19,14-Jun-20,213487.65,150938.07,197053.7,120749.74,-0.3872,16433.95,30188.33,0.799995256,0.200004744,-0.293
AL,2020/6/20,14-Jun-20,206172.31,145984.04,192018.51,120186.96,-0.3741,14153.8,25797.08,0.823288354,0.176711646,-0.2919
AL,2020/6/21,21-Jun-20,141359.15,106761.47,131086.95,81131.28,-0.3811,10272.2,25630.19,0.759930338,0.240069662,-0.2448
AL,2020/6/22,21-Jun-20,107528.21,64624.41,98881.65,49245.28,-0.502,8646.56,15379.13,0.762022895,0.237977105,-0.399
AL,2020/6/23,21-Jun-20,137063.79,79529.44,127135.21,61793.89,-0.514,9928.58,17735.55,0.776993903,0.223006097,-0.4198
AL,2020/6/24,21-Jun-20,155432.47,89467.87,143949.73,69652.57,-0.5161,11482.74,19815.3,0.77852049,0.22147951,-0.4244
AL,2020/6/25,21-Jun-20,163120.47,111369.08,152293.89,89218.16,-0.4142,10826.58,22150.92,0.801103502,0.198896498,-0.3173
AL,2020/6/26,21-Jun-20,236707.17,144025.21,220538.06,112592.5,-0.4895,16169.11,31432.71,0.7817555,0.2182445,-0.3915
AL,2020/6/27,21-Jun-20,240700.21,139368.75,227389.6,113182.44,-0.5023,13310.61,26186.31,0.812107736,0.187892264,-0.421
AL,2020/6/28,28-Jun-20,144722.72,96264.85,134187.84,75430.68,-0.4379,10534.88,20834.17,0.783574482,0.216425518,-0.3348
AL,2020/6/29,28-Jun-20,116174.59,59561.59,107000.57,44644.73,-0.5828,9174.02,14916.86,0.749555712,0.250444288,-0.4873
AL,2020/6/30,28-Jun-20,136485.81,81997.58,125703.72,64843.02,-0.4842,10782.09,17154.56,0.790791875,0.209208125,-0.3992
AL,2020/7/1,28-Jun-20,166223.6,87555.25,146877.16,67295.58,-0.5418,19346.44,20259.67,0.768607022,0.231392978,-0.4733
AL,2020/7/2,28-Jun-20,119754.09,102444.84,116854.22,78045,-0.3321,2899.87,24399.84,0.761824607,0.238175393,-0.1445
AL,2020/7/3,28-Jun-20,209774.6,123133.05,198684.19,96463.66,-0.5145,11090.41,26669.39,0.783409978,0.216590022,-0.413
AL,2020/7/4,28-Jun-20,199316.26,49472.26,187310.02,39969.77,-0.7866,12006.24,9502.49,0.807922864,0.192077136,-0.7518
AL,2020/7/5,5-Jul-20,136205.89,72660.34,126112.49,57604.03,-0.5432,10093.4,15056.31,0.792785032,0.207214968,-0.4665
AL,2020/7/6,5-Jul-20,112572.52,56179.06,103555.2,44325.59,-0.572,9017.32,11853.47,0.789005548,0.210994452,-0.501
AL,2020/7/7,5-Jul-20,137534.73,64280.42,127727.34,51549.09,-0.5964,9807.39,12731.33,0.801940778,0.198059222,-0.5326
AL,2020/7/8,5-Jul-20,140605.48,70124.73,129783.22,56392.29,-0.5655,10822.26,13732.44,0.804171225,0.195828775,-0.5013
AL,2020/7/9,5-Jul-20,156078.65,85831.67,143445.1,68472,-0.5227,12633.55,17359.67,0.797747498,0.202252502,-0.4501
AL,2020/7/10,5-Jul-20,215877.11,128969.46,197307.59,101605.85,-0.485,18569.52,27363.61,0.787828762,0.212171238,-0.4026
AL,2020/7/11,5-Jul-20,211941.56,129242.32,197701.95,104405.57,-0.4719,14239.61,24836.75,0.80782804,0.19217196,-0.3902
AL,2020/7/12,12-Jul-20,139671.14,78563.32,130269.5,59124.2,-0.5461,9401.64,19439.12,0.752567483,0.247432517,-0.4375
AL,2020/7/13,12-Jul-20,100743.48,58963.52,91565.38,44301.63,-0.5162,9178.1,14661.89,0.751339642,0.248660358,-0.4147
AL,2020/7/14,12-Jul-20,132828.01,75661.97,123055.67,58222.76,-0.5269,9772.34,17439.21,0.769511553,0.230488447,-0.4304
AL,2020/7/15,12-Jul-20,141493.08,85329.01,131482.38,66303.8,-0.4957,10010.7,19025.21,0.777037024,0.222962976,-0.3969
AL,2020/7/16,12-Jul-20,177420.66,94807.93,163850.35,75146.38,-0.5414,13570.31,19661.55,0.792617031,0.207382969,-0.4656
AL,2020/7/17,12-Jul-20,232336.11,131080.35,215645.38,102338.62,-0.5254,16690.73,28741.73,0.780731971,0.219268029,-0.4358
AL,2020/7/18,12-Jul-20,241645.3,129854.78,227847.32,103582.88,-0.5454,13797.98,26271.9,0.797682457,0.202317543,-0.4626
AL,2020/7/19,19-Jul-20,153997.26,85529.23,143713.54,65112.31,-0.5469,10283.72,20416.92,0.761287223,0.238712777,-0.4446
AR,2020/2/17,16-Feb-20,90382.01,91313.6,68723.9,70977.92,0.0328,21658.11,20335.68,0.777298453,0.222701547,0.0103
AR,2020/2/18,16-Feb-20,92687.23,99537.82,68685.64,74562.38,0.0856,24001.59,24975.44,0.749085925,0.250914075,0.0739
AR,2020/2/19,16-Feb-20,105849.79,105135.16,81116.93,80532.49,-0.0072,24732.86,24602.67,0.765990084,0.234009916,-0.0068
AR,2020/2/20,16-Feb-20,119640.91,112602.49,92061.44,86662.54,-0.0586,27579.47,25939.95,0.769632537,0.230367463,-0.0588
AR,2020/2/21,16-Feb-20,167589.2,178584.56,126412.94,142029.85,0.1235,41176.26,36554.71,0.795308676,0.204691324,0.0656
AR,2020/2/22,16-Feb-20,174576.18,184846.85,141390.56,153964.45,0.0889,33185.62,30882.4,0.832929801,0.167070199,0.0588
AR,2020/2/23,23-Feb-20,87781.45,88193.4,66246.52,70509.52,0.0644,21534.93,17683.88,0.79948749,0.20051251,0.0047
AR,2020/2/24,23-Feb-20,85947.13,84239.89,64206.35,61092.28,-0.0485,21740.78,23147.61,0.725217946,0.274782054,-0.0199
AR,2020/2/25,23-Feb-20,119444.28,107618.33,92671.08,81704.46,-0.1183,26773.2,25913.87,0.759205797,0.240794203,-0.099
AR,2020/2/26,23-Feb-20,108368.79,110863.63,81276.11,87391.14,0.0752,27092.68,23472.49,0.788276011,0.211723989,0.023
AR,2020/2/27,23-Feb-20,112768.96,117918.39,83560.99,89583.25,0.0721,29207.97,28335.14,0.759705505,0.240294495,0.0457
AR,2020/2/28,23-Feb-20,182817.05,182948.55,143114.72,145089.5,0.0138,39702.33,37859.05,0.793061765,0.206938235,0.0007
AR,2020/2/29,23-Feb-20,170845.03,196014.18,136546.07,161355.08,0.1817,34298.96,34659.1,0.823180649,0.176819351,0.1473
AR,2020/3/1,1-Mar-20,68868.76,87739.67,52700.49,69403.56,0.3169,16168.27,18336.11,0.79101688,0.20898312,0.274
AR,2020/3/2,1-Mar-20,66544.25,79504.96,44295.83,56489.94,0.2753,22248.42,23015.02,0.710520954,0.289479046,0.1948
AR,2020/3/3,1-Mar-20,102680.54,102144.26,76657.45,74637.55,-0.0263,26023.09,27506.71,0.730707237,0.269292763,-0.0052
AR,2020/3/4,1-Mar-20,101215.63,103855.37,74583.86,77840.97,0.0437,26631.77,26014.4,0.749513193,0.250486807,0.0261
AR,2020/3/5,1-Mar-20,115761.99,114879.03,86282.33,86332.1,0.0006,29479.66,28546.93,0.75150443,0.24849557,-0.0076
AR,2020/3/6,1-Mar-20,175088.39,172824.42,136849.15,135053.29,-0.0131,38239.24,37771.13,0.781447957,0.218552043,-0.0129
AR,2020/3/7,1-Mar-20,174396.51,176742.16,141550.28,142447.09,0.0063,32846.23,34295.07,0.80595988,0.19404012,0.0135
AR,2020/3/8,8-Mar-20,87406.88,88976.68,68163.85,70010.63,0.0271,19243.03,18966.05,0.786842463,0.213157537,0.018
AR,2020/3/9,8-Mar-20,90106.68,79549.92,66834.88,58530.2,-0.1243,23271.8,21019.72,0.735766925,0.264233075,-0.1172
AR,2020/3/10,8-Mar-20,107993.86,99784.97,82327.61,71832.35,-0.1275,25666.25,27952.62,0.71987144,0.28012856,-0.076
AR,2020/3/11,8-Mar-20,115084.21,104818.2,87342.59,78027.08,-0.1067,27741.62,26791.12,0.74440393,0.25559607,-0.0892
AR,2020/3/12,8-Mar-20,128718.82,105622.85,98926.91,77360.84,-0.218,29791.91,28262.01,0.732425228,0.267574772,-0.1794
AR,2020/3/13,8-Mar-20,180048.84,153902.43,143581.02,116681.24,-0.1873,36467.82,37221.19,0.758150732,0.241849268,-0.1452
AR,2020/3/14,8-Mar-20,176148.78,141373.38,143552.07,109528.95,-0.237,32596.71,31844.43,0.774749461,0.225250539,-0.1974
AR,2020/3/15,15-Mar-20,97628.93,63141.22,79040.44,46938.52,-0.4061,18588.49,16202.7,0.743389501,0.256610499,-0.3533
AR,2020/3/16,15-Mar-20,95101.76,62927.68,73516.06,42526.85,-0.4215,21585.7,20400.83,0.675805146,0.324194854,-0.3383
AR,2020/3/17,15-Mar-20,107351.33,70232.34,82503.6,42135.13,-0.4893,24847.73,28097.21,0.599939145,0.400060855,-0.3458
AR,2020/3/18,15-Mar-20,113417.87,55856.6,87644.42,30544.1,-0.6515,25773.45,25312.5,0.546830634,0.453169366,-0.5075
AR,2020/3/19,15-Mar-20,124807.5,59124.03,99912.88,29339.58,-0.7063,24894.62,29784.45,0.496237824,0.503762176,-0.5263
AR,2020/3/20,15-Mar-20,176473.93,66926.96,142630.35,21225.56,-0.8512,33843.58,45701.4,0.317145139,0.682854861,-0.6208
AR,2020/3/21,15-Mar-20,152242.29,50634.2,121754.75,7275.14,-0.9402,30487.54,43359.06,0.143680358,0.856319642,-0.6674
AR,2020/3/22,22-Mar-20,81403.83,23334.05,62585.04,4805.41,-0.9232,18818.79,18528.64,0.205939818,0.794060182,-0.7134
AR,2020/3/23,22-Mar-20,79303.49,33816.78,57048.95,6340.73,-0.8889,22254.54,27476.05,0.187502477,0.812497523,-0.5736
AR,2020/3/24,22-Mar-20,103171.01,45174.24,75085.4,7881.28,-0.895,28085.61,37292.96,0.174464031,0.825535969,-0.5621
AR,2020/3/25,22-Mar-20,111593.08,43767.93,85906.36,8680.43,-0.899,25686.72,35087.5,0.198328548,0.801671452,-0.6078
AR,2020/3/26,22-Mar-20,114308.16,45596.25,85599.51,9077.11,-0.894,28708.65,36519.14,0.199075801,0.800924199,-0.6011
AR,2020/3/27,22-Mar-20,173070.25,70083.35,134993.83,17327.61,-0.8716,38076.42,52755.74,0.24724289,0.75275711,-0.5951
AR,2020/3/28,22-Mar-20,173638.59,49047.24,137040.75,4723.62,-0.9655,36597.84,44323.62,0.09630756,0.90369244,-0.7175
