"State","Date","Date.Week","Amount_2019_weekly","Amount_2020_weekly","Dine_In_2019_weekly","Dine_In_2020_weekly","Off_Prem_2019_weekly","Off_Prem_2020_weekly","Dine_In_2020_weekly_pct","Off_Prem_2020_weekly_pct","Province_State","confirmed","deaths","population","confirmed.add_weekly","deaths.add_weekly","recreation_mob_weekly","residential_mob_weekly","Density","Urbanization.rate","DJUSRU","DJUSRU.t1","DJUSRU.t2","DJUSRU.t3","DJUSRU.t4","DJUSRU.t5","DJUSRU.t6"
"IL",2020-05-11,2020-05-10,2966685.31285714,877723.082857143,2598058.22857143,248928,368627.084285714,628795.082857143,0.283606532472287,0.716393467527713,"Illinois",79007,3459,12671821,2350,110.142857142857,-35.8571428571429,16,228.0246,0.885,1675.93,1686.93,1733.53,1685.4,1647.63,1604.6,1448.35
"IL",2020-05-18,2020-05-17,3035773.04714286,897530.092857143,2678616.40857143,261373.518571429,357156.638571429,636156.574285714,0.291214211814768,0.708785788185232,"Illinois",96485,4234,12671821,2301.85714285714,97,-30.7142857142857,14.1428571428571,228.0246,0.885,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1604.6
"IL",2020-05-25,2020-05-24,2870650.71428571,1011588.52,2500374.41714286,414450.817142857,370276.297142857,597137.702857143,0.409702966125848,0.590297033874152,"Illinois",112017,4885,12671821,1422.28571428571,76.2857142857143,-28,14,228.0246,0.885,1776.37,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
"IL",2020-06-01,2020-05-31,3058447.28285714,1248464.71571429,2691077.65142857,701496.112857143,367369.631428571,546968.602857143,0.5618870153297,0.4381129846703,"Illinois",121234,5412,12671821,1071,73.4285714285714,-22.5714285714286,11.2857142857143,228.0246,0.885,1830.86,1776.37,1747.03,1675.93,1686.93,1733.53,1685.4
"IL",2020-06-08,2020-06-07,3169342.11428571,1548870.02285714,2786528.07714286,957734.067142857,382814.037142857,591135.955714286,0.618343729951052,0.381656270048948,"Illinois",128415,5924,12671821,683.714285714286,57.7142857142857,-18.4285714285714,9.85714285714286,228.0246,0.885,1833.02,1830.86,1776.37,1747.03,1675.93,1686.93,1733.53
"IL",2020-06-15,2020-06-14,3130569.21857143,1755548.75571429,2757650.62857143,1130590.84714286,372918.59,624957.908571429,0.644009939036327,0.355990060963673,"Illinois",133016,6326,12671821,602.714285714286,48.4285714285714,-15.8571428571429,8.42857142857143,228.0246,0.885,1782.18,1833.02,1830.86,1776.37,1747.03,1675.93,1686.93
"IL",2020-06-22,2020-06-21,3042615.64571429,1700958.28142857,2669941.84,1135914.61714286,372673.805714286,565043.664285714,0.667808628550751,0.332191371449249,"Illinois",137224,6671,12671821,708.714285714286,34.4285714285714,-15.7142857142857,8.85714285714286,228.0246,0.885,1735.17,1782.18,1833.02,1830.86,1776.37,1747.03,1675.93
"IL",2020-06-29,2020-06-28,2652947.36857143,1578594.58571429,2327156.22714286,1078536.68,325791.141428571,500057.905714286,0.683225883175053,0.316774116824947,"Illinois",142461,6902,12671821,789.714285714286,18.8571428571429,-13,8.28571428571429,228.0246,0.885,1733.8,1735.17,1782.18,1833.02,1830.86,1776.37,1747.03
"IL",2020-07-06,2020-07-05,2949381.78857143,1803024.39428571,2584620.12428571,1251936.26142857,364761.664285714,551088.132857143,0.694353479296401,0.305646520703599,"Illinois",147865,7026,12671821,1113.85714285714,52.5714285714286,-11.5714285714286,8,228.0246,0.885,1753.87,1733.8,1735.17,1782.18,1833.02,1830.86,1776.37
"IL",2020-07-13,2020-07-12,2993351.61857143,1792514.84857143,2615446.45571429,1241932.30571429,377905.162857143,550582.542857143,0.692843524673763,0.307156475326237,"Illinois",155931,7394,12671821,1100.28571428571,14.2857142857143,-10.2,10.2,228.0246,0.885,1779.88,1753.87,1733.8,1735.17,1782.18,1833.02,1830.86
"IN",2020-02-17,2020-02-16,609759.87,644387.924285714,530623.134285714,555530.14,79136.7357142857,88857.7842857143,0.862105137391874,0.137894862608126,"Indiana",0,0,6732219,0,0,5.57142857142857,0,188.2809,0.724,2039.15,2022.36,1993.68,1997.57,2032.01,2004.8,1967.95
"IN",2020-02-24,2020-02-23,656154.607142857,663871.76,571458.315714286,568029.114285714,84696.2914285714,95842.6457142857,0.855630783700928,0.144369216299072,"Indiana",0,0,6732219,0,0,7.85714285714286,-0.285714285714286,188.2809,0.724,1904.53,2039.15,2022.36,1993.68,1997.57,2032.01,2004.8
"IN",2020-03-02,2020-03-01,614763.504285714,646802.694285714,530505.728571429,554601.18,84257.7757142857,92201.5142857143,0.857450324341126,0.142549675658874,"Indiana",0,0,6732219,0.285714285714286,0,12.4285714285714,-1.14285714285714,188.2809,0.724,1827.97,1904.53,2039.15,2022.36,1993.68,1997.57,2032.01
"IN",2020-03-09,2020-03-08,662310.141428571,534451.161428571,579329.867142857,445198.752857143,82980.2742857143,89252.4085714286,0.833001750182637,0.166998249817363,"Indiana",3,0,6732219,2.57142857142857,0,2.71428571428571,1,188.2809,0.724,1631.21,1827.97,1904.53,2039.15,2022.36,1993.68,1997.57
"IN",2020-03-16,2020-03-15,623593.148571429,224153.202857143,538252.017142857,74334.0257142857,85341.1314285714,149819.177142857,0.331621519419735,0.668378480580265,"Indiana",25,1,6732219,26.2857142857143,0.857142857142857,-28,10.2857142857143,188.2809,0.724,1301.34,1631.21,1827.97,1904.53,2039.15,2022.36,1993.68
"IN",2020-03-23,2020-03-22,624844.378571429,206460.714285714,539918.644285714,54484.7957142857,84925.7342857143,151975.918571429,0.26389909529658,0.73610090470342,"Indiana",270,7,6732219,187,3.71428571428571,-42,16.4285714285714,188.2809,0.724,1441.38,1301.34,1631.21,1827.97,1904.53,2039.15,2022.36
"IN",2020-03-30,2020-03-29,631336.477142857,201896.212857143,547220.88,50062.8514285714,84115.5971428571,151833.361428571,0.247963301144211,0.752036698855789,"Indiana",1786,35,6732219,414,13.5714285714286,-39.7142857142857,16.8571428571429,188.2809,0.724,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.15
"IN",2020-04-06,2020-04-05,661255.82,208829.522857143,575687.211428571,56909.4885714286,85568.6085714286,151920.034285714,0.272516489971389,0.727483510028611,"Indiana",4956,143,6732219,502.428571428571,30.8571428571429,-40.5714285714286,17.1428571428571,188.2809,0.724,1604.6,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
"IN",2020-04-13,2020-04-12,603058.592857143,239292.28,524872.207142857,53357.4957142857,78186.3857142857,185934.784285714,0.222980430936952,0.777019569063048,"Indiana",8359,350,6732219,469,31.2857142857143,-35.5714285714286,17,188.2809,0.724,1647.63,1604.6,1448.35,1441.38,1301.34,1631.21,1827.97
"IN",2020-04-20,2020-04-19,660373.568571429,241893.435714286,573547.427142857,54711.3414285714,86826.1414285714,187182.094285714,0.22617952102344,0.77382047897656,"Indiana",11688,577,6732219,543,35.8571428571429,-30.7142857142857,15.4285714285714,188.2809,0.724,1685.4,1647.63,1604.6,1448.35,1441.38,1301.34,1631.21
"IN",2020-04-27,2020-04-26,666275.475714286,246827.804285714,575620.212857143,58906.4671428571,90655.2628571429,187921.337142857,0.238654098606615,0.761345901393385,"Indiana",15961,844,6732219,703,45.5714285714286,-24.1428571428571,13.2857142857143,188.2809,0.724,1733.53,1685.4,1647.63,1604.6,1448.35,1441.38,1301.34
"IN",2020-05-04,2020-05-03,728161,270983.027142857,637529.21,61561.3371428571,90631.79,209421.69,0.227177833947523,0.772822166052477,"Indiana",20507,1151,6732219,599,53.7142857142857,-20.2857142857143,12.8571428571429,188.2809,0.724,1686.93,1733.53,1685.4,1647.63,1604.6,1448.35,1441.38
"IN",2020-05-11,2020-05-10,651034.061428571,373119.472857143,563421.471428571,188829.275714286,87612.59,184290.197142857,0.506082607451001,0.493917392548999,"Indiana",24627,1540,6732219,521.714285714286,34.7142857142857,-16.1428571428571,11.7142857142857,188.2809,0.724,1675.93,1686.93,1733.53,1685.4,1647.63,1604.6,1448.35
"IN",2020-05-18,2020-05-17,662163.291428571,406290.948571429,577618.161428571,238611.842857143,84545.13,167679.105714286,0.58729303149906,0.41270696850094,"Indiana",28255,1765,6732219,514,32.1428571428571,-9.71428571428572,9.42857142857143,188.2809,0.724,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1604.6
"IN",2020-05-25,2020-05-24,637458.137142857,435115.307142857,556711.935714286,279089.164285714,80746.2014285714,156026.142857143,0.641414263539305,0.358585736460695,"Indiana",31715,1984,6732219,456.857142857143,22.5714285714286,-6.85714285714286,9.57142857142857,188.2809,0.724,1776.37,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
"IN",2020-06-01,2020-05-31,649261.492857143,463641.795714286,566387.588571429,313807.44,82873.9042857143,149834.355714286,0.676831646544179,0.323168353455821,"Indiana",34830,2143,6732219,403.285714285714,24.1428571428571,-2.57142857142857,6.85714285714286,188.2809,0.724,1830.86,1776.37,1747.03,1675.93,1686.93,1733.53,1685.4
"IN",2020-06-08,2020-06-07,679922.592857143,505295.981428571,593887.524285714,366564.304285714,86035.0685714286,138731.677142857,0.72544472498943,0.27455527501057,"Indiana",37623,2316,6732219,358.857142857143,17,-1.71428571428571,5.85714285714286,188.2809,0.724,1833.02,1830.86,1776.37,1747.03,1675.93,1686.93,1733.53
"IN",2020-06-15,2020-06-14,663119.374285714,545112.091428571,578488.828571429,407460.155714286,84630.5457142857,137651.935714286,0.747479577358957,0.252520422641043,"Indiana",40430,2433,6732219,359.142857142857,16.8571428571429,0.428571428571429,4.57142857142857,188.2809,0.724,1782.18,1833.02,1830.86,1776.37,1747.03,1675.93,1686.93
"IN",2020-06-22,2020-06-21,670060.021428571,544640.934285714,584841.481428571,412775.514285714,85218.54,131865.42,0.757885587184263,0.242114412815737,"Indiana",42633,2553,6732219,358.142857142857,11.2857142857143,-0.714285714285714,5.57142857142857,188.2809,0.724,1735.17,1782.18,1833.02,1830.86,1776.37,1747.03,1675.93
"IN",2020-06-29,2020-06-28,589329.774285714,454810.305714286,514533.084285714,341505.177142857,74796.69,113305.128571429,0.750873876102079,0.249126123897921,"Indiana",45228,2624,6732219,467.285714285714,10.5714285714286,0.142857142857143,5.71428571428571,188.2809,0.724,1733.8,1735.17,1782.18,1833.02,1830.86,1776.37,1747.03
"IN",2020-07-06,2020-07-05,656059.59,537125.202857143,571620.047142857,402131.688571429,84439.5428571428,134993.514285714,0.748674026897937,0.251325973102063,"Indiana",48524,2698,6732219,487.285714285714,9.57142857142857,0.142857142857143,5.71428571428571,188.2809,0.724,1753.87,1733.8,1735.17,1782.18,1833.02,1830.86,1776.37
"IN",2020-07-13,2020-07-12,637605.454285714,547395.394285714,553106.092857143,411735.76,84499.3614285714,135659.634285714,0.752172495965674,0.247827504034326,"Indiana",52037,2762,6732219,708.428571428571,8.85714285714286,0.8,7.2,188.2809,0.724,1779.88,1753.87,1733.8,1735.17,1782.18,1833.02,1830.86
"KS",2020-02-17,2020-02-16,119637.897142857,134664.48,101418.331428571,113051.474285714,18219.5657142857,21613.0057142857,0.839504777248717,0.160495222751283,"Kansas",0,0,2913314,0,0,5.57142857142857,-0.142857142857143,35.5968,0.742,2039.15,2022.36,1993.68,1997.57,2032.01,2004.8,1967.95
"KS",2020-02-24,2020-02-23,116544.72,135448.855714286,98270.82,112812.508571429,18273.9,22636.3471428571,0.832879007921588,0.167120992078412,"Kansas",0,0,2913314,0,0,10.5714285714286,-1.71428571428571,35.5968,0.742,1904.53,2039.15,2022.36,1993.68,1997.57,2032.01,2004.8
"KS",2020-03-02,2020-03-01,121792.611428571,136531.391428571,103723.487142857,113509.364285714,18069.1242857143,23022.0271428571,0.831379238855106,0.168620761144894,"Kansas",0,0,2913314,0.142857142857143,0,12.5714285714286,-2.42857142857143,35.5968,0.742,1827.97,1904.53,2039.15,2022.36,1993.68,1997.57,2032.01
"KS",2020-03-09,2020-03-08,124671.191428571,109718.012857143,106383.595714286,88364.4614285714,18287.5957142857,21353.5514285714,0.805377887618375,0.194622112381625,"Kansas",1,0,2913314,1,0.142857142857143,3.85714285714286,0.714285714285714,35.5968,0.742,1631.21,1827.97,1904.53,2039.15,2022.36,1993.68,1997.57
"KS",2020-03-16,2020-03-15,132517.037142857,58392.5971428571,112912.181428571,32295.2642857143,19604.8557142857,26097.3328571429,0.553071208781896,0.446928791218104,"Kansas",11,1,2913314,8.14285714285714,0.142857142857143,-22.2857142857143,9.42857142857143,35.5968,0.742,1301.34,1631.21,1827.97,1904.53,2039.15,2022.36,1993.68
"KS",2020-03-23,2020-03-22,131693.677142857,49031.8657142857,112776.181428571,20654.8471428571,18917.4957142857,28377.0185714286,0.421253542812654,0.578746457187346,"Kansas",84,2,2913314,37.8571428571429,0.714285714285714,-36.5714285714286,14.1428571428571,35.5968,0.742,1441.38,1301.34,1631.21,1827.97,1904.53,2039.15,2022.36
"KS",2020-03-30,2020-03-29,133475.932857143,48408.8242857143,115001.968571429,18171.1585714286,18473.9642857143,30237.6657142857,0.37536872335879,0.62463127664121,"Kansas",372,8,2913314,60.1428571428571,2.14285714285714,-40.7142857142857,16,35.5968,0.742,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.15
"KS",2020-04-06,2020-04-05,135385.065714286,48676.5057142857,116591.831428571,18835.3314285714,18793.2342857143,29841.1742857143,0.386949127760491,0.613050872239509,"Kansas",849,25,2913314,84.7142857142857,4.85714285714286,-40.1428571428571,15.5714285714286,35.5968,0.742,1604.6,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
"KS",2020-04-13,2020-04-12,126229.608571429,59530.1242857143,109315.727142857,21443.1571428571,16913.8814285714,38086.9671428571,0.360206826378203,0.639793173621797,"Kansas",1390,62,2913314,80.1428571428571,5.28571428571429,-34.5714285714286,15.5714285714286,35.5968,0.742,1647.63,1604.6,1448.35,1441.38,1301.34,1631.21,1827.97
"KS",2020-04-20,2020-04-19,133834.317142857,60864.8171428571,114793.281428571,23764.75,19041.0357142857,37100.0671428571,0.390451349656095,0.609548650343905,"Kansas",2048,102,2913314,196,4,-30.7142857142857,14.1428571428571,35.5968,0.742,1685.4,1647.63,1604.6,1448.35,1441.38,1301.34,1631.21
"KS",2020-04-27,2020-04-26,134752.062857143,64372.5871428571,115497.814285714,26861.9514285714,19254.2485714286,37510.6357142857,0.417288672412043,0.582711327587957,"Kansas",3473,126,2913314,268.428571428571,3.28571428571429,-24,11.7142857142857,35.5968,0.742,1733.53,1685.4,1647.63,1604.6,1448.35,1441.38,1301.34
"KS",2020-05-04,2020-05-03,145520.44,78804.8528571429,125264.815714286,36725.7514285714,20255.6242857143,42079.1014285714,0.466034134917398,0.533965865082602,"Kansas",5383,156,2913314,256.428571428571,4.28571428571429,-20,11.4285714285714,35.5968,0.742,1686.93,1733.53,1685.4,1647.63,1604.6,1448.35,1441.38
"KS",2020-05-11,2020-05-10,135451.368571429,82222.6242857143,116585.482857143,44203.8985714286,18865.8857142857,38018.7257142857,0.53761235372183,0.46238764627817,"Kansas",7159,180,2913314,143.142857142857,3,-20.5714285714286,11.2857142857143,35.5968,0.742,1675.93,1686.93,1733.53,1685.4,1647.63,1604.6,1448.35
"KS",2020-05-18,2020-05-17,130528.754285714,86088.5142857143,109641.675714286,49867.2028571429,20887.0785714286,36221.3114285714,0.579255005977237,0.420744994022763,"Kansas",8303,198,2913314,150.142857142857,1.42857142857143,-10.4285714285714,8,35.5968,0.742,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1604.6
"KS",2020-05-25,2020-05-24,118103.357142857,93379.0771428571,99803.1985714286,58370.3385714286,18300.1585714286,35008.7385714286,0.625090120371719,0.374909879628281,"Kansas",9125,207,2913314,99.4285714285714,1.42857142857143,-11.1428571428571,9.14285714285714,35.5968,0.742,1776.37,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
"KS",2020-06-01,2020-05-31,129160.345714286,101457.255714286,109802.731428571,67686.7728571429,19357.6142857143,33770.4828571429,0.667145709595733,0.332854290404267,"Kansas",9920,217,2913314,100.857142857143,2.57142857142857,-5.85714285714286,6.14285714285714,35.5968,0.742,1830.86,1776.37,1747.03,1675.93,1686.93,1733.53,1685.4
"KS",2020-06-08,2020-06-07,137815.595714286,108369.478571429,119183.475714286,74562.9271428571,18632.12,33806.5514285714,0.688043609010365,0.311956390989635,"Kansas",10544,236,2913314,99.2857142857143,1.71428571428571,-4.71428571428571,5.57142857142857,35.5968,0.742,1833.02,1830.86,1776.37,1747.03,1675.93,1686.93,1733.53
"KS",2020-06-15,2020-06-14,124083.02,116417.697142857,104992.862857143,81547.5028571429,19090.1571428571,34870.1942857143,0.700473423358265,0.299526576641735,"Kansas",11319,246,2913314,147.857142857143,1.71428571428571,-3.57142857142857,5.14285714285714,35.5968,0.742,1782.18,1833.02,1830.86,1776.37,1747.03,1675.93,1686.93
"KS",2020-06-22,2020-06-21,125545.761428571,109152.231428571,106755.342857143,75424.22,18790.4185714286,33728.0114285714,0.691000257281567,0.308999742718433,"Kansas",12428,258,2913314,244.428571428571,1.71428571428571,-4.57142857142857,5.14285714285714,35.5968,0.742,1735.17,1782.18,1833.02,1830.86,1776.37,1747.03,1675.93
"KS",2020-06-29,2020-06-28,115895.462857143,87405.7214285714,99507.0442857143,57431.8757142857,16388.4185714286,29973.8457142857,0.657072269133085,0.342927730866915,"Kansas",14209,273,2913314,319.142857142857,2.14285714285714,-6.42857142857143,5.57142857142857,35.5968,0.742,1733.8,1735.17,1782.18,1833.02,1830.86,1776.37,1747.03
"KS",2020-07-06,2020-07-05,132554.105714286,99046.1914285714,112454.631428571,65289.7928571429,20099.4742857143,33756.3985714286,0.659185294411119,0.340814705588882,"Kansas",16638,285,2913314,414.285714285714,1.85714285714286,-7.71428571428571,6.14285714285714,35.5968,0.742,1753.87,1733.8,1735.17,1782.18,1833.02,1830.86,1776.37
"KS",2020-07-13,2020-07-12,127541.451428571,100689.19,108120.241428571,67068.3171428571,19421.21,33620.8728571429,0.666092528332556,0.333907471667444,"Kansas",19645,298,2913314,430.714285714286,1.71428571428571,-6,7.8,35.5968,0.742,1779.88,1753.87,1733.8,1735.17,1782.18,1833.02,1830.86
"KY",2020-02-17,2020-02-16,401033.667142857,393650.548571429,363503.87,353758.024285714,37529.7971428571,39892.5242857143,0.898660056665777,0.101339943334223,"Kentucky",0,0,4467673,0,0,2.42857142857143,0.285714285714286,113.9566,0.584,2039.15,2022.36,1993.68,1997.57,2032.01,2004.8,1967.95
"KY",2020-02-24,2020-02-23,426993.32,402718.364285714,387121.762857143,362003.211428571,39871.5571428571,40715.1528571429,0.898899189935483,0.101100810064517,"Kentucky",0,0,4467673,0,0,9.42857142857143,-0.428571428571429,113.9566,0.584,1904.53,2039.15,2022.36,1993.68,1997.57,2032.01,2004.8
"KY",2020-03-02,2020-03-01,414502.582857143,398540.837142857,375240.714285714,357810.527142857,39261.8685714286,40730.31,0.897801414048317,0.102198585951683,"Kentucky",0,0,4467673,0.142857142857143,0,11.7142857142857,-1,113.9566,0.584,1827.97,1904.53,2039.15,2022.36,1993.68,1997.57,2032.01
"KY",2020-03-09,2020-03-08,444495.942857143,314389.317142857,403781.617142857,273940.898571429,40714.3257142857,40448.4185714286,0.87134289759264,0.12865710240736,"Kentucky",4,0,4467673,2.42857142857143,0,1.28571428571429,1.42857142857143,113.9566,0.584,1631.21,1827.97,1904.53,2039.15,2022.36,1993.68,1997.57
"KY",2020-03-16,2020-03-15,438964.732857143,119790.502857143,398227.202857143,41040.0857142857,40737.53,78750.4171428571,0.342598826580004,0.657401173419996,"Kentucky",21,1,4467673,12.1428571428571,0.428571428571429,-26.5714285714286,9.57142857142857,113.9566,0.584,1301.34,1631.21,1827.97,1904.53,2039.15,2022.36,1993.68
"KY",2020-03-23,2020-03-22,438946.702857143,111805.614285714,397272.251428571,31689.6585714286,41674.4514285714,80115.9557142857,0.283435306660424,0.716564693339576,"Kentucky",123,4,4467673,47.8571428571429,0.857142857142857,-35.1428571428571,13.7142857142857,113.9566,0.584,1441.38,1301.34,1631.21,1827.97,1904.53,2039.15,2022.36
"KY",2020-03-30,2020-03-29,414133.01,117569.204285714,376333.967142857,35880.65,37799.0428571429,81688.5542857143,0.305187486961327,0.694812513038673,"Kentucky",479,11,4467673,73.8571428571429,5.14285714285714,-35,15,113.9566,0.584,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.15
"KY",2020-04-06,2020-04-05,432847.342857143,114642.282857143,393619.174285714,33223.1028571429,39228.1685714286,81419.18,0.289797987523875,0.710202012476125,"Kentucky",955,45,4467673,144,7.42857142857143,-38.5714285714286,15.7142857142857,113.9566,0.584,1604.6,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53
"KY",2020-04-13,2020-04-12,427199.354285714,129794.991428571,389299.561428571,33703.9928571429,37899.7928571429,96090.9985714286,0.259670981801257,0.740329018198743,"Kentucky",2018,113,4467673,142.428571428571,7,-32.4285714285714,15.2857142857143,113.9566,0.584,1647.63,1604.6,1448.35,1441.38,1301.34,1631.21,1827.97
"KY",2020-04-20,2020-04-19,444486.707142857,131656.348571429,406210.708571429,32852.9142857143,38275.9985714286,98803.4342857143,0.249535359610025,0.750464640389975,"Kentucky",3050,154,4467673,160.714285714286,8.85714285714286,-30.8571428571429,15,113.9566,0.584,1685.4,1647.63,1604.6,1448.35,1441.38,1301.34,1631.21
"KY",2020-04-27,2020-04-26,482893.867142857,135468.065714286,443096.807142857,35407.64,39797.06,100060.425714286,0.26137259591997,0.73862740408003,"Kentucky",4156,213,4467673,149.285714285714,6.42857142857143,-22.8571428571429,12.2857142857143,113.9566,0.584,1733.53,1685.4,1647.63,1604.6,1448.35,1441.38,1301.34
"KY",2020-05-04,2020-05-03,492997.794285714,155793.122857143,453561.452857143,41051.0285714286,39436.3414285714,114742.094285714,0.263497051850427,0.736502948149573,"Kentucky",5245,261,4467673,187.142857142857,7.28571428571429,-21,12.5714285714286,113.9566,0.584,1686.93,1733.53,1685.4,1647.63,1604.6,1448.35,1441.38
"KY",2020-05-11,2020-05-10,470529.695714286,134647.862857143,431660.474285714,36537.75,38869.2214285714,98110.1128571429,0.271357816044696,0.728642183955304,"Kentucky",6677,311,4467673,178.285714285714,4.28571428571429,-21.7142857142857,11.4285714285714,113.9566,0.584,1675.93,1686.93,1733.53,1685.4,1647.63,1604.6,1448.35
"KY",2020-05-18,2020-05-17,453045.428571429,175319.52,414302.944285714,84251.0014285714,38742.4842857143,91068.5185714286,0.480556879396952,0.519443120603049,"Kentucky",7935,346,4467673,126.142857142857,8.14285714285714,-17,9.85714285714286,113.9566,0.584,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63,1604.6
"KY",2020-05-25,2020-05-24,437283.468571429,231608.875714286,401874.68,150884.772857143,35408.7885714286,80724.1028571429,0.651463690205359,0.348536309794641,"Kentucky",8571,391,4467673,161.857142857143,5.71428571428571,-10.8571428571429,9.28571428571429,113.9566,0.584,1776.37,1747.03,1675.93,1686.93,1733.53,1685.4,1647.63
"KY",2020-06-01,2020-05-31,461307.028571429,254005.822857143,422244.517142857,180210.145714286,39062.5114285714,73795.6771428571,0.709472498257014,0.290527501742986,"Kentucky",10046,439,4467673,226.142857142857,5.57142857142857,-6.85714285714286,7.14285714285714,113.9566,0.584,1830.86,1776.37,1747.03,1675.93,1686.93,1733.53,1685.4
"KY",2020-06-08,2020-06-07,470926.861428571,290332.892857143,432392.807142857,216091.377142857,38534.0542857143,74241.5157142857,0.744288306489558,0.255711693510442,"Kentucky",11476,472,4467673,165.428571428571,4.14285714285714,-6.42857142857143,6.28571428571429,113.9566,0.584,1833.02,1830.86,1776.37,1747.03,1675.93,1686.93,1733.53
"KY",2020-06-15,2020-06-14,456533.245714286,293574.53,416923.057142857,218005.421428571,39610.1885714286,75569.1085714286,0.742589697507381,0.257410302492619,"Kentucky",12647,505,4467673,186.428571428571,3.85714285714286,-6.14285714285714,5.28571428571429,113.9566,0.584,1782.18,1833.02,1830.86,1776.37,1747.03,1675.93,1686.93
"KY",2020-06-22,2020-06-21,448484.885714286,294859.984285714,411728.231428571,224488.081428571,36756.6542857143,70371.9028571428,0.761337900673041,0.238662099326959,"Kentucky",13839,526,4467673,211.714285714286,4.57142857142857,-7.42857142857143,6.28571428571429,113.9566,0.584,1735.17,1782.18,1833.02,1830.86,1776.37,1747.03,1675.93
"KY",2020-06-29,2020-06-28,403800.521428571,264050.241428571,369068.23,204152.455714286,34732.2914285714,59897.7857142857,0.773157618072132,0.226842381927868,"Kentucky",15347,560,4467673,163.428571428571,3.85714285714286,-5,6,113.9566,0.584,1733.8,1735.17,1782.18,1833.02,1830.86,1776.37,1747.03
"KY",2020-07-06,2020-07-05,450286.19,286347.724285714,411703.997142857,217420.864285714,38582.1928571429,68926.86,0.759289653263577,0.240710346736423,"Kentucky",17152,593,4467673,430.428571428571,5.71428571428571,-7,6.28571428571429,113.9566,0.584,1753.87,1733.8,1735.17,1782.18,1833.02,1830.86,1776.37
"KY",2020-07-13,2020-07-12,438594.475714286,282752.397142857,401473.331428571,213794.597142857,37121.1442857143,68957.8,0.756119485822927,0.243880514177073,"Kentucky",19653,629,4467673,538.857142857143,6.42857142857143,-6.4,8,113.9566,0.584,1779.88,1753.87,1733.8,1735.17,1782.18,1833.02,1830.86
"LA",2020-02-17,2020-02-16,546724.74,579677.935714286,505097.995714286,532649.317142857,41626.7442857143,47028.6185714286,0.918871125371575,0.0811288746284251,"Louisiana",0,0,4648794,0,0,6.14285714285714,0.142857142857143,107.5174,0.732,2039.15,2022.36,1993.68,1997.57,2032.01,2004.8,1967.95
"LA",2020-02-24,2020-02-23,579895.434285714,550302.098571429,533131.965714286,504660.251428571,46763.4685714286,45641.8471428571,0.917060379632674,0.0829396203673261,"Louisiana",0,0,4648794,0,0,14.8571428571429,0.571428571428571,107.5174,0.732,1904.53,2039.15,2022.36,1993.68,1997.57,2032.01,2004.8
"LA",2020-03-02,2020-03-01,562006.99,539159.245714286,517194.595714286,494732.93,44812.3942857143,44426.3157142857,0.91760075327016,0.0823992467298397,"Louisiana",0,0,4648794,0,0,11.5714285714286,-1.14285714285714,107.5174,0.732,1827.97,1904.53,2039.15,2022.36,1993.68,1997.57,2032.01
"LA",2020-03-09,2020-03-08,600182.382857143,477476.585714286,555558.638571429,433850.314285714,44623.7442857143,43626.2714285714,0.908631600514383,0.0913683994856173,"Louisiana",0,0,4648794,12.4285714285714,0.285714285714286,5.71428571428571,0.142857142857143,107.5174,0.732,1631.21,1827.97,1904.53,2039.15,2022.36,1993.68,1997.57
"LA",2020-03-16,2020-03-15,601237.288571429,141673.2,557897.684285714,84874.1314285714,43339.6042857143,56799.0685714286,0.599083887627098,0.400916112372902,"Louisiana",115,3,4648794,107.142857142857,2.57142857142857,-25.7142857142857,10.1428571428571,107.5174,0.732,1301.34,1631.21,1827.97,1904.53,2039.15,2022.36,1993.68
"LA",2020-03-23,2020-03-22,578353.651428571,94311.8214285714,534158.337142857,44544.5714285714,44195.3142857143,49767.25,0.472311644010693,0.527688355989308,"Louisiana",1172,35,4648794,386.142857142857,18.7142857142857,-41.4285714285714,16.1428571428571,107.5174,0.732,1441.38,1301.34,1631.21,1827.97,1904.53,2039.15,2022.36
"LA",2020-03-30,2020-03-29,558307.751428571,101801.595714286,514714.732857143,50484.15,43593.0185714286,51317.4457142857,0.495907256126788,0.504092743873212,"Louisiana",4025,185,4648794,1352.85714285714,46.5714285714286,-40.2857142857143,17,107.5174,0.732,1448.35,1441.38,1301.34,1631.21,1827.97,1904.53,2039.15
