"State","Date","Date.Week","Amount_2019","Amount_2020","Dine_In_2019","Dine_In_2020","Dine_In_trend","Off_Prem_2019","Off_Prem_2020","Dine_In_2020_pct","Off_Prem_2020_pct","Total_Trend","Province_State","confirmed","deaths","population","confirmed.add","deaths.add"
"AL",2020-02-17,2020-02-16,92003.82,86457.54,82896.54,76529.38,-0.0768,9107.28,9928.16,0.885167216,0.114832784,-0.0603,"Alabama",0,0,4903185,0,0
"AL",2020-02-18,2020-02-16,98562.65,99376.9,89621.47,88825.74,-0.0089,8941.18,10551.16,0.893826835,0.106173165,0.0083,"Alabama",0,0,4903185,0,0
"AL",2020-02-19,2020-02-16,107517.94,111166.46,97206.24,101162.53,0.0407,10311.7,10003.93,0.910009458,0.089990542,0.0339,"Alabama",0,0,4903185,0,0
"AL",2020-02-20,2020-02-16,130059.05,127817.18,118595.95,112951.62,-0.0476,11463.1,14865.56,0.883696699,0.116303301,-0.0172,"Alabama",0,0,4903185,0,0
"AL",2020-02-21,2020-02-16,209626.22,218851.32,193246.07,194472.49,0.0063,16380.15,24378.83,0.888605515,0.111394485,0.044,"Alabama",0,0,4903185,0,0
"AL",2020-02-22,2020-02-16,210108.9,232676.55,193509.6,215228.86,0.1122,16599.3,17447.69,0.925013114,0.074986886,0.1074,"Alabama",0,0,4903185,0,0
"AL",2020-02-23,2020-02-23,139940.49,130719.1,128939.07,119277.71,-0.0749,11001.42,11441.39,0.912473464,0.087526536,-0.0659,"Alabama",0,0,4903185,0,0
"AL",2020-02-24,2020-02-23,87309.13,85713.49,78131.52,75666.9,-0.0315,9177.61,10046.59,0.882788695,0.117211305,-0.0183,"Alabama",0,0,4903185,0,0
"AL",2020-02-25,2020-02-23,122692.15,121960.39,111564.4,107619.01,-0.0354,11127.75,14341.38,0.882409527,0.117590473,-0.006,"Alabama",0,0,4903185,0,0
"AL",2020-02-26,2020-02-23,128135.8,120727.01,115574.07,109489.13,-0.0526,12561.73,11237.88,0.906914948,0.093085052,-0.0578,"Alabama",0,0,4903185,0,0
"AL",2020-02-27,2020-02-23,143015.14,148495.77,128727.23,135054.13,0.0491,14287.91,13441.64,0.909481327,0.090518673,0.0383,"Alabama",0,0,4903185,0,0
"AL",2020-02-28,2020-02-23,212505.01,218140.54,189479.67,198832.25,0.0494,23025.34,19308.29,0.911486925,0.088513075,0.0265,"Alabama",0,0,4903185,0,0
"AL",2020-02-29,2020-02-23,235448.79,231814.77,217950.7,214194.66,-0.0172,17498.09,17620.11,0.923990564,0.076009436,-0.0154,"Alabama",0,0,4903185,0,0
"AL",2020-03-01,2020-03-01,134496.46,129164.58,122103.65,117157.46,-0.0405,12392.81,12007.12,0.90704015,0.09295985,-0.0396,"Alabama",0,0,4903185,0,0
"AL",2020-03-02,2020-03-01,89874.1,75819.14,80135.7,65576.05,-0.1817,9738.4,10243.09,0.864901,0.135099,-0.1564,"Alabama",0,0,4903185,0,0
"AL",2020-03-03,2020-03-01,115014.98,106697.75,103886.92,94898.67,-0.0865,11128.06,11799.08,0.88941585,0.11058415,-0.0723,"Alabama",0,0,4903185,0,0
"AL",2020-03-04,2020-03-01,118606.85,110188.1,108036.77,97750.99,-0.0952,10570.08,12437.11,0.887128374,0.112871626,-0.071,"Alabama",0,0,4903185,0,0
"AL",2020-03-05,2020-03-01,136268.57,132778.2,122565.4,117310.12,-0.0429,13703.17,15468.08,0.88350437,0.11649563,-0.0256,"Alabama",0,0,4903185,0,0
"AL",2020-03-06,2020-03-01,207874.27,205354.69,187903.68,185880.48,-0.0108,19970.59,19474.21,0.905167932,0.094832068,-0.0121,"Alabama",0,0,4903185,0,0
"AL",2020-03-07,2020-03-01,212676.56,215695.39,195544.53,198994.78,0.0176,17132.03,16700.61,0.922573171,0.077426829,0.0142,"Alabama",0,0,4903185,0,0
"AL",2020-03-08,2020-03-08,143618.39,137083.79,132560.94,125263.54,-0.055,11057.45,11820.25,0.91377354,0.08622646,-0.0455,"Alabama",0,0,4903185,0,0
"AL",2020-03-09,2020-03-08,85222.77,85668.35,77320.63,73651.64,-0.0475,7902.14,12016.71,0.859729877,0.140270123,0.0052,"Alabama",0,0,4903185,0,0
"AL",2020-03-10,2020-03-08,121682.18,116835.73,111336.24,105926.75,-0.0486,10345.94,10908.98,0.906629761,0.093370239,-0.0398,"Alabama",0,0,4903185,0,0
"AL",2020-03-11,2020-03-08,128865.38,121219.14,118199.77,108392.6,-0.083,10665.61,12826.54,0.894187172,0.105812828,-0.0593,"Alabama",0,0,4903185,0,0
"AL",2020-03-12,2020-03-08,140075.37,143259.55,124670.44,129984.21,0.0426,15404.93,13275.34,0.907333647,0.092666353,0.0227,"Alabama",0,0,4903185,0,0
"AL",2020-03-13,2020-03-08,218319.16,178621.74,201104.36,160812.17,-0.2004,17214.8,17809.57,0.900294499,0.099705501,-0.1818,"Alabama",5,0,4903185,5,0
"AL",2020-03-14,2020-03-08,255140.15,190453.41,239259.69,174050.4,-0.2725,15880.46,16403.01,0.913873897,0.086126103,-0.2535,"Alabama",7,0,4903185,2,0
"AL",2020-03-15,2020-03-15,161768.16,103504.23,150408.99,92932.19,-0.3821,11359.17,10572.04,0.89785886,0.10214114,-0.3602,"Alabama",11,0,4903185,4,0
"AL",2020-03-16,2020-03-15,98234.82,67199.71,89083.9,57264.31,-0.3572,9150.92,9935.4,0.852151148,0.147848852,-0.3159,"Alabama",29,0,4903185,18,0
"AL",2020-03-17,2020-03-15,120417.96,75036.12,109845.76,60589.74,-0.4484,10572.2,14446.38,0.80747432,0.19252568,-0.3769,"Alabama",39,0,4903185,10,0
"AL",2020-03-18,2020-03-15,129891.82,70355.29,118752.86,51721.8,-0.5645,11138.96,18633.49,0.735151543,0.264848457,-0.4584,"Alabama",51,0,4903185,12,0
"AL",2020-03-19,2020-03-15,152993.5,65406.36,140112.54,44007.96,-0.6859,12880.96,21398.4,0.672839155,0.327160845,-0.5725,"Alabama",78,0,4903185,27,0
"AL",2020-03-20,2020-03-15,207635.14,58658.61,188860.24,31147.56,-0.8351,18774.9,27511.05,0.53099724,0.46900276,-0.7175,"Alabama",106,0,4903185,28,0
"AL",2020-03-21,2020-03-15,218208.88,48416.94,200654.69,26076.3,-0.87,17554.19,22340.64,0.538578027,0.461421973,-0.7781,"Alabama",131,0,4903185,25,0
"AL",2020-03-22,2020-03-22,146290.42,25227.17,135138.95,10050.51,-0.9256,11151.47,15176.66,0.398400217,0.601599783,-0.8276,"Alabama",157,0,4903185,26,0
"AL",2020-03-23,2020-03-22,106305.21,23539.54,96839.64,10745.95,-0.889,9465.57,12793.59,0.456506372,0.543493628,-0.7786,"Alabama",196,0,4903185,39,0
"AL",2020-03-24,2020-03-22,205538.63,37372.32,195736.23,18724.46,-0.9043,9802.4,18647.86,0.501024823,0.498975177,-0.8182,"Alabama",242,0,4903185,46,0
"AL",2020-03-25,2020-03-22,143524.35,37332.58,133528.17,19519.39,-0.8538,9996.18,17813.19,0.522851354,0.477148646,-0.7399,"Alabama",381,1,4903185,139,1
"AL",2020-03-26,2020-03-22,151384,39209.13,138361.91,19903.6,-0.8561,13022.09,19305.53,0.507626668,0.492373332,-0.741,"Alabama",517,1,4903185,136,0
"AL",2020-03-27,2020-03-22,212082.52,50040.65,191573.98,25592.53,-0.8664,20508.54,24448.12,0.511434804,0.488565196,-0.7641,"Alabama",587,4,4903185,70,3
"AL",2020-03-28,2020-03-22,222453.4,43991.13,204956.99,21028.55,-0.8974,17496.41,22962.58,0.478017955,0.521982045,-0.8022,"Alabama",694,4,4903185,107,0
"AL",2020-03-29,2020-03-29,143948.63,24215.16,127349.59,8580.32,-0.9326,16599.04,15634.84,0.354336705,0.645663295,-0.8318,"Alabama",825,10,4903185,131,6
"AL",2020-03-30,2020-03-29,93129.04,24773.91,84059.21,10044.14,-0.8805,9069.83,14729.77,0.405432166,0.594567834,-0.734,"Alabama",899,10,4903185,74,0
"AL",2020-03-31,2020-03-29,117369.87,29675.71,105882.68,13208.69,-0.8753,11487.19,16467.02,0.445101061,0.554898939,-0.7472,"Alabama",987,23,4903185,88,13
"AL",2020-04-01,2020-03-29,125195.99,36552.69,114579.65,15985.53,-0.8605,10616.34,20567.16,0.437328416,0.562671584,-0.708,"Alabama",1060,27,4903185,73,4
"AL",2020-04-02,2020-03-29,146352.25,37870.09,133804.67,17612.5,-0.8684,12547.58,20257.59,0.465076793,0.534923207,-0.7412,"Alabama",1233,32,4903185,173,5
"AL",2020-04-03,2020-03-29,219143.63,53234.2,201911.85,24743.5,-0.8775,17231.78,28490.7,0.464804581,0.535195419,-0.7571,"Alabama",1495,38,4903185,262,6
"AL",2020-04-04,2020-03-29,218603.2,44369.26,197906.68,19651.02,-0.9007,20696.52,24718.24,0.442897177,0.557102823,-0.797,"Alabama",1614,44,4903185,119,6
"AL",2020-04-05,2020-04-05,137279.28,30345.86,125789.69,10666.5,-0.9152,11489.59,19679.36,0.3514977,0.6485023,-0.7789,"Alabama",1765,45,4903185,151,1
"AL",2020-04-06,2020-04-05,80553.84,23092.92,71529.61,10019.97,-0.8599,9024.23,13072.95,0.433897922,0.566102078,-0.7133,"Alabama",1952,49,4903185,187,4
"AL",2020-04-07,2020-04-05,106273.75,34763.46,96012.18,15273.63,-0.8409,10261.57,19489.83,0.43935874,0.56064126,-0.6729,"Alabama",2169,64,4903185,217,15
"AL",2020-04-08,2020-04-05,163935.44,33926.47,154554.48,15126.19,-0.9021,9380.96,18800.28,0.445852162,0.554147838,-0.793,"Alabama",2328,66,4903185,159,2
"AL",2020-04-09,2020-04-05,156386.84,41793,144641.14,18778.4,-0.8702,11745.7,23014.6,0.449319264,0.550680736,-0.7328,"Alabama",2703,70,4903185,375,4
"AL",2020-04-10,2020-04-05,260400.4,54463.56,239637.65,23455.67,-0.9021,20762.75,31007.89,0.43066722,0.56933278,-0.7908,"Alabama",2947,80,4903185,244,10
"AL",2020-04-11,2020-04-05,256509.65,49814.64,239104.88,20578.31,-0.9139,17404.77,29236.33,0.413097636,0.586902364,-0.8058,"Alabama",3217,92,4903185,270,12
"AL",2020-04-12,2020-04-12,141684.3,20130.89,128779.28,8315.72,-0.9354,12905.02,11815.17,0.413082581,0.586917419,-0.8579,"Alabama",3563,93,4903185,346,1
"AL",2020-04-13,2020-04-12,91840.83,33824.1,81895.58,11585.42,-0.8585,9945.25,22238.68,0.342519683,0.657480317,-0.6317,"Alabama",3734,99,4903185,171,6
"AL",2020-04-14,2020-04-12,112829.31,43614.52,103321.35,16295.53,-0.8423,9507.96,27318.99,0.37362626,0.62637374,-0.6134,"Alabama",3953,114,4903185,219,15
"AL",2020-04-15,2020-04-12,121265.78,47234.38,110126.28,20566.97,-0.8132,11139.5,26667.41,0.435423732,0.564576268,-0.6105,"Alabama",4075,118,4903185,122,4
"AL",2020-04-16,2020-04-12,131504.38,48867.57,118597.2,20822.76,-0.8244,12907.18,28044.81,0.426105902,0.573894098,-0.6284,"Alabama",4345,133,4903185,270,15
"AL",2020-04-17,2020-04-12,221841.57,63491.34,204104.86,26424.04,-0.8705,17736.71,37067.3,0.416183372,0.583816628,-0.7138,"Alabama",4571,148,4903185,226,15
"AL",2020-04-18,2020-04-12,221094.3,63504.17,206123.19,25889.58,-0.8744,14971.11,37614.59,0.407683149,0.592316851,-0.7128,"Alabama",4712,153,4903185,141,5
"AL",2020-04-19,2020-04-19,121319.95,36212.79,114832.92,10845.5,-0.9056,6487.03,25367.29,0.299493632,0.700506368,-0.7015,"Alabama",4888,157,4903185,176,4
"AL",2020-04-20,2020-04-19,92094.93,33024.5,85729.73,11902.99,-0.8612,6365.2,21121.51,0.360429075,0.639570925,-0.6414,"Alabama",5079,163,4903185,191,6
"AL",2020-04-21,2020-04-19,116764.75,39872.4,108426.21,15236.02,-0.8595,8338.54,24636.38,0.382119461,0.617880539,-0.6585,"Alabama",5317,183,4903185,238,20
"AL",2020-04-22,2020-04-19,130659.91,40886.01,120216.32,17532.66,-0.8542,10443.59,23353.35,0.428818072,0.571181928,-0.6871,"Alabama",5593,196,4903185,276,13
"AL",2020-04-23,2020-04-19,147840.21,47752.39,137485.01,17847.79,-0.8702,10355.2,29904.6,0.373756999,0.626243001,-0.677,"Alabama",5832,202,4903185,239,6
"AL",2020-04-24,2020-04-19,225839.27,69691.9,211597.23,26700.3,-0.8738,14242.04,42991.6,0.383119129,0.616880871,-0.6914,"Alabama",6026,209,4903185,194,7
"AL",2020-04-25,2020-04-19,268656.33,55468.99,256368.46,23014.64,-0.9102,12287.87,32454.35,0.414910025,0.585089975,-0.7935,"Alabama",6026,209,4903185,0,0
"AL",2020-04-26,2020-04-26,150197.65,37665.27,139894.98,12907.81,-0.9077,10302.67,24757.46,0.342697928,0.657302072,-0.7492,"Alabama",6421,219,4903185,395,10
"AL",2020-04-27,2020-04-26,115397.85,33512.95,108001.29,13261.67,-0.8772,7396.56,20251.28,0.395717775,0.604282225,-0.7096,"Alabama",6539,228,4903185,118,9
"AL",2020-04-28,2020-04-26,125344.21,40746.42,117092.46,16687.35,-0.8575,8251.75,24059.07,0.409541501,0.590458499,-0.6749,"Alabama",6750,242,4903185,211,14
"AL",2020-04-29,2020-04-26,138466.79,40583.27,128733.35,15673.11,-0.8783,9733.44,24910.16,0.386196332,0.613803668,-0.7069,"Alabama",6912,256,4903185,162,14
"AL",2020-04-30,2020-04-26,171013.29,52863.11,160102.44,21188.82,-0.8677,10910.85,31674.29,0.400824318,0.599175682,-0.6909,"Alabama",7088,272,4903185,176,16
"AL",2020-05-01,2020-04-26,272492.41,72202.29,257296.73,30790.32,-0.8803,15195.68,41411.97,0.4264452,0.5735548,-0.735,"Alabama",7294,289,4903185,206,17
"AL",2020-05-02,2020-04-26,246717.52,60245.59,233880.03,26486.54,-0.8868,12837.49,33759.05,0.439642802,0.560357198,-0.7558,"Alabama",7611,288,4903185,317,-1
"AL",2020-05-03,2020-05-03,166560.18,43062.17,158002.26,17010.96,-0.8923,8557.92,26051.21,0.395032577,0.604967423,-0.7415,"Alabama",7888,290,4903185,277,2
"AL",2020-05-04,2020-05-03,88924.15,33473.32,81553.92,13442.47,-0.8352,7370.23,20030.85,0.401587593,0.598412407,-0.6236,"Alabama",8112,298,4903185,224,8
"AL",2020-05-05,2020-05-03,125453.88,49918.52,117674.34,20480.18,-0.826,7779.54,29438.34,0.41027218,0.58972782,-0.6021,"Alabama",8437,315,4903185,325,17
"AL",2020-05-06,2020-05-03,133505.56,46210.35,124970.37,20671.08,-0.8346,8535.19,25539.27,0.447325761,0.552674239,-0.6539,"Alabama",8691,343,4903185,254,28
"AL",2020-05-07,2020-05-03,135361,52551.13,127385.04,23071.21,-0.8189,7975.96,29479.92,0.439024051,0.560975949,-0.6118,"Alabama",9046,369,4903185,355,26
"AL",2020-05-08,2020-05-03,201413.91,69670.89,188390.87,31253.2,-0.8341,13023.04,38417.69,0.448583332,0.551416668,-0.6541,"Alabama",9385,383,4903185,339,14
"AL",2020-05-09,2020-05-03,233214.09,65067.63,222920.76,30638.1,-0.8626,10293.33,34429.53,0.470865467,0.529134533,-0.721,"Alabama",9668,390,4903185,283,7
"AL",2020-05-10,2020-05-10,187844.42,51724.39,177685.59,16844.52,-0.9052,10158.83,34879.87,0.325659133,0.674340867,-0.7246,"Alabama",9889,393,4903185,221,3
"AL",2020-05-11,2020-05-10,117527.59,43055.27,104422.93,22193.51,-0.7875,13104.66,20861.76,0.515465586,0.484534414,-0.6337,"Alabama",10164,403,4903185,275,10
"AL",2020-05-12,2020-05-10,144817.86,57997.6,132068.45,35999.18,-0.7274,12749.41,21998.42,0.620701201,0.379298799,-0.5995,"Alabama",10464,435,4903185,300,32
"AL",2020-05-13,2020-05-10,159899.27,72748.44,149174.56,48046.24,-0.6779,10724.71,24702.2,0.660443578,0.339556422,-0.545,"Alabama",10700,450,4903185,236,15
"AL",2020-05-14,2020-05-10,153025.96,82633.97,140530.62,53571.14,-0.6188,12495.34,29062.83,0.6482944,0.3517056,-0.46,"Alabama",11101,473,4903185,401,23
"AL",2020-05-15,2020-05-10,213381.92,115985.58,196857.48,81383.18,-0.5866,16524.44,34602.4,0.701666362,0.298333638,-0.4564,"Alabama",11373,483,4903185,272,10
"AL",2020-05-16,2020-05-10,211636.41,112550.74,197263.46,78734.51,-0.6009,14372.95,33816.23,0.6995468,0.3004532,-0.4682,"Alabama",11674,485,4903185,301,2
"AL",2020-05-17,2020-05-17,136921.54,76775.57,125701.91,52580.84,-0.5817,11219.63,24194.73,0.684864209,0.315135791,-0.4393,"Alabama",11771,488,4903185,97,3
"AL",2020-05-18,2020-05-17,107343.67,55311.69,96067.1,37679.09,-0.6078,11276.57,17632.6,0.681213863,0.318786137,-0.4847,"Alabama",12086,489,4903185,315,1
"AL",2020-05-19,2020-05-17,126818.16,70381.74,116356.98,48437.15,-0.5837,10461.18,21944.59,0.688206202,0.311793798,-0.445,"Alabama",12376,504,4903185,290,15
"AL",2020-05-20,2020-05-17,146310.61,76805.1,134840.84,52964.18,-0.6072,11469.77,23840.92,0.689591967,0.310408033,-0.4751,"Alabama",13052,522,4903185,676,18
"AL",2020-05-21,2020-05-17,173484.16,89779.14,160568.98,63514.2,-0.6044,12915.18,26264.94,0.707449414,0.292550586,-0.4825,"Alabama",13288,529,4903185,236,7
"AL",2020-05-22,2020-05-17,215549.91,123891.55,199100.4,91552.2,-0.5402,16449.51,32339.35,0.738970495,0.261029505,-0.4252,"Alabama",13670,541,4903185,382,12
"AL",2020-05-23,2020-05-17,224228.37,112626.61,211957.68,85447.61,-0.5969,12270.69,27179,0.758680475,0.241319525,-0.4977,"Alabama",14117,549,4903185,447,8
"AL",2020-05-24,2020-05-24,163622.39,75106.39,153855.85,54048.01,-0.6487,9766.54,21058.38,0.719619329,0.280380671,-0.541,"Alabama",14478,551,4903185,361,2
"AL",2020-05-25,2020-05-24,96768.38,52973.14,87351.57,36806.05,-0.5786,9416.81,16167.09,0.694805896,0.305194104,-0.4526,"Alabama",14986,566,4903185,508,15
"AL",2020-05-26,2020-05-24,109069,63372.27,100584.36,46309.68,-0.5396,8484.64,17062.59,0.730756212,0.269243788,-0.419,"Alabama",15650,580,4903185,664,14
"AL",2020-05-27,2020-05-24,131222.25,75155.27,119979.54,55679.81,-0.5359,11242.71,19475.46,0.740863681,0.259136319,-0.4273,"Alabama",16032,583,4903185,382,3
"AL",2020-05-28,2020-05-24,149602.22,100194.13,137046.77,73735.42,-0.462,12555.45,26458.71,0.735925548,0.264074452,-0.3303,"Alabama",16530,591,4903185,498,8
"AL",2020-05-29,2020-05-24,205356.42,151580.64,189425.93,119627.69,-0.3685,15930.49,31952.95,0.789201642,0.210798358,-0.2619,"Alabama",17031,610,4903185,501,19
"AL",2020-05-30,2020-05-24,195777.28,136346.14,177280.43,108958.21,-0.3854,18496.85,27387.93,0.799129407,0.200870593,-0.3036,"Alabama",17359,618,4903185,328,8
"AL",2020-05-31,2020-05-31,155805.09,88730.82,144525.71,65542.78,-0.5465,11279.38,23188.04,0.738669833,0.261330167,-0.4305,"Alabama",17952,630,4903185,593,12
"AL",2020-06-01,2020-05-31,112179.59,60950.93,100793.13,43292.9,-0.5705,11386.46,17658.03,0.710291049,0.289708951,-0.4567,"Alabama",18630,646,4903185,678,16
"AL",2020-06-02,2020-05-31,143275.61,72221.9,132602.22,55632.47,-0.5805,10673.39,16589.43,0.770299175,0.229700825,-0.4959,"Alabama",18766,653,4903185,136,7
"AL",2020-06-03,2020-05-31,146339.06,80717.1,134494.84,62147.16,-0.5379,11844.22,18569.94,0.769937969,0.230062031,-0.4484,"Alabama",18851,653,4903185,85,0
"AL",2020-06-04,2020-05-31,171380.26,93549.1,159278.19,72821.04,-0.5428,12102.07,20728.06,0.778425875,0.221574125,-0.4541,"Alabama",19072,653,4903185,221,0
"AL",2020-06-05,2020-05-31,219143.76,139391.45,200683.88,109116.92,-0.4563,18459.88,30274.53,0.782809276,0.217190724,-0.3639,"Alabama",19387,676,4903185,315,23
"AL",2020-06-06,2020-05-31,210381.3,146310.25,198034.26,118024.58,-0.404,12347.04,28285.67,0.806673353,0.193326647,-0.3045,"Alabama",20043,689,4903185,656,13
"AL",2020-06-07,2020-06-07,140832.24,76826.25,130132.37,58150.64,-0.5531,10699.87,18675.61,0.756911082,0.243088918,-0.4545,"Alabama",20500,692,4903185,457,3
"AL",2020-06-08,2020-06-07,108038.2,58974.01,99665.14,43577.69,-0.5628,8373.06,15396.32,0.73893042,0.26106958,-0.4541,"Alabama",20925,718,4903185,425,26
"AL",2020-06-09,2020-06-07,141228.66,72544.67,130007.34,55481.58,-0.5732,11221.32,17063.09,0.764791955,0.235208045,-0.4863,"Alabama",21422,729,4903185,497,11
"AL",2020-06-10,2020-06-07,153446.23,88289.11,142978.71,69453.29,-0.5142,10467.52,18835.82,0.786657494,0.213342506,-0.4246,"Alabama",21989,744,4903185,567,15
"AL",2020-06-11,2020-06-07,182784.58,109364.85,170249.8,85743.66,-0.4964,12534.78,23621.19,0.784014791,0.215985209,-0.4017,"Alabama",22845,755,4903185,856,11
"AL",2020-06-12,2020-06-07,236710.69,149675.09,219341.02,120717.49,-0.4496,17369.67,28957.6,0.806530265,0.193469735,-0.3677,"Alabama",23710,769,4903185,865,14
"AL",2020-06-13,2020-06-07,227962.48,150549.77,214992.45,122283.25,-0.4312,12970.03,28266.52,0.812244682,0.187755318,-0.3396,"Alabama",24601,773,4903185,891,4
"AL",2020-06-14,2020-06-14,170266.74,88411.88,159467.03,71222.87,-0.5534,10799.71,17189.01,0.805580313,0.194419687,-0.4807,"Alabama",25615,773,4903185,1014,0
"AL",2020-06-15,2020-06-14,102259.73,63136.28,92678.3,48064.81,-0.4814,9581.43,15071.47,0.761286696,0.238713304,-0.3826,"Alabama",26272,774,4903185,657,1
"AL",2020-06-16,2020-06-14,130863.34,82543.82,120225.61,65016.43,-0.4592,10637.73,17527.39,0.787659573,0.212340427,-0.3692,"Alabama",26912,785,4903185,640,11
"AL",2020-06-17,2020-06-14,133613.39,92226.4,122849.54,74625.39,-0.3925,10763.85,17601.01,0.80915432,0.19084568,-0.3098,"Alabama",27312,790,4903185,400,5
"AL",2020-06-18,2020-06-14,161605.57,104943.42,148941.19,83933.07,-0.4365,12664.38,21010.35,0.799793546,0.200206454,-0.3506,"Alabama",28206,810,4903185,894,20
"AL",2020-06-19,2020-06-14,213487.65,150938.07,197053.7,120749.74,-0.3872,16433.95,30188.33,0.799995256,0.200004744,-0.293,"Alabama",29002,822,4903185,796,12
"AL",2020-06-20,2020-06-14,206172.31,145984.04,192018.51,120186.96,-0.3741,14153.8,25797.08,0.823288354,0.176711646,-0.2919,"Alabama",29549,838,4903185,547,16
"AL",2020-06-21,2020-06-21,141359.15,106761.47,131086.95,81131.28,-0.3811,10272.2,25630.19,0.759930338,0.240069662,-0.2448,"Alabama",30021,839,4903185,472,1
"AL",2020-06-22,2020-06-21,107528.21,64624.41,98881.65,49245.28,-0.502,8646.56,15379.13,0.762022895,0.237977105,-0.399,"Alabama",30454,841,4903185,433,2
"AL",2020-06-23,2020-06-21,137063.79,79527.44,127135.21,61791.89,-0.514,9928.58,17735.55,0.776988295,0.223011705,-0.4198,"Alabama",31097,864,4903185,643,23
"AL",2020-06-24,2020-06-21,155432.47,89467.87,143949.73,69652.57,-0.5161,11482.74,19815.3,0.77852049,0.22147951,-0.4244,"Alabama",32064,891,4903185,967,27
"AL",2020-06-25,2020-06-21,163120.47,109767.78,152293.89,87616.86,-0.4247,10826.58,22150.92,0.798201986,0.201798014,-0.3271,"Alabama",33206,896,4903185,1142,5
"AL",2020-06-26,2020-06-21,236707.17,144081.71,220552.06,112649,-0.4892,16155.11,31432.71,0.781841082,0.218158918,-0.3913,"Alabama",34183,907,4903185,977,11
"AL",2020-06-27,2020-06-21,240700.21,139368.75,227389.6,113182.44,-0.5023,13310.61,26186.31,0.812107736,0.187892264,-0.421,"Alabama",35083,919,4903185,900,12
"AL",2020-06-28,2020-06-28,144722.72,96330.5,134187.84,75479.68,-0.4375,10534.88,20850.82,0.783549136,0.216450864,-0.3344,"Alabama",35441,919,4903185,358,0
"AL",2020-06-29,2020-06-28,116174.59,59607.51,107000.57,44690.65,-0.5823,9174.02,14916.86,0.749748647,0.250251353,-0.4869,"Alabama",37175,929,4903185,1734,10
"AL",2020-06-30,2020-06-28,136485.81,82237.35,125703.72,65012.97,-0.4828,10782.09,17224.38,0.790552833,0.209447167,-0.3975,"Alabama",38045,950,4903185,870,21
"AL",2020-07-01,2020-06-28,166223.6,87713.41,146877.16,67429.18,-0.5409,19346.44,20284.23,0.768744255,0.231255745,-0.4723,"Alabama",38962,972,4903185,917,22
"AL",2020-07-02,2020-06-28,119754.09,102700.24,116854.22,78289.05,-0.33,2899.87,24411.19,0.762306398,0.237693602,-0.1424,"Alabama",40111,985,4903185,1149,13
"AL",2020-07-03,2020-06-28,209774.6,123192.38,198684.19,96568.16,-0.514,11090.41,26624.22,0.783880951,0.216119049,-0.4127,"Alabama",41865,1006,4903185,1754,21
"AL",2020-07-04,2020-06-28,199316.26,49472.26,187310.02,39867.87,-0.7872,12006.24,9604.39,0.805863124,0.194136876,-0.7518,"Alabama",42862,1007,4903185,997,1
"AL",2020-07-05,2020-07-05,136205.89,72645.16,126112.49,56885.78,-0.5489,10093.4,15759.38,0.783063593,0.216936407,-0.4667,"Alabama",43953,1007,4903185,1091,0
"AR",2020-02-17,2020-02-16,90382.01,91313.6,68723.9,70977.92,0.0328,21658.11,20335.68,0.777298453,0.222701547,0.0103,"Arkansas",0,0,3017804,0,0
"AR",2020-02-18,2020-02-16,92687.23,99537.82,68685.64,74562.38,0.0856,24001.59,24975.44,0.749085925,0.250914075,0.0739,"Arkansas",0,0,3017804,0,0
"AR",2020-02-19,2020-02-16,105849.79,105135.16,81116.93,80532.49,-0.0072,24732.86,24602.67,0.765990084,0.234009916,-0.0068,"Arkansas",0,0,3017804,0,0
"AR",2020-02-20,2020-02-16,119640.91,112602.49,92061.44,86662.54,-0.0586,27579.47,25939.95,0.769632537,0.230367463,-0.0588,"Arkansas",0,0,3017804,0,0
"AR",2020-02-21,2020-02-16,167589.2,178584.56,126412.94,142029.85,0.1235,41176.26,36554.71,0.795308676,0.204691324,0.0656,"Arkansas",0,0,3017804,0,0
"AR",2020-02-22,2020-02-16,174576.18,184846.85,141390.56,153964.45,0.0889,33185.62,30882.4,0.832929801,0.167070199,0.0588,"Arkansas",0,0,3017804,0,0
"AR",2020-02-23,2020-02-23,87781.45,88193.4,66246.52,70509.52,0.0644,21534.93,17683.88,0.79948749,0.20051251,0.0047,"Arkansas",0,0,3017804,0,0
"AR",2020-02-24,2020-02-23,85947.13,84239.89,64206.35,61092.28,-0.0485,21740.78,23147.61,0.725217946,0.274782054,-0.0199,"Arkansas",0,0,3017804,0,0
"AR",2020-02-25,2020-02-23,119444.28,107618.33,92671.08,81704.46,-0.1183,26773.2,25913.87,0.759205797,0.240794203,-0.099,"Arkansas",0,0,3017804,0,0
"AR",2020-02-26,2020-02-23,108368.79,110863.63,81276.11,87391.14,0.0752,27092.68,23472.49,0.788276011,0.211723989,0.023,"Arkansas",0,0,3017804,0,0
"AR",2020-02-27,2020-02-23,112768.96,117918.39,83560.99,89583.25,0.0721,29207.97,28335.14,0.759705505,0.240294495,0.0457,"Arkansas",0,0,3017804,0,0
"AR",2020-02-28,2020-02-23,182817.05,182948.55,143114.72,145089.5,0.0138,39702.33,37859.05,0.793061765,0.206938235,7e-04,"Arkansas",0,0,3017804,0,0
"AR",2020-02-29,2020-02-23,170845.03,196014.18,136546.07,161355.08,0.1817,34298.96,34659.1,0.823180649,0.176819351,0.1473,"Arkansas",0,0,3017804,0,0
