"State","Date","Date.Week","Amount_2019","Amount_2020","Dine_In_2019","Dine_In_2020","Dine_In_trend","Off_Prem_2019","Off_Prem_2020","Dine_In_2020_pct","Off_Prem_2020_pct","Total_Trend","Province_State","confirmed","deaths","population","confirmed.add","deaths.add"
"ME",2020-03-07,2020-03-01,495896.09,507044.84,441673.98,449819.99,0.0184,54222.11,57224.85,0.887140455,0.112859545,0.0225,"Maine",0,0,1344212,0,0
"ME",2020-03-08,2020-03-08,220403.27,296935.51,188815.8,254492.38,0.3478,31587.47,42443.13,0.857062801,0.142937199,0.3472,"Maine",0,0,1344212,0,0
"ME",2020-03-09,2020-03-08,184507.39,194536.64,148865.34,155593.34,0.0452,35642.05,38943.3,0.799815089,0.200184911,0.0544,"Maine",0,0,1344212,0,0
"ME",2020-03-10,2020-03-08,213086.16,201244.14,175613.73,160714.15,-0.0848,37472.43,40529.99,0.798602881,0.201397119,-0.0556,"Maine",0,0,1344212,0,0
"ME",2020-03-11,2020-03-08,231310.71,242652.07,190927.08,195379.99,0.0233,40383.63,47272.08,0.805185754,0.194814246,0.049,"Maine",0,0,1344212,0,0
"ME",2020-03-12,2020-03-08,263831.6,245210.59,215418.07,198552.57,-0.0783,48413.53,46658.02,0.809722655,0.190277345,-0.0706,"Maine",1,0,1344212,1,0
"ME",2020-03-13,2020-03-08,406477.63,307611.41,339751.85,247882.73,-0.2704,66725.78,59728.68,0.80583074,0.19416926,-0.2432,"Maine",3,0,1344212,2,0
"ME",2020-03-14,2020-03-08,478131.69,383875.41,428018.88,332717.99,-0.2227,50112.81,51157.42,0.866734314,0.133265686,-0.1971,"Maine",3,0,1344212,0,0
"ME",2020-03-15,2020-03-15,356481.83,205651.93,320414.52,172405.21,-0.4619,36067.31,33246.72,0.838334996,0.161665004,-0.4231,"Maine",2,0,1344212,-1,0
"ME",2020-03-16,2020-03-15,180183.24,116762.52,144050.8,86763.4,-0.3977,36132.44,29999.12,0.743075775,0.256924225,-0.352,"Maine",17,0,1344212,15,0
"ME",2020-03-17,2020-03-15,211692.39,82586.32,173936.88,46601.94,-0.7321,37755.51,35984.38,0.56428159,0.43571841,-0.6099,"Maine",26,0,1344212,9,0
"ME",2020-03-18,2020-03-15,243831.67,92053.31,197103.17,46194.19,-0.7656,46728.5,45859.12,0.501819978,0.498180022,-0.6225,"Maine",35,0,1344212,9,0
"ME",2020-03-19,2020-03-15,262705.23,80061.73,216807.94,33057.88,-0.8475,45897.29,47003.85,0.412904892,0.587095108,-0.6952,"Maine",52,0,1344212,17,0
"ME",2020-03-20,2020-03-15,362426.54,116585.11,296785.89,43975.75,-0.8518,65640.65,72609.36,0.377198683,0.622801317,-0.6783,"Maine",56,0,1344212,4,0
"ME",2020-03-21,2020-03-15,472410.7,105914.83,417807.09,40644.35,-0.9027,54603.61,65270.48,0.3837456,0.6162544,-0.7758,"Maine",70,0,1344212,14,0
"ME",2020-03-22,2020-03-22,307698.04,71552.34,266692.95,29867.24,-0.888,41005.09,41685.1,0.417418075,0.582581925,-0.7675,"Maine",89,0,1344212,19,0
"ME",2020-03-23,2020-03-22,176694.67,59757.1,141892.89,22949.11,-0.8383,34801.78,36807.99,0.384039888,0.615960112,-0.6618,"Maine",107,0,1344212,18,0
"ME",2020-03-24,2020-03-22,206131.25,74547.13,169505.97,33521.84,-0.8022,36625.28,41025.29,0.449673113,0.550326887,-0.6384,"Maine",118,0,1344212,11,0
"ME",2020-03-25,2020-03-22,238719.46,76954,196247.74,31517.26,-0.8394,42471.72,45436.74,0.409559737,0.590440263,-0.6776,"Maine",142,0,1344212,24,0
"ME",2020-03-26,2020-03-22,245506.8,79531.97,196899.15,29318.99,-0.8511,48607.65,50212.98,0.368644081,0.631355919,-0.676,"Maine",155,0,1344212,13,0
"ME",2020-03-27,2020-03-22,395468.21,112786.75,328627.64,34555.79,-0.8948,66840.57,78230.96,0.306381645,0.693618355,-0.7148,"Maine",168,1,1344212,13,1
"ME",2020-03-28,2020-03-22,474124.17,100857.06,418552.62,31475.76,-0.9248,55571.55,69381.3,0.312082863,0.687917137,-0.7873,"Maine",211,1,1344212,43,0
"ME",2020-03-29,2020-03-29,281829.04,53736.17,241025.31,15730.57,-0.9347,40803.73,38005.6,0.292737089,0.707262911,-0.8093,"Maine",253,3,1344212,42,2
"ME",2020-03-30,2020-03-29,174929.9,47115.18,140400.35,16260.6,-0.8842,34529.55,30854.58,0.345124438,0.654875562,-0.7307,"Maine",275,3,1344212,22,0
"ME",2020-03-31,2020-03-29,207156.08,63782.02,168869.06,20720.71,-0.8773,38287.02,43061.31,0.324867572,0.675132428,-0.6921,"Maine",303,5,1344212,28,2
"ME",2020-04-01,2020-03-29,210838.79,67715.64,166539.57,25064.64,-0.8495,44299.22,42651,0.370145508,0.629854492,-0.6788,"Maine",303,5,1344212,0,0
"ME",2020-04-02,2020-03-29,251658.03,63477.05,205036.51,22918.78,-0.8882,46621.52,40558.27,0.361056161,0.638943839,-0.7478,"Maine",376,7,1344212,73,2
"ME",2020-04-03,2020-03-29,398788.7,94520.11,333629.84,28956.75,-0.9132,65158.86,65563.36,0.306355441,0.693644559,-0.763,"Maine",432,9,1344212,56,2
"ME",2020-04-04,2020-03-29,482200.91,97485.49,425299.36,32099.23,-0.9245,56901.55,65386.26,0.329271874,0.670728126,-0.7978,"Maine",456,10,1344212,24,1
"ME",2020-04-05,2020-04-05,294706.92,61832.19,252599.24,18642.27,-0.9262,42107.68,43189.92,0.301497812,0.698502188,-0.7902,"Maine",470,10,1344212,14,0
"ME",2020-04-06,2020-04-05,142551.15,55201.4,110418.04,18832.88,-0.8294,32133.11,36368.52,0.34116671,0.65883329,-0.6128,"Maine",499,10,1344212,29,0
"ME",2020-04-07,2020-04-05,186178.19,60615.69,149603.91,20015.28,-0.8662,36574.28,40600.41,0.330199656,0.669800344,-0.6744,"Maine",519,12,1344212,20,2
"ME",2020-04-08,2020-04-05,223676.01,69284.91,177455.31,23482.89,-0.8677,46220.7,45802.02,0.338932244,0.661067756,-0.6902,"Maine",537,14,1344212,18,2
"ME",2020-04-09,2020-04-05,248563.04,71178.51,202282.87,22959.3,-0.8865,46280.17,48219.21,0.322559435,0.677440565,-0.7136,"Maine",560,16,1344212,23,2
"ME",2020-04-10,2020-04-05,384031,104489.81,323797.96,31319.87,-0.9033,60233.04,73169.94,0.299740903,0.700259097,-0.7279,"Maine",586,17,1344212,26,1
"ME",2020-04-11,2020-04-05,467541.94,131766.31,412691.97,52154.06,-0.8736,54849.97,79612.25,0.395807244,0.604192756,-0.7182,"Maine",616,19,1344212,30,2
"ME",2020-04-12,2020-04-12,317257.85,45468.44,274666.8,16637.36,-0.9394,42591.05,28831.08,0.365910069,0.634089931,-0.8567,"Maine",633,19,1344212,17,0
"ME",2020-04-13,2020-04-12,235251.2,53226.35,197152.64,21421.35,-0.8913,38098.56,31805,0.402457617,0.597542383,-0.7737,"Maine",698,19,1344212,65,0
"ME",2020-04-14,2020-04-12,242261.08,115875.63,204723.45,66236.78,-0.6765,37537.63,49638.85,0.571619589,0.428380411,-0.5217,"Maine",735,20,1344212,37,1
"ME",2020-04-15,2020-04-12,280840.18,114558.08,236410.51,55827.68,-0.7639,44429.67,58730.4,0.487330793,0.512669207,-0.5921,"Maine",770,24,1344212,35,4
"ME",2020-04-16,2020-04-12,284835.83,102491.62,238222.86,32029,-0.8656,46612.97,70462.62,0.312503598,0.687496402,-0.6402,"Maine",796,27,1344212,26,3
"ME",2020-04-17,2020-04-12,420696.75,134810.64,356675.69,36416.62,-0.8979,64021.06,98394.02,0.270131645,0.729868355,-0.6796,"Maine",827,29,1344212,31,2
"ME",2020-04-18,2020-04-12,426518.48,105782.01,368488.35,30260.77,-0.9179,58030.13,75521.24,0.286067262,0.713932738,-0.752,"Maine",847,32,1344212,20,3
"ME",2020-04-19,2020-04-19,247340.48,96181.72,217605.29,25268.56,-0.8839,29735.19,70913.16,0.262716866,0.737283134,-0.6111,"Maine",867,34,1344212,20,2
"ME",2020-04-20,2020-04-19,182975.2,74698.63,147863.95,24945.71,-0.8313,35111.25,49752.92,0.333951372,0.666048628,-0.5918,"Maine",875,35,1344212,8,1
"ME",2020-04-21,2020-04-19,215392.35,78114.6,177049.39,26089.67,-0.8526,38342.96,52024.93,0.333992237,0.666007763,-0.6373,"Maine",888,36,1344212,13,1
"ME",2020-04-22,2020-04-19,235311.55,88737.57,189448.15,28080.29,-0.8518,45863.4,60657.28,0.316441954,0.683558046,-0.6229,"Maine",907,39,1344212,19,3
"ME",2020-04-23,2020-04-19,295572.28,100515.67,244122.13,30177.83,-0.8764,51450.15,70337.84,0.300230103,0.699769897,-0.6599,"Maine",937,44,1344212,30,5
"ME",2020-04-24,2020-04-19,418352.44,135846.96,352607.26,37306.06,-0.8942,65745.18,98540.9,0.274618291,0.725381709,-0.6753,"Maine",965,47,1344212,28,3
"ME",2020-04-25,2020-04-19,505717.35,130136.79,449976.9,32778.63,-0.9272,55740.45,97358.16,0.251878274,0.748121726,-0.7427,"Maine",965,47,1344212,0,0
"ME",2020-04-26,2020-04-26,327534.91,85689.24,286145.72,19313.95,-0.9325,41389.19,66375.29,0.225395277,0.774604723,-0.7384,"Maine",1015,50,1344212,50,3
"ME",2020-04-27,2020-04-26,200277.27,62915.37,163391.29,16260.69,-0.9005,36885.98,46654.68,0.25845338,0.74154662,-0.6859,"Maine",1023,51,1344212,8,1
"ME",2020-04-28,2020-04-26,224402.35,77773.18,183881.38,20115.16,-0.8906,40520.97,57658.02,0.258638775,0.741361225,-0.6534,"Maine",1040,51,1344212,17,0
"ME",2020-04-29,2020-04-26,252506.34,101155.56,206711,27178.74,-0.8685,45795.34,73976.82,0.268682611,0.731317389,-0.5994,"Maine",1056,52,1344212,16,1
"ME",2020-04-30,2020-04-26,270945.9,104630.43,219409.2,29902.78,-0.8637,51536.7,74727.65,0.285794295,0.714205705,-0.6138,"Maine",1095,53,1344212,39,1
"ME",2020-05-01,2020-04-26,434744.16,141355.99,366214.87,34779.76,-0.905,68529.29,106576.23,0.246043765,0.753956235,-0.6749,"Maine",1123,55,1344212,28,2
"ME",2020-05-02,2020-04-26,514784.95,157316.34,456882.02,38898.69,-0.9149,57902.93,118417.65,0.247264143,0.752735857,-0.6944,"Maine",1153,56,1344212,30,1
"ME",2020-05-03,2020-05-03,329574.35,112330.97,287343.79,22053.64,-0.9232,42230.56,90277.33,0.196327335,0.803672665,-0.6592,"Maine",1185,57,1344212,32,1
"ME",2020-05-04,2020-05-03,218166.73,83574.04,178179.65,23896.31,-0.8659,39987.08,59677.73,0.285929817,0.714070183,-0.6169,"Maine",1205,57,1344212,20,0
"ME",2020-05-05,2020-05-03,236953.73,100498.2,192008.54,31663.51,-0.8351,44945.19,68834.69,0.315065444,0.684934556,-0.5759,"Maine",1226,61,1344212,21,4
"ME",2020-05-06,2020-05-03,282336.28,104815.62,231493.78,29307.09,-0.8734,50842.5,75508.53,0.279606131,0.720393869,-0.6288,"Maine",1254,62,1344212,28,1
"ME",2020-05-07,2020-05-03,294974.57,119942.22,243714.71,32747.81,-0.8656,51259.86,87194.41,0.273029881,0.726970119,-0.5934,"Maine",1330,62,1344212,76,0
"ME",2020-05-08,2020-05-03,451982.01,176517.64,381549.41,43943.83,-0.8848,70432.6,132573.81,0.24894866,0.75105134,-0.6095,"Maine",1374,63,1344212,44,1
"ME",2020-05-09,2020-05-03,568765.68,140888.83,504383.17,31025.08,-0.9385,64382.51,109863.75,0.22020965,0.77979035,-0.7523,"Maine",1408,64,1344212,34,1
"ME",2020-05-10,2020-05-10,452780.27,203283.37,398337.07,27400.23,-0.9312,54443.2,175883.14,0.13478835,0.86521165,-0.551,"Maine",1436,64,1344212,28,0
"ME",2020-05-11,2020-05-10,212142.72,85158.64,173982.13,21207.94,-0.8781,38160.59,63950.7,0.249040379,0.750959621,-0.5986,"Maine",1462,65,1344212,26,1
"ME",2020-05-12,2020-05-10,226623.66,93647.53,187612.12,24204.71,-0.871,39011.54,69442.82,0.25846608,0.74153392,-0.5868,"Maine",1477,65,1344212,15,0
"ME",2020-05-13,2020-05-10,275249.47,117795.82,224270.68,30005.51,-0.8662,50978.79,87790.31,0.254724743,0.745275257,-0.572,"Maine",1515,66,1344212,38,1
"ME",2020-05-14,2020-05-10,321830.61,139685.75,269991.21,35545.82,-0.8683,51839.4,104139.93,0.254469908,0.745530092,-0.566,"Maine",1565,69,1344212,50,3
"ME",2020-05-15,2020-05-10,455480.44,181677.6,386712.92,42869.69,-0.8891,68767.52,138807.91,0.235965744,0.764034256,-0.6011,"Maine",1603,69,1344212,38,0
"ME",2020-05-16,2020-05-10,547283.12,182426.68,481754.1,40084.35,-0.9168,65529.02,142342.33,0.219728551,0.780271449,-0.6667,"Maine",1648,70,1344212,45,1
"ME",2020-05-17,2020-05-17,359189.51,148014.95,312632.59,30683.52,-0.9019,46556.92,117331.43,0.207300141,0.792699859,-0.5879,"Maine",1687,70,1344212,39,0
"ME",2020-05-18,2020-05-17,237096.38,103429.63,194076.54,35749.07,-0.8158,43019.84,67680.56,0.345636642,0.654363358,-0.5638,"Maine",1713,71,1344212,26,1
"ME",2020-05-19,2020-05-17,260716.4,114207.09,218080.43,40107.17,-0.8161,42635.97,74099.92,0.351179336,0.648820664,-0.5619,"Maine",1741,73,1344212,28,2
"ME",2020-05-20,2020-05-17,288864.56,144514.54,241893.58,45491.12,-0.8119,46970.98,99023.42,0.314785765,0.685214235,-0.4997,"Maine",1819,73,1344212,78,0
"ME",2020-05-21,2020-05-17,333023.84,172514.28,280321.87,54540.24,-0.8054,52701.97,117974.04,0.316149133,0.683850867,-0.482,"Maine",1877,73,1344212,58,0
"ME",2020-05-22,2020-05-17,508041.67,235613,434931.69,68884.18,-0.8416,73109.98,166728.82,0.292361542,0.707638458,-0.5362,"Maine",1948,75,1344212,71,2
"ME",2020-05-23,2020-05-17,592652.66,225249.71,522988.24,70170.33,-0.8658,69664.42,155079.38,0.311522399,0.688477601,-0.6199,"Maine",2013,77,1344212,65,2
"ME",2020-05-24,2020-05-24,520993.41,179385.39,461262.16,55333.64,-0.88,59731.25,124051.75,0.308462356,0.691537644,-0.6557,"Maine",2055,78,1344212,42,1
"ME",2020-05-25,2020-05-24,348987.18,131375.66,299766.18,46658.68,-0.8443,49221,84716.98,0.355154676,0.644845324,-0.6236,"Maine",2074,78,1344212,19,0
"ME",2020-05-26,2020-05-24,227594.72,118345.05,187832.89,41967.38,-0.7766,39761.83,76377.67,0.354618803,0.645381197,-0.48,"Maine",2109,79,1344212,35,1
"ME",2020-05-27,2020-05-24,277395.64,159868.34,229464.18,51533.45,-0.7754,47931.46,108334.89,0.322349316,0.677650684,-0.4237,"Maine",2137,81,1344212,28,2
"ME",2020-05-28,2020-05-24,309046.79,164887.82,256881.9,51783.1,-0.7984,52164.89,113104.72,0.314050486,0.685949514,-0.4665,"Maine",2189,84,1344212,52,3
"ME",2020-05-29,2020-05-24,454481.36,224314.52,382575.94,68700.36,-0.8204,71905.42,155614.16,0.306268003,0.693731997,-0.5064,"Maine",2226,85,1344212,37,1
"ME",2020-05-30,2020-05-24,518355.05,229705.47,453285.81,69961.48,-0.8457,65069.24,159743.99,0.30457037,0.69542963,-0.5569,"Maine",2282,89,1344212,56,4
"ME",2020-05-31,2020-05-31,354623.89,163991.4,310227.01,52529.96,-0.8307,44396.88,111461.44,0.320321431,0.679678569,-0.5376,"Maine",2325,89,1344212,43,0
"ME",2020-06-01,2020-05-31,268523.95,130139.97,218665.08,62911.42,-0.7123,49858.87,67228.55,0.483413512,0.516586488,-0.5154,"Maine",2349,89,1344212,24,0
"ME",2020-06-02,2020-05-31,294839.16,146258.58,243508.71,66145.37,-0.7284,51330.45,80113.21,0.452249502,0.547750498,-0.5039,"Maine",2377,94,1344212,28,5
"ME",2020-06-03,2020-05-31,322885.9,167941.1,269292.39,79353.61,-0.7053,53593.51,88587.49,0.472508576,0.527491424,-0.4799,"Maine",2418,95,1344212,41,1
"ME",2020-06-04,2020-05-31,358301.21,207092.71,300860.04,107158.94,-0.6438,57441.17,99933.77,0.517444289,0.482555711,-0.422,"Maine",2446,95,1344212,28,0
"ME",2020-06-05,2020-05-31,509531.93,280206.43,436722.66,146590.08,-0.6643,72809.27,133616.35,0.523150307,0.476849693,-0.4501,"Maine",2482,98,1344212,36,3
"ME",2020-06-06,2020-05-31,563548.9,283828.12,496515.67,149009.53,-0.6999,67033.23,134818.59,0.524999179,0.475000821,-0.4964,"Maine",2524,98,1344212,42,0
"ME",2020-06-07,2020-06-07,442947.82,204791.93,385385.15,107290.26,-0.7216,57562.67,97501.67,0.523898867,0.476101133,-0.5377,"Maine",2570,99,1344212,46,1
"ME",2020-06-08,2020-06-07,297428.66,151412.81,242678.5,81931.73,-0.6624,54750.16,69481.08,0.541114916,0.458885084,-0.4909,"Maine",2588,99,1344212,18,0
"ME",2020-06-09,2020-06-07,311171.29,155668.37,262974.96,83673.11,-0.6818,48196.33,71995.26,0.537508744,0.462491256,-0.4997,"Maine",2606,100,1344212,18,1
"ME",2020-06-10,2020-06-07,359559.36,179521.15,298593.01,92328.68,-0.6908,60966.35,87192.47,0.514305306,0.485694694,-0.5007,"Maine",2637,100,1344212,31,0
"ME",2020-06-11,2020-06-07,353308.25,189722.18,294371.06,96435.03,-0.6724,58937.19,93287.15,0.508296025,0.491703975,-0.463,"Maine",2667,100,1344212,30,0
"ME",2020-06-12,2020-06-07,527345.63,325778.42,456010.85,183579.71,-0.5974,71334.78,142198.71,0.563510959,0.436489041,-0.3822,"Maine",2721,100,1344212,54,0
"ME",2020-06-13,2020-06-07,545838.17,336299.16,478196.02,195135.67,-0.5919,67642.15,141163.49,0.580244298,0.419755702,-0.3839,"Maine",2757,100,1344212,36,0
"ME",2020-06-14,2020-06-14,475021.02,256504.05,424232.68,143178.52,-0.6625,50788.34,113325.53,0.558192044,0.441807956,-0.46,"Maine",2793,100,1344212,36,0
"ME",2020-06-15,2020-06-14,318384.01,157436.94,263127.02,85956.65,-0.6733,55256.99,71480.29,0.545975106,0.454024894,-0.5055,"Maine",2810,101,1344212,17,1
"ME",2020-06-16,2020-06-14,326555.08,177363.65,273754.88,98569.83,-0.6399,52800.2,78793.82,0.555749896,0.444250104,-0.4569,"Maine",2819,101,1344212,9,0
"ME",2020-06-17,2020-06-14,371087.48,231770.6,313407.69,140554.95,-0.5515,57679.79,91215.65,0.606439945,0.393560055,-0.3754,"Maine",2836,102,1344212,17,1
"ME",2020-06-18,2020-06-14,388837.95,276240.65,329347.1,153316.95,-0.5345,59490.85,122923.7,0.555012269,0.444987731,-0.2896,"Maine",2878,102,1344212,42,0
"ME",2020-06-19,2020-06-14,556556.22,363758.54,483683.42,204527.09,-0.5771,72872.8,159231.45,0.562260586,0.437739414,-0.3464,"Maine",2913,102,1344212,35,0
"ME",2020-06-20,2020-06-14,585342.48,372721.51,516400.6,214770.32,-0.5841,68941.88,157951.19,0.576221963,0.423778037,-0.3632,"Maine",2938,102,1344212,25,0
"ME",2020-06-21,2020-06-21,433305.41,327348.86,373173.85,181353.36,-0.514,60131.56,145995.5,0.554006389,0.445993611,-0.2445,"Maine",2957,102,1344212,19,0
"ME",2020-06-22,2020-06-21,352166.18,176730.84,296390.91,103515.87,-0.6507,55775.27,73214.97,0.585726125,0.414273875,-0.4982,"Maine",2971,102,1344212,14,0
"ME",2020-06-23,2020-06-21,559403.5,235667.28,412290.07,122928.4,-0.7018,147113.43,112738.88,0.521618444,0.478381556,-0.5787,"Maine",2996,102,1344212,25,0
"ME",2020-06-24,2020-06-21,395330.58,216828.26,338950.21,124955.78,-0.6313,56380.37,91872.48,0.576289179,0.423710821,-0.4515,"Maine",3017,103,1344212,21,1
"ME",2020-06-25,2020-06-21,432672.94,279276.71,371439.09,164442.82,-0.5573,61233.85,114833.89,0.588816805,0.411183195,-0.3545,"Maine",3070,103,1344212,53,0
"ME",2020-06-26,2020-06-21,549504.44,361301.36,465327.08,217943.45,-0.5316,84177.36,143357.91,0.603217907,0.396782093,-0.3425,"Maine",3102,103,1344212,32,0
"ME",2020-06-27,2020-06-21,600048.98,381975.14,528938.87,241667.74,-0.5431,71110.11,140307.4,0.632679237,0.367320763,-0.3634,"Maine",3154,104,1344212,52,1
"ME",2020-06-28,2020-06-28,475860.56,283343.13,421231.61,164113.78,-0.6104,54628.95,119229.35,0.579205079,0.420794921,-0.4046,"Maine",3191,104,1344212,37,0
"ME",2020-06-29,2020-06-28,383169.78,172666.78,331361.71,96518.41,-0.7087,51808.07,76148.37,0.558986564,0.441013436,-0.5494,"Maine",3219,105,1344212,28,1
"ME",2020-06-30,2020-06-28,441017.53,219760.63,379168.34,113219.49,-0.7014,61849.19,106541.14,0.515194601,0.484805399,-0.5017,"Maine",3253,105,1344212,34,0
"ME",2020-07-01,2020-06-28,537709.18,264779.09,459398.01,162249.12,-0.6468,78311.17,102529.97,0.612771651,0.387228349,-0.5076,"Maine",3294,105,1344212,41,0
"ME",2020-07-02,2020-06-28,422818.48,333941.63,358772.91,185171.7,-0.4839,64045.57,148769.93,0.554503193,0.445496807,-0.2102,"Maine",3328,105,1344212,34,0
"ME",2020-07-03,2020-06-28,673889.67,411046.86,591346.53,256033.06,-0.567,82543.14,155013.8,0.622880467,0.377119533,-0.39,"Maine",3373,105,1344212,45,0
"ME",2020-07-04,2020-06-28,674831.32,293426.18,592623.54,181179.03,-0.6943,82207.78,112247.15,0.617460344,0.382539656,-0.5652,"Maine",3397,107,1344212,24,2
"ME",2020-07-05,2020-07-05,480068.31,309037.1,421102.67,183579.19,-0.5641,58965.64,125457.91,0.594036088,0.405963912,-0.3563,"Maine",3415,109,1344212,18,2
"MI",2020-02-17,2020-02-16,885523.77,907042.54,718407.37,731749.61,0.0186,167116.4,175292.93,0.806742328,0.193257672,0.0243,"Michigan",0,0,9986857,0,0
"MI",2020-02-18,2020-02-16,1010853.02,1014281.37,819494.73,819957.29,6e-04,191358.29,194324.08,0.808412058,0.191587942,0.0034,"Michigan",0,0,9986857,0,0
"MI",2020-02-19,2020-02-16,1040990.46,1130360.15,835710.2,915753.32,0.0958,205280.26,214606.83,0.810142962,0.189857038,0.0859,"Michigan",0,0,9986857,0,0
"MI",2020-02-20,2020-02-16,1280154.24,1276495.33,1048139.01,1042282.54,-0.0056,232015.23,234212.79,0.816518882,0.183481118,-0.0029,"Michigan",0,0,9986857,0,0
"MI",2020-02-21,2020-02-16,2050752.2,1991161.59,1720489.61,1653312.84,-0.039,330262.59,337848.75,0.8303258,0.1696742,-0.0291,"Michigan",0,0,9986857,0,0
"MI",2020-02-22,2020-02-16,2194255.48,2326236.51,1905095.4,2021827.51,0.0613,289160.08,304409,0.869140993,0.130859007,0.0601,"Michigan",0,0,9986857,0,0
"MI",2020-02-23,2020-02-23,1096035.58,1404149.96,892502.54,1186275.29,0.3292,203533.04,217874.67,0.844835184,0.155164816,0.2811,"Michigan",0,0,9986857,0,0
"MI",2020-02-24,2020-02-23,843455.77,855920.43,675182.7,672513.02,-0.004,168273.07,183407.41,0.785719088,0.214280912,0.0148,"Michigan",0,0,9986857,0,0
"MI",2020-02-25,2020-02-23,1020392.78,1050756.26,818951.26,834046.16,0.0184,201441.52,216710.1,0.793757974,0.206242026,0.0298,"Michigan",0,0,9986857,0,0
"MI",2020-02-26,2020-02-23,1093681.71,946624.72,873335.04,733471.56,-0.1601,220346.67,213153.16,0.774828234,0.225171766,-0.1345,"Michigan",0,0,9986857,0,0
"MI",2020-02-27,2020-02-23,1338376.49,1227180.78,1080899.11,981648.91,-0.0918,257477.38,245531.87,0.799922005,0.200077995,-0.0831,"Michigan",0,0,9986857,0,0
"MI",2020-02-28,2020-02-23,2066719.38,1986670.19,1712520.97,1634221.84,-0.0457,354198.41,352448.35,0.822593427,0.177406573,-0.0387,"Michigan",0,0,9986857,0,0
"MI",2020-02-29,2020-02-23,2283299.75,2272684.55,1964430.35,1956710,-0.0039,318869.4,315974.55,0.860968584,0.139031416,-0.0046,"Michigan",0,0,9986857,0,0
"MI",2020-03-01,2020-03-01,1308912.75,1387305.77,1089451.15,1155696.22,0.0608,219461.6,231609.55,0.833050828,0.166949172,0.0599,"Michigan",0,0,9986857,0,0
"MI",2020-03-02,2020-03-01,809850.96,859776.05,636141.22,676979.54,0.0642,173709.74,182796.51,0.787390554,0.212609446,0.0616,"Michigan",0,0,9986857,0,0
"MI",2020-03-03,2020-03-01,1003924.88,1070059.4,800278.55,856435.51,0.0702,203646.33,213623.89,0.800362587,0.199637413,0.0659,"Michigan",0,0,9986857,0,0
"MI",2020-03-04,2020-03-01,1084151.48,1185609.12,864703.16,937301.65,0.084,219448.32,248307.47,0.790565486,0.209434514,0.0936,"Michigan",0,0,9986857,0,0
"MI",2020-03-05,2020-03-01,1222290.73,1289445.52,989127.91,1039059.81,0.0505,233162.82,250385.71,0.805819086,0.194180914,0.0549,"Michigan",0,0,9986857,0,0
"MI",2020-03-06,2020-03-01,2036185.47,1990673.78,1693432.94,1629752.07,-0.0376,342752.53,360921.71,0.818693694,0.181306306,-0.0224,"Michigan",0,0,9986857,0,0
"MI",2020-03-07,2020-03-01,2211121.09,2329685.66,1880480.41,2009393.08,0.0686,330640.68,320292.58,0.862516826,0.137483174,0.0536,"Michigan",0,0,9986857,0,0
"MI",2020-03-08,2020-03-08,1252228.55,1389066.67,1034251.73,1165952.08,0.1273,217976.82,223114.59,0.839378055,0.160621945,0.1093,"Michigan",0,0,9986857,0,0
"MI",2020-03-09,2020-03-08,882850.73,856068.53,710253.99,669787.89,-0.057,172596.74,186280.64,0.782399851,0.217600149,-0.0303,"Michigan",0,0,9986857,0,0
"MI",2020-03-10,2020-03-08,1068322.94,1078420.45,863685.52,858478.64,-0.006,204637.42,219941.81,0.796051892,0.203948108,0.0095,"Michigan",0,0,9986857,0,0
"MI",2020-03-11,2020-03-08,1155906.59,1113595.48,934052.63,884020.61,-0.0536,221853.96,229574.87,0.793843569,0.206156431,-0.0366,"Michigan",2,0,9986857,2,0
"MI",2020-03-12,2020-03-08,1287598.65,1173289.23,1037163.6,935962.64,-0.0976,250435.05,237326.59,0.797725417,0.202274583,-0.0888,"Michigan",3,1,9986857,1,1
"MI",2020-03-13,2020-03-08,1979844.31,1568951.47,1632619.05,1233356.38,-0.2446,347225.26,335595.09,0.786102313,0.213897687,-0.2075,"Michigan",24,1,9986857,21,0
"MI",2020-03-14,2020-03-08,2359185.85,1581356.05,2050682.73,1284290.36,-0.3737,308503.12,297065.69,0.812144969,0.187855031,-0.3297,"Michigan",36,1,9986857,12,0
"MI",2020-03-15,2020-03-15,1573404.34,871697.39,1357123.74,666588.85,-0.5088,216280.6,205108.54,0.764702129,0.235297871,-0.446,"Michigan",45,1,9986857,9,0
"MI",2020-03-16,2020-03-15,863240.86,436073.47,686058.57,234013.79,-0.6589,177182.29,202059.68,0.536638448,0.463361552,-0.4948,"Michigan",76,1,9986857,31,0
"MI",2020-03-17,2020-03-15,1090324.93,421729.84,887286.42,159947.85,-0.8197,203038.51,261781.99,0.379266143,0.620733857,-0.6132,"Michigan",90,1,9986857,14,0
"MI",2020-03-18,2020-03-15,1161263.98,404717.01,928501.99,125400.75,-0.8649,232761.99,279316.26,0.309847985,0.690152015,-0.6515,"Michigan",159,2,9986857,69,1
"MI",2020-03-19,2020-03-15,1310852.69,447624.54,1058890.89,137083.54,-0.8705,251961.8,310541,0.306246704,0.693753296,-0.6585,"Michigan",314,2,9986857,155,0
"MI",2020-03-20,2020-03-15,2015814.59,686564.2,1678519.8,196114.76,-0.8832,337294.79,490449.44,0.285646645,0.714353355,-0.6594,"Michigan",471,3,9986857,157,1
