State,Date,Date Week,Amount_2019,Amount_2020,Dine_In_2019,Dine_In_2020,Dine_In_trend,Off_Prem_2019,Off_Prem_2020,Dine_In_2020_pct,Off_Prem_2020_pct,Total_Trend
MN,2020/3/7,1-Mar-20,344000.81,556059.64,315482.46,507525.44,0.6087,28518.35,48534.2,0.912717636,0.087282364,0.6164
MN,2020/3/8,8-Mar-20,264155.37,342195.1,237631.74,311521.44,0.3109,26523.63,30673.66,0.910362071,0.089637929,0.2954
MN,2020/3/9,8-Mar-20,205850.37,172901.57,179674.64,143474.76,-0.2015,26175.73,29426.81,0.829805999,0.170194001,-0.1601
MN,2020/3/10,8-Mar-20,229429.98,235936.12,200355.88,205304.26,0.0247,29074.1,30631.86,0.870168841,0.129831159,0.0284
MN,2020/3/11,8-Mar-20,252134.83,247030.54,223163.41,212883.73,-0.0461,28971.42,34146.81,0.861770897,0.138229103,-0.0202
MN,2020/3/12,8-Mar-20,298332.27,268969.83,260860.2,222547.38,-0.1469,37472.07,46422.45,0.827406479,0.172593521,-0.0984
MN,2020/3/13,8-Mar-20,451516.7,347377.21,405216.94,298031.21,-0.2645,46299.76,49346,0.857946927,0.142053073,-0.2306
MN,2020/3/14,8-Mar-20,569931.86,388729.73,522715.49,343616.77,-0.3426,47216.37,45112.96,0.88394775,0.11605225,-0.3179
MN,2020/3/15,15-Mar-20,341233.27,202570.95,310935.87,169261.64,-0.4556,30297.4,33309.31,0.835567193,0.164432807,-0.4064
MN,2020/3/16,15-Mar-20,201453.31,113996.42,177104.71,79920.84,-0.5487,24348.6,34075.58,0.701082016,0.298917984,-0.4341
MN,2020/3/17,15-Mar-20,233856.6,85942.17,204541.79,43310.19,-0.7883,29314.81,42631.98,0.503945735,0.496054265,-0.6325
MN,2020/3/18,15-Mar-20,268169.59,73951.95,234759.04,24596.22,-0.8952,33410.55,49355.73,0.332597315,0.667402685,-0.7242
MN,2020/3/19,15-Mar-20,299040.24,85629.93,267205.52,27222.44,-0.8981,31834.72,58407.49,0.317908002,0.682091998,-0.7137
MN,2020/3/20,15-Mar-20,448452.2,130818.18,401933.21,37314.42,-0.9072,46518.99,93503.76,0.285238795,0.714761205,-0.7083
MN,2020/3/21,15-Mar-20,539606.11,143913.63,490358.12,44816.58,-0.9086,49247.99,99097.05,0.311413033,0.688586967,-0.7333
MN,2020/3/22,22-Mar-20,341791.05,90903.56,312432.51,24049.8,-0.923,29358.54,66853.76,0.264563896,0.735436104,-0.734
MN,2020/3/23,22-Mar-20,213519.8,66279.63,187470.82,20381.04,-0.8913,26048.98,45898.59,0.307500811,0.692499189,-0.6896
MN,2020/3/24,22-Mar-20,247760.03,105597.37,222438.89,26972.72,-0.8787,25321.14,78624.65,0.255429846,0.744570154,-0.5738
MN,2020/3/25,22-Mar-20,291456.86,98339.99,262135.41,23495.28,-0.9104,29321.45,74844.71,0.238918877,0.761081123,-0.6626
MN,2020/3/26,22-Mar-20,320530.75,107043.44,288408.75,26169.51,-0.9093,32122,80873.93,0.244475607,0.755524393,-0.666
MN,2020/3/27,22-Mar-20,483549.74,153449.94,436697.15,33747.66,-0.9227,46852.59,119702.28,0.219926186,0.780073814,-0.6827
MN,2020/3/28,22-Mar-20,557229.09,136388.07,517019.28,27921.2,-0.946,40209.81,108466.87,0.204718785,0.795281215,-0.7552
MN,2020/3/29,29-Mar-20,326427.08,89086.84,295761.59,18704.16,-0.9368,30665.49,70382.68,0.209954242,0.790045758,-0.7271
MN,2020/3/30,29-Mar-20,197438.28,47669.76,173801.56,12919.72,-0.9257,23636.72,34750.04,0.271025489,0.728974511,-0.7586
MN,2020/3/31,29-Mar-20,235966.29,77691.12,207428.8,20121.87,-0.903,28537.49,57569.25,0.258998326,0.741001674,-0.6708
MN,2020/4/1,29-Mar-20,280610.78,100684.92,249852.45,21654.25,-0.9133,30758.33,79030.67,0.215069446,0.784930554,-0.6412
MN,2020/4/2,29-Mar-20,302099.99,107210.66,267916.27,27739.58,-0.8965,34183.72,79471.08,0.25873901,0.74126099,-0.6451
MN,2020/4/3,29-Mar-20,477067.14,173236.66,429327.69,43567.05,-0.8985,47739.45,129669.61,0.251488628,0.748511372,-0.6369
MN,2020/4/4,29-Mar-20,548130.63,174910,508449.83,43489.45,-0.9145,39680.8,131420.55,0.248639014,0.751360986,-0.6809
MN,2020/4/5,5-Apr-20,379883.61,107416.99,348312.35,23645.78,-0.9321,31571.26,83771.21,0.220130726,0.779869274,-0.7172
MN,2020/4/6,5-Apr-20,263254.91,51060.88,236980.94,14220.58,-0.94,26273.97,36840.3,0.278502446,0.721497554,-0.806
MN,2020/4/7,5-Apr-20,247523.59,77110.49,219042.02,23100.74,-0.8945,28481.57,54009.75,0.299579733,0.700420267,-0.6885
MN,2020/4/8,5-Apr-20,212891.68,117250.47,182173.33,29213.66,-0.8396,30718.35,88036.81,0.249156016,0.750843984,-0.4492
MN,2020/4/9,5-Apr-20,190634.59,133042.65,162086.86,30256.72,-0.8133,28547.73,102785.93,0.227421207,0.772578793,-0.3021
MN,2020/4/10,5-Apr-20,453374.71,194054.2,407498.96,52729.69,-0.8706,45875.75,141324.51,0.27172661,0.72827339,-0.572
MN,2020/4/11,5-Apr-20,570024.56,184878.84,526831.78,41559.58,-0.9211,43192.78,143319.26,0.2247936,0.7752064,-0.6757
MN,2020/4/12,12-Apr-20,338641.52,52977.04,306854.84,15918.11,-0.9481,31786.68,37058.93,0.300471865,0.699528135,-0.8436
MN,2020/4/13,12-Apr-20,216425.47,51024.51,189962.55,14032.43,-0.9261,26462.92,36992.08,0.275013518,0.724986482,-0.7642
MN,2020/4/14,12-Apr-20,279547.33,82034.41,250392.93,23189.36,-0.9074,29154.4,58845.05,0.282678452,0.717321548,-0.7065
MN,2020/4/15,12-Apr-20,286532.11,125791.54,254272.76,32046.11,-0.874,32259.35,93745.43,0.254755685,0.745244315,-0.561
MN,2020/4/16,12-Apr-20,402042.4,133546.12,360629.23,32101.93,-0.911,41413.17,101444.19,0.240380851,0.759619149,-0.6678
MN,2020/4/17,12-Apr-20,522618.44,223627.59,471032.18,53758.18,-0.8859,51586.26,169869.41,0.240391537,0.759608463,-0.5721
MN,2020/4/18,12-Apr-20,491641.07,235468.55,455539.77,62746.47,-0.8623,36101.3,172722.08,0.26647495,0.73352505,-0.5211
MN,2020/4/19,19-Apr-20,227232.98,139338.84,208063.45,37250.11,-0.821,19169.53,102088.73,0.267334722,0.732665278,-0.3868
MN,2020/4/20,19-Apr-20,204939.55,64267.01,178396.63,19464.93,-0.8909,26542.92,44802.08,0.302875923,0.697124077,-0.6864
MN,2020/4/21,19-Apr-20,251926.21,89871.89,221410.09,29900.68,-0.865,30516.12,59971.21,0.332703363,0.667296637,-0.6433
MN,2020/4/22,19-Apr-20,289033.59,146472.85,253709.63,46404.79,-0.8171,35323.96,100068.06,0.316814959,0.683185041,-0.4932
MN,2020/4/23,19-Apr-20,342207.57,140469.76,304506.62,39442.86,-0.8705,37700.95,101026.9,0.280792535,0.719207465,-0.5895
MN,2020/4/24,19-Apr-20,467174.12,224200.3,425305.67,58847.36,-0.8616,41868.45,165352.94,0.262476723,0.737523277,-0.5201
MN,2020/4/25,19-Apr-20,563927.59,221782.55,521518.12,57338.29,-0.8901,42409.47,164444.26,0.258533821,0.741466179,-0.6067
MN,2020/4/26,26-Apr-20,345531.97,141590.42,311452.49,35037.7,-0.8875,34079.48,106552.72,0.247458126,0.752541874,-0.5902
MN,2020/4/27,26-Apr-20,209810.55,65947.97,184094.32,21007.5,-0.8859,25716.23,44940.47,0.318546575,0.681453425,-0.6857
MN,2020/4/28,26-Apr-20,243741.75,90704.9,212221.31,26171.92,-0.8767,31520.44,64532.98,0.288539208,0.711460792,-0.6279
MN,2020/4/29,26-Apr-20,295972.7,127077.23,262649.91,31558.35,-0.8798,33322.79,95518.88,0.248339927,0.751660073,-0.5706
MN,2020/4/30,26-Apr-20,316293.26,150528.89,283892.42,40382.96,-0.8578,32400.84,110145.93,0.268273818,0.731726182,-0.5241
MN,2020/5/1,26-Apr-20,502730.84,235178.3,454450.58,60944.22,-0.8659,48280.26,174234.08,0.25914049,0.74085951,-0.5322
MN,2020/5/2,26-Apr-20,584152.16,233219.23,534282.95,60094.76,-0.8875,49869.21,173124.47,0.257674978,0.742325022,-0.6008
MN,2020/5/3,3-May-20,422969.57,154442.28,382890.11,36415.79,-0.9049,40079.46,118026.49,0.235788995,0.764211005,-0.6349
MN,2020/5/4,3-May-20,220023.19,75018.74,192648.51,23660.03,-0.8772,27374.68,51358.71,0.315388262,0.684611738,-0.659
MN,2020/5/5,3-May-20,254641.25,193159.84,225469.99,69106.23,-0.6935,29171.26,124053.61,0.35776707,0.64223293,-0.2414
MN,2020/5/6,3-May-20,278992.18,130858.08,243963.16,33318.42,-0.8634,35029.02,97539.66,0.254614923,0.745385077,-0.531
MN,2020/5/7,3-May-20,317384.29,145279.17,281730.38,37304.98,-0.8676,35653.91,107974.19,0.25678134,0.74321866,-0.5423
MN,2020/5/8,3-May-20,481456.61,222316.42,433181.51,59452.33,-0.8628,48275.1,162864.09,0.267422127,0.732577873,-0.5382
MN,2020/5/9,3-May-20,552169.2,229332.24,514591.84,54806.88,-0.8935,37577.36,174525.36,0.238984628,0.761015372,-0.5847
MN,2020/5/10,10-May-20,487069.32,277711.49,440964.74,58184.65,-0.8681,46104.58,219526.84,0.209514738,0.790485262,-0.4298
MN,2020/5/11,10-May-20,226509.67,62477.87,203203.07,20415.8,-0.8995,23306.6,42062.07,0.326768502,0.673231498,-0.7242
MN,2020/5/12,10-May-20,259509.51,90697.64,230109.39,27858.78,-0.8789,29400.12,62838.86,0.307161024,0.692838976,-0.6505
MN,2020/5/13,10-May-20,294024.09,125132.98,260590.07,32235.95,-0.8763,33434.02,92897.03,0.25761354,0.74238646,-0.5744
MN,2020/5/14,10-May-20,329475.61,142691.24,292938.26,37686.13,-0.8714,36537.35,105005.11,0.264109626,0.735890374,-0.5669
MN,2020/5/15,10-May-20,478176.03,223250.06,430244.25,52722.58,-0.8775,47931.78,170527.48,0.236159309,0.763840691,-0.5331
MN,2020/5/16,10-May-20,568592.28,244566.51,517182.43,61117.58,-0.8818,51409.85,183448.93,0.249901673,0.750098327,-0.5699
MN,2020/5/17,17-May-20,374803.83,136525.56,336439.14,30795.62,-0.9085,38364.69,105729.94,0.2255667,0.7744333,-0.6357
MN,2020/5/18,17-May-20,233536.45,62990.16,207641.04,21144.34,-0.8982,25895.41,41845.82,0.335676874,0.664323126,-0.7303
MN,2020/5/19,17-May-20,257078.07,88220.34,222834.51,24293.14,-0.891,34243.56,63927.2,0.275368923,0.724631077,-0.6568
MN,2020/5/20,17-May-20,282068.2,139468.49,247992.52,31862.28,-0.8715,34075.68,107606.21,0.228455044,0.771544956,-0.5056
MN,2020/5/21,17-May-20,317550.26,153968.9,282760.23,40450.04,-0.8569,34790.03,113518.86,0.262715652,0.737284348,-0.5151
MN,2020/5/22,17-May-20,441837.49,215802.51,390144.82,51280.97,-0.8686,51692.67,164521.54,0.237629164,0.762370836,-0.5116
MN,2020/5/23,17-May-20,446174.3,209485.47,405954.67,52852.15,-0.8698,40219.63,156633.32,0.252295064,0.747704936,-0.5305
MN,2020/5/24,24-May-20,347839.35,158873.9,312706.31,34085,-0.891,35133.04,124788.9,0.214541218,0.785458782,-0.5433
MN,2020/5/25,24-May-20,233194.69,71095.09,207246.16,22150.87,-0.8931,25948.53,48944.22,0.311566804,0.688433196,-0.6951
MN,2020/5/26,24-May-20,220617.84,90936.48,194059.86,25144.77,-0.8704,26557.98,65791.71,0.276509163,0.723490837,-0.5878
MN,2020/5/27,24-May-20,260043.84,136249.65,230554.29,33899.84,-0.853,29489.55,102349.81,0.248806804,0.751193196,-0.4761
MN,2020/5/28,24-May-20,293304.97,113857.73,257677.77,38249.84,-0.8516,35627.2,75607.89,0.335944165,0.664055835,-0.6118
MN,2020/5/29,24-May-20,435088.95,134263.43,387363.4,40118.94,-0.8964,47725.55,94144.49,0.29880765,0.70119235,-0.6914
MN,2020/5/30,24-May-20,505473.3,130120.55,445029.12,39850.56,-0.9105,60444.18,90269.99,0.306258773,0.693741227,-0.7426
MN,2020/5/31,31-May-20,322373.24,107283.75,289108.83,27682.42,-0.9042,33264.41,79601.33,0.258029944,0.741970056,-0.6672
MN,2020/6/1,31-May-20,233163.21,98791.32,201934.1,50803.34,-0.7484,31229.11,47987.98,0.514249025,0.485750975,-0.5763
MN,2020/6/2,31-May-20,261110.47,98418.99,230162.36,37915.56,-0.8353,30948.11,60503.43,0.385246384,0.614753616,-0.6231
MN,2020/6/3,31-May-20,295855.3,153116.13,263185.63,63473.66,-0.7588,32669.67,89642.47,0.414545874,0.585454126,-0.4825
MN,2020/6/4,31-May-20,331900.58,169554.05,288055.56,76111.4,-0.7358,43845.02,93442.65,0.448891666,0.551108334,-0.4891
MN,2020/6/5,31-May-20,445411.74,270947.05,386964.85,119392.75,-0.6915,58446.89,151554.3,0.440649751,0.559350249,-0.3917
MN,2020/6/6,31-May-20,484294.67,264537.86,422449.72,115818.84,-0.7258,61844.95,148719.02,0.437815744,0.562184256,-0.4538
MN,2020/6/7,7-Jun-20,345008.48,190162.25,304123.9,74648.51,-0.7545,40884.58,115513.74,0.392551676,0.607448324,-0.4488
MN,2020/6/8,7-Jun-20,251201.8,100243.84,222980.75,47703.29,-0.7861,28221.05,52540.55,0.475872532,0.524127468,-0.6009
MN,2020/6/9,7-Jun-20,269228.97,107018.37,238102.16,40486.45,-0.83,31126.81,66531.92,0.378313088,0.621686912,-0.6025
MN,2020/6/10,7-Jun-20,298290.12,159697.09,260949.87,90184.63,-0.6544,37340.25,69512.46,0.564723064,0.435276936,-0.4646
MN,2020/6/11,7-Jun-20,331982.67,218275.57,289574.16,133926.62,-0.5375,42408.51,84348.95,0.613566695,0.386433305,-0.3425
MN,2020/6/12,7-Jun-20,443551.64,319374.35,394355.8,190806.14,-0.5162,49195.84,128568.21,0.597437271,0.402562729,-0.28
MN,2020/6/13,7-Jun-20,514288.65,323595.5,459161.48,198617.67,-0.5674,55127.17,124977.83,0.613783783,0.386216217,-0.3708
MN,2020/6/14,14-Jun-20,422187.87,227942.82,385118.68,131220.66,-0.6593,37069.19,96722.16,0.575673583,0.424326417,-0.4601
MN,2020/6/15,14-Jun-20,237823.2,107343.87,209348.73,63608.73,-0.6962,28474.47,43735.14,0.592569748,0.407430252,-0.5486
MN,2020/6/16,14-Jun-20,292549.9,146193.61,263053.07,88002.13,-0.6655,29496.83,58191.48,0.601956064,0.398043936,-0.5003
MN,2020/6/17,14-Jun-20,288177.9,200444.47,256160.09,120182.92,-0.5308,32017.81,80261.55,0.599582119,0.400417881,-0.3044
MN,2020/6/18,14-Jun-20,338121.33,209640,298396.03,124852.64,-0.5816,39725.3,84787.36,0.595557336,0.404442664,-0.38
MN,2020/6/19,14-Jun-20,461657.7,331645.46,405352.12,205525.17,-0.493,56305.58,126120.29,0.619713504,0.380286496,-0.2816
MN,2020/6/20,14-Jun-20,491219.12,330662.04,439954.1,210467.72,-0.5216,51265.02,120194.32,0.636504027,0.363495973,-0.3269
MN,2020/6/21,21-Jun-20,338471.97,295282.44,302350.76,164822.2,-0.4549,36121.21,130460.24,0.558184903,0.441815097,-0.1276
MN,2020/6/22,21-Jun-20,260885.12,113187.13,228123.15,71575.97,-0.6862,32761.97,41611.16,0.63236845,0.36763155,-0.5661
MN,2020/6/23,21-Jun-20,305079.96,144473.71,274602.52,87951,-0.6797,30477.44,56522.71,0.608768197,0.391231803,-0.5264
MN,2020/6/24,21-Jun-20,301292.33,217940.72,266828.24,136814.39,-0.4873,34464.09,81126.33,0.62775965,0.37224035,-0.2766
MN,2020/6/25,21-Jun-20,352450.29,230136.76,311623.63,148386.12,-0.5238,40826.66,81750.64,0.644773655,0.355226345,-0.347
MN,2020/6/26,21-Jun-20,451798.36,326982.31,400204.98,210241.45,-0.4747,51593.38,116740.86,0.642974998,0.357025002,-0.2763
MN,2020/6/27,21-Jun-20,452628.52,333750.85,401032.79,217828.11,-0.4568,51595.73,115922.74,0.652666832,0.347333168,-0.2626
MN,2020/6/28,28-Jun-20,335768.35,224271.36,303592.95,135090.84,-0.555,32175.4,89180.52,0.602354398,0.397645602,-0.3321
MN,2020/6/29,28-Jun-20,252332.67,113749.91,221204.01,70793.98,-0.68,31128.66,42955.93,0.622365152,0.377634848,-0.5492
MN,2020/6/30,28-Jun-20,292768.28,145956.45,262234.25,86790.05,-0.669,30534.03,59166.4,0.594629768,0.405370232,-0.5015
MN,2020/7/1,28-Jun-20,349301.91,219573.17,311694.89,133955.74,-0.5702,37607.02,85617.43,0.610073353,0.389926647,-0.3714
MN,2020/7/2,28-Jun-20,130660.51,239021.87,125112.82,147706.89,0.1806,5547.69,91314.98,0.617963913,0.382036087,0.8293
MN,2020/7/3,28-Jun-20,411290.25,260264.93,367041.06,158843.38,-0.5672,44249.19,101421.55,0.61031419,0.38968581,-0.3672
MN,2020/7/4,28-Jun-20,397900.97,84698.4,365583.39,60691.66,-0.834,32317.58,24006.74,0.71656206,0.28343794,-0.7871
MN,2020/7/5,5-Jul-20,294501.53,131422.5,262027.27,79930.84,-0.695,32474.26,51491.66,0.608197531,0.391802469,-0.5537
MO,2020/2/17,16-Feb-20,402544.58,396062.18,355437.83,342459.1,-0.0365,47106.75,53603.08,0.864659938,0.135340062,-0.0161
MO,2020/2/18,16-Feb-20,355382.02,392558.62,291097.31,329023.65,0.1303,64284.71,63534.97,0.838151637,0.161848363,0.1046
MO,2020/2/19,16-Feb-20,430741.54,457038.92,360675.98,389971.36,0.0812,70065.56,67067.56,0.853256348,0.146743652,0.0611
MO,2020/2/20,16-Feb-20,544984.62,487279.73,468243.84,411553.91,-0.1211,76740.78,75725.82,0.844594767,0.155405233,-0.1059
MO,2020/2/21,16-Feb-20,834480.76,819314.74,729733.91,709737.03,-0.0274,104746.85,109577.71,0.866256879,0.133743121,-0.0182
MO,2020/2/22,16-Feb-20,977181.68,1000126.09,877207.78,891927.85,0.0168,99973.9,108198.24,0.891815401,0.108184599,0.0235
MO,2020/2/23,23-Feb-20,551494.38,576081.53,479210.84,504302.56,0.0524,72283.54,71778.97,0.875401369,0.124598631,0.0446
MO,2020/2/24,23-Feb-20,354609.29,325569.36,305464.35,271908.72,-0.1099,49144.94,53660.64,0.835179084,0.164820916,-0.0819
MO,2020/2/25,23-Feb-20,435734.75,431427.31,372305.36,363901.67,-0.0226,63429.39,67525.64,0.843483158,0.156516842,-0.0099
MO,2020/2/26,23-Feb-20,464897.36,424077.28,382136.51,355914.3,-0.0686,82760.85,68162.98,0.83926755,0.16073245,-0.0878
MO,2020/2/27,23-Feb-20,484689.9,493264.24,412727.05,415823.63,0.0075,71962.85,77440.61,0.843003803,0.156996197,0.0177
MO,2020/2/28,23-Feb-20,883251.69,782974.93,789177.18,682706.08,-0.1349,94074.51,100268.85,0.87193862,0.12806138,-0.1135
MO,2020/2/29,23-Feb-20,936350.23,1000840.12,843103.14,893201,0.0594,93247.09,107639.12,0.892451234,0.107548766,0.0689
MO,2020/3/1,1-Mar-20,327747.04,572041.21,275215.38,502133.28,0.8245,52531.66,69907.93,0.877792144,0.122207856,0.7454
MO,2020/3/2,1-Mar-20,325800.51,338964.65,278031.47,281358.62,0.012,47769.04,57606.03,0.830052986,0.169947014,0.0404
MO,2020/3/3,1-Mar-20,442088.72,425373.09,381161.85,363218.28,-0.0471,60926.87,62154.81,0.85388166,0.14611834,-0.0378
MO,2020/3/4,1-Mar-20,447582.19,459133.6,383503.27,384752.85,0.0033,64078.92,74380.75,0.837997589,0.162002411,0.0258
MO,2020/3/5,1-Mar-20,523516.41,521415.87,448631.17,450915.89,0.0051,74885.24,70499.98,0.864791265,0.135208735,-0.004
MO,2020/3/6,1-Mar-20,821883.43,833214.14,717499.57,727980.67,0.0146,104383.86,105233.47,0.873701771,0.126298229,0.0138
MO,2020/3/7,1-Mar-20,997021.96,1006161.51,902474.41,905894.66,0.0038,94547.55,100266.85,0.900347162,0.099652838,0.0092
MO,2020/3/8,8-Mar-20,582643.97,594840.47,508852.25,524655.96,0.0311,73791.72,70184.51,0.882011205,0.117988795,0.0209
MO,2020/3/9,8-Mar-20,396099.18,318270.4,341403.75,265578.81,-0.2221,54695.43,52691.59,0.834443951,0.165556049,-0.1965
MO,2020/3/10,8-Mar-20,458891.73,410085.34,389907.15,349539.73,-0.1035,68984.58,60545.61,0.852358512,0.147641488,-0.1064
MO,2020/3/11,8-Mar-20,509094.6,469445.71,436332.02,395291.46,-0.0941,72762.58,74154.25,0.84203871,0.15796129,-0.0779
MO,2020/3/12,8-Mar-20,605540.33,467682.74,510927.63,392457.33,-0.2319,94612.7,75225.41,0.839152905,0.160847095,-0.2277
MO,2020/3/13,8-Mar-20,846217.31,657087.49,752888.3,563639.64,-0.2514,93329.01,93447.85,0.857784768,0.142215232,-0.2235
MO,2020/3/14,8-Mar-20,1074196.01,730846.97,950468.85,621265.17,-0.3464,123727.16,109581.8,0.850061908,0.149938092,-0.3196
MO,2020/3/15,15-Mar-20,588605.52,366247.72,525343.32,304865.69,-0.4197,63262.2,61382.03,0.83240297,0.16759703,-0.3778
MO,2020/3/16,15-Mar-20,397302.79,225140.02,347198.75,167981.04,-0.5162,50104.04,57158.98,0.746118082,0.253881918,-0.4333
MO,2020/3/17,15-Mar-20,467560.39,231037.9,410882.68,143181.37,-0.6515,56677.71,87856.53,0.619731092,0.380268908,-0.5059
MO,2020/3/18,15-Mar-20,526554.33,199514.37,466092.92,110751.76,-0.7624,60461.41,88762.61,0.555106682,0.444893318,-0.6211
MO,2020/3/19,15-Mar-20,618534.72,218681.97,545132.55,110723.82,-0.7969,73402.17,107958.15,0.506323498,0.493676502,-0.6465
MO,2020/3/20,15-Mar-20,873110.24,275621.95,774786.58,110987.75,-0.8568,98323.66,164634.2,0.4026811,0.5973189,-0.6843
MO,2020/3/21,15-Mar-20,1007537.94,276251.2,910096.71,88443.7,-0.9028,97441.23,187807.5,0.320156799,0.679843201,-0.7258
MO,2020/3/22,22-Mar-20,590591.54,155055.98,522963.68,48711.36,-0.9069,67627.86,106344.62,0.314153379,0.685846621,-0.7375
MO,2020/3/23,22-Mar-20,387709.11,128415.98,336004.34,48555.51,-0.8555,51704.77,79860.47,0.37811112,0.62188888,-0.6688
MO,2020/3/24,22-Mar-20,486644.15,151505.87,423942.08,49073.16,-0.8842,62702.07,102432.71,0.323902698,0.676097302,-0.6887
MO,2020/3/25,22-Mar-20,549492.56,158394.64,478199.22,50702.33,-0.894,71293.34,107692.31,0.320101299,0.679898701,-0.7117
MO,2020/3/26,22-Mar-20,577712,167980.01,494333.01,51070.01,-0.8967,83378.99,116910,0.30402433,0.69597567,-0.7092
MO,2020/3/27,22-Mar-20,838334.58,271275.97,738875.89,80156.19,-0.8915,99458.69,191119.78,0.295478402,0.704521598,-0.6764
MO,2020/3/28,22-Mar-20,1006661.79,268540,893588.35,83541.85,-0.9065,113073.44,184998.15,0.311096485,0.688903515,-0.7332
MO,2020/3/29,29-Mar-20,591595.95,172024.3,519353.2,48373.65,-0.9069,72242.75,123650.65,0.281202423,0.718797577,-0.7092
MO,2020/3/30,29-Mar-20,393213.62,117863.81,331520.81,40139.66,-0.8789,61692.81,77724.15,0.340559668,0.659440332,-0.7003
MO,2020/3/31,29-Mar-20,467286.62,155747.44,404034.49,51181.42,-0.8733,63252.13,104566.02,0.32861805,0.67138195,-0.6667
MO,2020/4/1,29-Mar-20,514981.24,174315.01,442808.85,54912.31,-0.876,72172.39,119402.7,0.31501768,0.68498232,-0.6615
MO,2020/4/2,29-Mar-20,532783.24,175746.94,460488.59,56251.6,-0.8778,72294.65,119495.34,0.320071576,0.679928424,-0.6701
MO,2020/4/3,29-Mar-20,901887.6,280805.27,793213.79,72828.04,-0.9082,108673.81,207977.23,0.259354249,0.740645751,-0.6886
MO,2020/4/4,29-Mar-20,1055574.71,266213.9,948713.36,69004.64,-0.9273,106861.35,197209.26,0.259207502,0.740792498,-0.7478
MO,2020/4/5,5-Apr-20,632552.74,155844.78,561293.21,36073.13,-0.9357,71259.53,119771.65,0.231468324,0.768531676,-0.7536
MO,2020/4/6,5-Apr-20,396391.33,111055.32,342781.87,34822.34,-0.8984,53609.46,76232.98,0.313558504,0.686441496,-0.7198
MO,2020/4/7,5-Apr-20,466279.39,165664.13,404075.06,52417.96,-0.8703,62204.33,113246.17,0.316411042,0.683588958,-0.6447
MO,2020/4/8,5-Apr-20,525110.24,179969.73,454848.57,58298.87,-0.8718,70261.67,121670.86,0.323937087,0.676062913,-0.6573
MO,2020/4/9,5-Apr-20,582185.54,194523.7,500448,63135.83,-0.8738,81737.54,131387.87,0.324566261,0.675433739,-0.6659
MO,2020/4/10,5-Apr-20,868164.59,304049.26,769322.09,84361.03,-0.8903,98842.5,219688.23,0.277458429,0.722541571,-0.6498
MO,2020/4/11,5-Apr-20,1047538.03,305902.26,932779.06,81286.21,-0.9129,114758.97,224616.05,0.265726085,0.734273915,-0.708
MO,2020/4/12,12-Apr-20,564718.18,129508.15,484173.94,14603.35,-0.9698,80544.24,114904.8,0.112760085,0.887239915,-0.7707
MO,2020/4/13,12-Apr-20,396559.11,113811.8,344100.59,34203.13,-0.9006,52458.52,79608.67,0.300523584,0.699476416,-0.713
MO,2020/4/14,12-Apr-20,488330.63,179366.64,422063.8,51186.23,-0.8787,66266.83,128180.41,0.285372074,0.714627926,-0.6327
MO,2020/4/15,12-Apr-20,536776.51,217540.31,460724.53,65674.54,-0.8575,76051.98,151865.77,0.301895957,0.698104043,-0.5947
MO,2020/4/16,12-Apr-20,583139.76,222526.29,495972.42,68132.25,-0.8626,87167.34,154394.04,0.306176183,0.693823817,-0.6184
MO,2020/4/17,12-Apr-20,887998.63,354730.74,792757.33,89230.93,-0.8874,95241.3,265499.81,0.251545524,0.748454476,-0.6005
MO,2020/4/18,12-Apr-20,943639.15,353615.86,831382.38,95385.63,-0.8853,112256.77,258230.23,0.269743642,0.730256358,-0.6253
MO,2020/4/19,19-Apr-20,352933.67,206332.25,303794.93,47846.7,-0.8425,49138.74,158485.55,0.231891524,0.768108476,-0.4154
MO,2020/4/20,19-Apr-20,415061.98,132726.59,362107.66,42684.07,-0.8821,52954.32,90042.52,0.321593962,0.678406038,-0.6802
MO,2020/4/21,19-Apr-20,456187.9,204427.23,387754.61,59007.25,-0.8478,68433.29,145419.98,0.288646723,0.711353277,-0.5519
MO,2020/4/22,19-Apr-20,544212.31,219534.84,465389.73,67764.35,-0.8544,78822.58,151770.49,0.308672418,0.691327582,-0.5966
MO,2020/4/23,19-Apr-20,571012.65,222610.92,478492.9,65026.91,-0.8641,92519.75,157584.01,0.292110153,0.707889847,-0.6101
MO,2020/4/24,19-Apr-20,861996.89,360560.98,744422.5,92113.21,-0.8763,117574.39,268447.77,0.255471932,0.744528068,-0.5817
MO,2020/4/25,19-Apr-20,1021149.62,348969.54,897805.11,87076.9,-0.903,123344.51,261892.64,0.24952579,0.75047421,-0.6583
MO,2020/4/26,26-Apr-20,577292.03,232926.66,502844.36,57774.37,-0.8851,74447.67,175152.29,0.248036743,0.751963257,-0.5965
MO,2020/4/27,26-Apr-20,400252.54,158072.8,342748.03,56562.19,-0.835,57504.51,101510.61,0.357823674,0.642176326,-0.6051
MO,2020/4/28,26-Apr-20,442441.88,210511.37,378503.62,64322.36,-0.8301,63938.26,146189.01,0.305552902,0.694447098,-0.5242
MO,2020/4/29,26-Apr-20,528666.12,225865.66,455073.77,66497.85,-0.8539,73592.35,159367.81,0.294413281,0.705586719,-0.5728
MO,2020/4/30,26-Apr-20,546133.02,257531.5,471668.5,73021.23,-0.8452,74464.52,184510.27,0.283542906,0.716457094,-0.5284
